doc_id,neighbor,cosine_similarity,rank,neighbor_corpus,neighbor_book,neighbor_chapter,neighbor_section,neighbor_macro_genre
BOC_1833__Book_of_Commandments_6,BOM_1830__3_Nephi_15,0.8078111719255942,11,BOM,3 Nephi,15,MP-2,BOM
BOC_1833__Book_of_Commandments_6,BOC_1833__Book_of_Commandments_32,0.8058288654463017,12,BOC,Book of Commandments,32,BOC_32,Modern_Revelation
BOC_1833__Book_of_Commandments_6,DC_1835__049__section_51,0.8057444079802045,13,DC,Doctrine and Covenants,51,Section 51,Modern_Revelation
BOC_1833__Book_of_Commandments_6,DC_1835__090__section_95,0.8038932617766186,14,DC,Doctrine and Covenants,95,Section 95,Modern_Revelation
BOC_1833__Book_of_Commandments_6,KJV__Psalms_30,0.7991417743314656,15,KJV,Psalms,30,Psalms,Poetic_Wisdom
BOC_1833__Book_of_Commandments_6,BOC_1833__Book_of_Commandments_30,0.7989009999982766,16,BOC,Book of Commandments,30,BOC_30,Modern_Revelation
BOC_1833__Book_of_Commandments_6,BOC_1833__Book_of_Commandments_4,0.7984940745273377,17,BOC,Book of Commandments,4,BOC_4,Modern_Revelation
BOC_1833__Book_of_Commandments_6,BOC_1833__Book_of_Commandments_61,0.7979339832124633,18,BOC,Book of Commandments,61,BOC_61,Modern_Revelation
BOC_1833__Book_of_Commandments_6,BOM_1830__3_Nephi_14,0.7969243153377384,19,BOM,3 Nephi,14,MP-2,BOM
BOC_1833__Book_of_Commandments_6,BOM_1830__2_Nephi_29,0.7955810745191454,20,BOM,2 Nephi,29,MP-3,BOM
BOC_1833__Book_of_Commandments_60,DC_1835__057__section_59,0.9583709322606256,1,DC,Doctrine and Covenants,59,Section 59,Modern_Revelation
BOC_1833__Book_of_Commandments_60,DC_1835__022__section_24,0.9332539070471265,2,DC,Doctrine and Covenants,24,Section 24,Modern_Revelation
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_25,0.9329814680510324,3,BOC,Book of Commandments,25,BOC_25,Modern_Revelation
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_61,0.9248657322237015,4,BOC,Book of Commandments,61,BOC_61,Modern_Revelation
BOC_1833__Book_of_Commandments_60,DC_1835__058__section_60,0.9181733115675359,5,DC,Doctrine and Covenants,60,Section 60,Modern_Revelation
BOC_1833__Book_of_Commandments_60,DC_1835__033__section_35,0.9132815499751008,6,DC,Doctrine and Covenants,35,Section 35,Modern_Revelation
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_37,0.9130160352891904,7,BOC,Book of Commandments,37,BOC_37,Modern_Revelation
BOC_1833__Book_of_Commandments_60,BOM_1830__1_Nephi_21,0.9125110084649434,8,BOM,1 Nephi,21,MP-3,BOM
BOC_1833__Book_of_Commandments_60,KJV__Jeremiah_13,0.9124822786009269,9,KJV,Jeremiah,13,Jeremiah,Prophetic
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_16,0.9124102950572359,10,BOC,Book of Commandments,16,BOC_16,Modern_Revelation
BOC_1833__Book_of_Commandments_60,KJV__Isaiah_44,0.9115584829430206,11,KJV,Isaiah,44,Isaiah_40_55,Prophetic
BOC_1833__Book_of_Commandments_60,KJV__Isaiah_49,0.909690545298108,12,KJV,Isaiah,49,Isaiah_40_55,Prophetic
BOC_1833__Book_of_Commandments_60,KJV__2 Samuel_7,0.9096241892354228,13,KJV,2 Samuel,7,2 Samuel,Narrative
BOC_1833__Book_of_Commandments_60,KJV__Isaiah_58,0.9093198908019523,14,KJV,Isaiah,58,Isaiah_56_66,Prophetic
BOC_1833__Book_of_Commandments_60,KJV__Psalms_92,0.9070523050585293,15,KJV,Psalms,92,Psalms,Poetic_Wisdom
BOC_1833__Book_of_Commandments_60,BOM_1830__Mosiah_12,0.9049136892585925,16,BOM,Mosiah,12,MP-1,BOM
BOC_1833__Book_of_Commandments_60,JS-1,0.9047705658051071,17,JSO,Joseph Smith,1,JS-1,Early_LDS_Writing
BOC_1833__Book_of_Commandments_60,DC_1835__023__section_25,0.9026575157914937,18,DC,Doctrine and Covenants,25,Section 25,Modern_Revelation
BOC_1833__Book_of_Commandments_60,BOC_1833__Book_of_Commandments_26,0.9019178266910869,19,BOC,Book of Commandments,26,BOC_26,Modern_Revelation
BOC_1833__Book_of_Commandments_60,BOM_1830__2_Nephi_8,0.9017441463576623,20,BOM,2 Nephi,8,MP-3,BOM
BOC_1833__Book_of_Commandments_61,DC_1835__058__section_60,0.9847518966428281,1,DC,Doctrine and Covenants,60,Section 60,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__059__section_61,0.951315888505657,2,DC,Doctrine and Covenants,61,Section 61,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__098__section_103,0.9457364569356831,3,DC,Doctrine and Covenants,103,Section 103,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__033__section_35,0.9408009380040366,4,DC,Doctrine and Covenants,35,Section 35,Modern_Revelation
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_37,0.9398461694326596,5,BOC,Book of Commandments,37,BOC_37,Modern_Revelation
BOC_1833__Book_of_Commandments_61,KJV__Jeremiah_8,0.9367859653102417,6,KJV,Jeremiah,8,Jeremiah,Prophetic
BOC_1833__Book_of_Commandments_61,DC_1835__016__section_18,0.9364868323637932,7,DC,Doctrine and Covenants,18,Section 18,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__017__section_19,0.9364868323637932,8,DC,Doctrine and Covenants,19,Section 19,Modern_Revelation
BOC_1833__Book_of_Commandments_61,BOM_1830__Moroni_8,0.9364576164532596,9,BOM,Moroni,8,MP-2,BOM
BOC_1833__Book_of_Commandments_61,DC_1835__036__section_38,0.9363046243232181,10,DC,Doctrine and Covenants,38,Section 38,Modern_Revelation
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_64,0.9362595153190731,11,BOC,Book of Commandments,64,BOC_64,Modern_Revelation
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_59,0.935517899776339,12,BOC,Book of Commandments,59,BOC_59,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__079__section_82,0.9346652095739452,13,DC,Doctrine and Covenants,82,Section 82,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__061__section_63,0.9342985549354199,14,DC,Doctrine and Covenants,63,Section 63,Modern_Revelation
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_16,0.9332956403706056,15,BOC,Book of Commandments,16,BOC_16,Modern_Revelation
BOC_1833__Book_of_Commandments_61,BOC_1833__Book_of_Commandments_5,0.9326770134025173,16,BOC,Book of Commandments,5,BOC_5,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__062__section_64,0.9322847441422761,17,DC,Doctrine and Covenants,64,Section 64,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__054__section_56,0.9318180892926077,18,DC,Doctrine and Covenants,56,Section 56,Modern_Revelation
BOC_1833__Book_of_Commandments_61,DC_1835__099__section_104,0.9306106818074776,19,DC,Doctrine and Covenants,104,Section 104,Modern_Revelation
BOC_1833__Book_of_Commandments_61,KJV__Proverbs_30,0.9303739649093525,20,KJV,Proverbs,30,Proverbs,Poetic_Wisdom
BOC_1833__Book_of_Commandments_62,DC_1835__059__section_61,0.9652647479405237,1,DC,Doctrine and Covenants,61,Section 61,Modern_Revelation
BOC_1833__Book_of_Commandments_62,DC_1835__027__section_29,0.9648160887468633,2,DC,Doctrine and Covenants,29,Section 29,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_29,0.9609780726591488,3,BOC,Book of Commandments,29,BOC_29,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_40,0.9577143060622642,4,BOC,Book of Commandments,40,BOC_40,Modern_Revelation
BOC_1833__Book_of_Commandments_62,DC_1835__001__section_1,0.9512638533714376,5,DC,Doctrine and Covenants,1,Section 1,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOM_1830__3_Nephi_27,0.9505405369125868,6,BOM,3 Nephi,27,MP-2,BOM
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_64,0.9445582159548411,7,BOC,Book of Commandments,64,BOC_64,Modern_Revelation
BOC_1833__Book_of_Commandments_62,DC_1835__090__section_95,0.9412680288208072,8,DC,Doctrine and Covenants,95,Section 95,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_53,0.9412518880342167,9,BOC,Book of Commandments,53,BOC_53,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_52,0.941105125685225,10,BOC,Book of Commandments,52,BOC_52,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_15,0.9410529830324537,11,BOC,Book of Commandments,15,BOC_15,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_35,0.9400966759247206,12,BOC,Book of Commandments,35,BOC_35,Modern_Revelation
BOC_1833__Book_of_Commandments_62,DC_1835__036__section_38,0.9397852742912933,13,DC,Doctrine and Covenants,38,Section 38,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_48,0.938327194328429,14,BOC,Book of Commandments,48,BOC_48,Modern_Revelation
BOC_1833__Book_of_Commandments_62,DC_1835__075__sections_77-78,0.9380371934444652,15,DC,Doctrine and Covenants,77,Sections 77-78,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOC_1833__Book_of_Commandments_58,0.9377687776129089,16,BOC,Book of Commandments,58,BOC_58,Modern_Revelation
BOC_1833__Book_of_Commandments_62,DC_1835__031__section_33,0.9376751811522074,17,DC,Doctrine and Covenants,33,Section 33,Modern_Revelation
BOC_1833__Book_of_Commandments_62,BOM_1830__2_Nephi_25,0.9368780513525532,18,BOM,2 Nephi,25,MP-3,BOM
BOC_1833__Book_of_Commandments_62,BOM_1830__Ether_4,0.9357735529783054,19,BOM,Ether,4,MP-2,BOM
BOC_1833__Book_of_Commandments_62,BOM_1830__Alma_37,0.9355721748296891,20,BOM,Alma,37,MP-1,BOM
BOC_1833__Book_of_Commandments_63,DC_1835__060__section_62,0.950726409613246,1,DC,Doctrine and Covenants,62,Section 62,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__075__sections_77-78,0.9183266757264726,2,DC,Doctrine and Covenants,77,Sections 77-78,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__079__section_82,0.9135223437996909,3,DC,Doctrine and Covenants,82,Section 82,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__082__sections_85-86,0.9088689427624912,4,DC,Doctrine and Covenants,85,Sections 85-86,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__051__section_53,0.9038417675630298,5,DC,Doctrine and Covenants,53,Section 53,Modern_Revelation
BOC_1833__Book_of_Commandments_63,BOC_1833__Book_of_Commandments_16,0.9029552336511607,6,BOC,Book of Commandments,16,BOC_16,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__036__section_38,0.9002818228677153,7,DC,Doctrine and Covenants,38,Section 38,Modern_Revelation
BOC_1833__Book_of_Commandments_63,BOC_1833__Book_of_Commandments_57,0.8990789049437368,8,BOC,Book of Commandments,57,BOC_57,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__071__section_73,0.8953912835344573,9,DC,Doctrine and Covenants,73,Section 73,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__085__section_90,0.8937428836771248,10,DC,Doctrine and Covenants,90,Section 90,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__058__section_60,0.8936892750006844,11,DC,Doctrine and Covenants,60,Section 60,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__073__section_75,0.8908896605595225,12,DC,Doctrine and Covenants,75,Section 75,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__064__section_66,0.8895154089216971,13,DC,Doctrine and Covenants,66,Section 66,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__054__section_56,0.8885264144323799,14,DC,Doctrine and Covenants,56,Section 56,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__070__section_72,0.8873266412097496,15,DC,Doctrine and Covenants,72,Section 72,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__007__section_8,0.887232468309136,16,DC,Doctrine and Covenants,8,Section 8,Modern_Revelation
BOC_1833__Book_of_Commandments_63,BOC_1833__Book_of_Commandments_61,0.8853387357267201,17,BOC,Book of Commandments,61,BOC_61,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__059__section_61,0.8849660382089948,18,DC,Doctrine and Covenants,61,Section 61,Modern_Revelation
BOC_1833__Book_of_Commandments_63,DC_1835__106__sections_125-126-127,0.8838158739776527,19,DC,Doctrine and Covenants,125,Sections 125-126-127,Modern_Revelation
BOC_1833__Book_of_Commandments_63,SR-32,0.8832341665197239,20,JSO,Sidney Rigdon,32,SR-32,Early_LDS_Writing
BOC_1833__Book_of_Commandments_64,DC_1835__061__section_63,0.9948909492947159,1,DC,Doctrine and Covenants,63,Section 63,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__081__section_84,0.9658826749111454,2,DC,Doctrine and Covenants,84,Section 84,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__099__section_104,0.9657788263568851,3,DC,Doctrine and Covenants,104,Section 104,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__059__section_61,0.9623088612095926,4,DC,Doctrine and Covenants,61,Section 61,Modern_Revelation
BOC_1833__Book_of_Commandments_64,BOM_1830__Mormon_8,0.9622811706608068,5,BOM,Mormon,8,MP-2,BOM
BOC_1833__Book_of_Commandments_64,BOM_1830__3_Nephi_20,0.9620850846095166,6,BOM,3 Nephi,20,MP-2,BOM
BOC_1833__Book_of_Commandments_64,DC_1835__036__section_38,0.9619536749443792,7,DC,Doctrine and Covenants,38,Section 38,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__004__section_5,0.9617527242067341,8,DC,Doctrine and Covenants,5,Section 5,Modern_Revelation
BOC_1833__Book_of_Commandments_64,BOC_1833__Book_of_Commandments_58,0.961739071194049,9,BOC,Book of Commandments,58,BOC_58,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__096__section_101,0.9608680582172021,10,DC,Doctrine and Covenants,101,Section 101,Modern_Revelation
BOC_1833__Book_of_Commandments_64,BOM_1830__2_Nephi_27,0.9599570290852725,11,BOM,2 Nephi,27,MP-3,BOM
BOC_1833__Book_of_Commandments_64,BOC_1833__Book_of_Commandments_37,0.9581373046409739,12,BOC,Book of Commandments,37,BOC_37,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__033__section_35,0.9578960067053458,13,DC,Doctrine and Covenants,35,Section 35,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__062__section_64,0.9548844846063371,14,DC,Doctrine and Covenants,64,Section 64,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__083__sections_87-88,0.9543187748535567,15,DC,Doctrine and Covenants,87,Sections 87-88,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__066__section_68,0.9526038186962834,16,DC,Doctrine and Covenants,68,Section 68,Modern_Revelation
BOC_1833__Book_of_Commandments_64,DC_1835__098__section_103,0.9523882968363734,17,DC,Doctrine and Covenants,103,Section 103,Modern_Revelation
BOC_1833__Book_of_Commandments_64,BOC_1833__Book_of_Commandments_59,0.9522709001120797,18,BOC,Book of Commandments,59,BOC_59,Modern_Revelation
BOC_1833__Book_of_Commandments_64,BOM_1830__Alma_45,0.9520589060025806,19,BOM,Alma,45,MP-1,BOM
BOC_1833__Book_of_Commandments_64,BOM_1830__2_Nephi_29,0.951732920994411,20,BOM,2 Nephi,29,MP-3,BOM
BOC_1833__Book_of_Commandments_65,DC_1835__062__section_64,0.9178803894776656,1,DC,Doctrine and Covenants,64,Section 64,Modern_Revelation
BOC_1833__Book_of_Commandments_65,BOM_1830__3_Nephi_24,0.9170099593818722,2,BOM,3 Nephi,24,MP-2,BOM
BOC_1833__Book_of_Commandments_65,DC_1835__058__section_60,0.9120391077093792,3,DC,Doctrine and Covenants,60,Section 60,Modern_Revelation
BOC_1833__Book_of_Commandments_65,BOC_1833__Book_of_Commandments_16,0.9113859062792217,4,BOC,Book of Commandments,16,BOC_16,Modern_Revelation
BOC_1833__Book_of_Commandments_65,KJV__Jeremiah_23,0.9100410347503995,5,KJV,Jeremiah,23,Jeremiah,Prophetic
BOC_1833__Book_of_Commandments_65,DC_1835__098__section_103,0.9071754811126973,6,DC,Doctrine and Covenants,103,Section 103,Modern_Revelation
BOC_1833__Book_of_Commandments_65,DC_1835__073__section_75,0.9070724139816219,7,DC,Doctrine and Covenants,75,Section 75,Modern_Revelation
BOC_1833__Book_of_Commandments_65,DC_1835__036__section_38,0.9063574692487437,8,DC,Doctrine and Covenants,38,Section 38,Modern_Revelation
BOC_1833__Book_of_Commandments_65,DC_1835__070__section_72,0.9060665310175969,9,DC,Doctrine and Covenants,72,Section 72,Modern_Revelation
BOC_1833__Book_of_Commandments_65,DC_1835__079__section_82,0.905759106709622,10,DC,Doctrine and Covenants,82,Section 82,Modern_Revelation
BOC_1833__Book_of_Commandments_65,KJV__Isaiah_40,0.905091062895685,11,KJV,Isaiah,40,Isaiah_40_55,Prophetic
BOC_1833__Book_of_Commandments_65,BOM_1830__2_Nephi_9,0.9042637319794127,12,BOM,2 Nephi,9,MP-3,BOM
BOC_1833__Book_of_Commandments_65,BOM_1830__Mosiah_12,0.9033252839518421,13,BOM,Mosiah,12,MP-1,BOM
BOC_1833__Book_of_Commandments_65,BOM_1830__Jacob_6,0.9028444163924468,14,BOM,Jacob,6,MP-3,BOM
BOC_1833__Book_of_Commandments_65,KJV__Isaiah_45,0.9017963611209818,15,KJV,Isaiah,45,Isaiah_40_55,Prophetic
BOC_1833__Book_of_Commandments_65,DC_1835__088__section_93,0.9012139700113327,16,DC,Doctrine and Covenants,93,Section 93,Modern_Revelation
BOC_1833__Book_of_Commandments_65,KJV__1 Samuel_12,0.9008312216404484,17,KJV,1 Samuel,12,1 Samuel,Narrative
BOC_1833__Book_of_Commandments_65,DC_1835__054__section_56,0.8989874861308091,18,DC,Doctrine and Covenants,56,Section 56,Modern_Revelation
BOC_1833__Book_of_Commandments_65,DC_1835__056__section_58,0.8972499472314649,19,DC,Doctrine and Covenants,58,Section 58,Modern_Revelation
BOC_1833__Book_of_Commandments_65,BOM_1830__2_Nephi_7,0.8971310413442967,20,BOM,2 Nephi,7,MP-3,BOM
BOC_1833__Book_of_Commandments_7,DC_1835__007__section_8,0.9887090093952758,1,DC,Doctrine and Covenants,8,Section 8,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__091__section_96,0.9063451682256347,2,DC,Doctrine and Covenants,96,Section 96,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_57,0.9007684963323295,3,BOC,Book of Commandments,57,BOC_57,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_16,0.8983830623221725,4,BOC,Book of Commandments,16,BOC_16,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__051__section_53,0.8952603035147402,5,DC,Doctrine and Covenants,53,Section 53,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_28,0.8889414316396291,6,BOC,Book of Commandments,28,BOC_28,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__075__sections_77-78,0.8821259950321421,7,DC,Doctrine and Covenants,77,Sections 77-78,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_63,0.8783360532740982,8,BOC,Book of Commandments,63,BOC_63,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__079__section_82,0.8773826381289965,9,DC,Doctrine and Covenants,82,Section 82,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOM_1830__Jacob_6,0.8749232374244302,10,BOM,Jacob,6,MP-3,BOM
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_12,0.8740752913596795,11,BOC,Book of Commandments,12,BOC_12,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__015__section_17,0.8728982072792844,12,DC,Doctrine and Covenants,17,Section 17,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__069__section_71,0.872065242913367,13,DC,Doctrine and Covenants,71,Section 71,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_10,0.8709446503122408,14,BOC,Book of Commandments,10,BOC_10,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__064__section_66,0.8709397280388929,15,DC,Doctrine and Covenants,66,Section 66,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_8,0.8704663626607742,16,BOC,Book of Commandments,8,BOC_8,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__070__section_72,0.8694841827481715,17,DC,Doctrine and Covenants,72,Section 72,Modern_Revelation
BOC_1833__Book_of_Commandments_7,BOC_1833__Book_of_Commandments_5,0.8691784799925939,18,BOC,Book of Commandments,5,BOC_5,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__008__section_9,0.8671653607977373,19,DC,Doctrine and Covenants,9,Section 9,Modern_Revelation
BOC_1833__Book_of_Commandments_7,DC_1835__005__section_6,0.8636894988982148,20,DC,Doctrine and Covenants,6,Section 6,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__008__section_9,0.9903758139762193,1,DC,Doctrine and Covenants,9,Section 9,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_10,0.8934138748804905,2,BOC,Book of Commandments,10,BOC_10,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__079__section_82,0.8893554997269182,3,DC,Doctrine and Covenants,82,Section 82,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__007__section_8,0.8882173297467529,4,DC,Doctrine and Covenants,8,Section 8,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__047__section_49,0.8873809837918167,5,DC,Doctrine and Covenants,49,Section 49,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__090__section_95,0.8861294639630103,6,DC,Doctrine and Covenants,95,Section 95,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_5,0.8836232409944506,7,BOC,Book of Commandments,5,BOC_5,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_32,0.8835714452148566,8,BOC,Book of Commandments,32,BOC_32,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__039__section_41,0.8810068400042061,9,DC,Doctrine and Covenants,41,Section 41,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_9,0.8767746193980285,10,BOC,Book of Commandments,9,BOC_9,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__014__section_16,0.8759422979088247,11,DC,Doctrine and Covenants,16,Section 16,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__013__section_15,0.8758798922952138,12,DC,Doctrine and Covenants,15,Section 15,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_16,0.8736840286046972,13,BOC,Book of Commandments,16,BOC_16,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_50,0.8714357212199108,14,BOC,Book of Commandments,50,BOC_50,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__028__section_30,0.8706166834355081,15,DC,Doctrine and Covenants,30,Section 30,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_7,0.8704663626607742,16,BOC,Book of Commandments,7,BOC_7,Modern_Revelation
BOC_1833__Book_of_Commandments_8,BOC_1833__Book_of_Commandments_11,0.8704041212055468,17,BOC,Book of Commandments,11,BOC_11,Modern_Revelation
BOC_1833__Book_of_Commandments_8,SR-34,0.8704000428840181,18,JSO,Sidney Rigdon,34,SR-34,Early_LDS_Writing
BOC_1833__Book_of_Commandments_8,DC_1835__005__section_6,0.8699493516449455,19,DC,Doctrine and Covenants,6,Section 6,Modern_Revelation
BOC_1833__Book_of_Commandments_8,DC_1835__059__section_61,0.8694463586406677,20,DC,Doctrine and Covenants,61,Section 61,Modern_Revelation
BOC_1833__Book_of_Commandments_9,DC_1835__009__section_10,0.9745701112758248,1,DC,Doctrine and Covenants,10,Section 10,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOM_1830__Alma_37,0.9335095417657121,2,BOM,Alma,37,MP-1,BOM
BOC_1833__Book_of_Commandments_9,DC_1835__004__section_5,0.9326053853942798,3,DC,Doctrine and Covenants,5,Section 5,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOC_1833__Book_of_Commandments_10,0.931727208307275,4,BOC,Book of Commandments,10,BOC_10,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOM_1830__Alma_7,0.9297686459539909,5,BOM,Alma,7,MP-1,BOM
BOC_1833__Book_of_Commandments_9,BOC_1833__Book_of_Commandments_62,0.9292995930764357,6,BOC,Book of Commandments,62,BOC_62,Modern_Revelation
BOC_1833__Book_of_Commandments_9,DC_1835__100__section_105,0.9264386274959717,7,DC,Doctrine and Covenants,105,Section 105,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOC_1833__Book_of_Commandments_4,0.9246607847823644,8,BOC,Book of Commandments,4,BOC_4,Modern_Revelation
BOC_1833__Book_of_Commandments_9,DC_1835__105__sections_120-121-122-123-124,0.9246402448096696,9,DC,Doctrine and Covenants,120,Sections 120-121-122-123-124,Modern_Revelation
BOC_1833__Book_of_Commandments_9,DC_1835__096__section_101,0.9240585102748515,10,DC,Doctrine and Covenants,101,Section 101,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOM_1830__Mosiah_29,0.9231666564253312,11,BOM,Mosiah,29,MP-1,BOM
BOC_1833__Book_of_Commandments_9,DC_1835__027__section_29,0.9223033197963132,12,DC,Doctrine and Covenants,29,Section 29,Modern_Revelation
BOC_1833__Book_of_Commandments_9,KJV__Jeremiah_29,0.9211580419479622,13,KJV,Jeremiah,29,Jeremiah,Prophetic
BOC_1833__Book_of_Commandments_9,BOC_1833__Book_of_Commandments_64,0.921135245007348,14,BOC,Book of Commandments,64,BOC_64,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOC_1833__Book_of_Commandments_53,0.9207891910200424,15,BOC,Book of Commandments,53,BOC_53,Modern_Revelation
BOC_1833__Book_of_Commandments_9,DC_1835__093__section_98,0.9202383588761427,16,DC,Doctrine and Covenants,98,Section 98,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOM_1830__Alma_34,0.9199505695489643,17,BOM,Alma,34,MP-1,BOM
BOC_1833__Book_of_Commandments_9,BOC_1833__Book_of_Commandments_15,0.9198834665494157,18,BOC,Book of Commandments,15,BOC_15,Modern_Revelation
BOC_1833__Book_of_Commandments_9,BOM_1830__Mosiah_2,0.9196370210540641,19,BOM,Mosiah,2,MP-1,BOM
BOC_1833__Book_of_Commandments_9,BOM_1830__Helaman_13,0.9192694534744652,20,BOM,Helaman,13,MP-1,BOM
