pc,dimension,eigenvalue,prop_variance,pct_variance,cumulative_prop_variance,cumulative_pct_variance
PC117,117,6.0350144255316395e-5,7.377768246371197e-8,7.377768246371197e-6,0.999999348948288,99.9999348948288
PC118,118,5.0292752234927254e-5,6.14825821942876e-8,6.14825821942876e-6,0.9999994104308703,99.99994104308702
PC119,119,3.805283017373462e-5,4.651935229062912e-8,4.651935229062912e-6,0.9999994569502225,99.99994569502225
PC120,120,3.4931090663926536e-5,4.2703044821426085e-8,4.270304482142608e-6,0.9999994996532673,99.99994996532673
PC121,121,3.1661702309573135e-5,3.8706237542265446e-8,3.870623754226544e-6,0.9999995383595048,99.99995383595048
PC122,122,2.9953954154823917e-5,3.661852586164293e-8,3.661852586164293e-6,0.9999995749780307,99.99995749780307
PC123,123,2.638270434364443e-5,3.225269479663133e-8,3.2252694796631334e-6,0.9999996072307256,99.99996072307256
PC124,124,2.3059091555395752e-5,2.8189598478478913e-8,2.8189598478478916e-6,0.999999635420324,99.9999635420324
PC125,125,2.1659793038571566e-5,2.6478964594830767e-8,2.6478964594830765e-6,0.9999996618992886,99.99996618992886
PC126,126,2.0456009625023406e-5,2.5007346729857465e-8,2.5007346729857465e-6,0.9999996869066353,99.99996869066354
PC127,127,1.935118071496246e-5,2.3656700140540903e-8,2.3656700140540906e-6,0.9999997105633355,99.99997105633355
PC128,128,1.8083450419184836e-5,2.210690760291545e-8,2.2106907602915447e-6,0.9999997326702431,99.99997326702432
PC129,129,1.5572536658106818e-5,1.9037330877881195e-8,1.9037330877881194e-6,0.9999997517075739,99.9999751707574
PC130,130,1.4152919688119336e-5,1.730185780943684e-8,1.7301857809436841e-6,0.9999997690094318,99.99997690094318
PC131,131,1.347416746628427e-5,1.6472087367095683e-8,1.6472087367095684e-6,0.9999997854815191,99.99997854815192
PC132,132,1.2969177968521497e-5,1.5854740792813566e-8,1.5854740792813566e-6,0.9999998013362599,99.99998013362598
PC133,133,1.0758249313193645e-5,1.31518940259091e-8,1.31518940259091e-6,0.999999814488154,99.9999814488154
PC134,134,1.023626222841855e-5,1.251376800540165e-8,1.2513768005401649e-6,0.9999998270019219,99.99998270019219
PC135,135,9.600454411609716e-6,1.17364968357087e-8,1.17364968357087e-6,0.9999998387384188,99.99998387384188
PC136,136,8.542668515846464e-6,1.0443360043822084e-8,1.0443360043822084e-6,0.9999998491817789,99.99998491817789
PC137,137,8.012469230531579e-6,9.795194658351564e-9,9.795194658351564e-7,0.9999998589769735,99.99998589769736
PC138,138,7.449207763469052e-6,9.106610957786128e-9,9.106610957786127e-7,0.9999998680835844,99.99998680835844
PC139,139,6.754601784578911e-6,8.257459394350747e-9,8.257459394350746e-7,0.9999998763410438,99.99998763410439
PC140,140,6.2228835487264944e-6,7.607437101132634e-9,7.607437101132634e-7,0.9999998839484809,99.99998839484809
PC141,141,5.7771761029013255e-6,7.062562472984506e-9,7.062562472984505e-7,0.9999998910110435,99.99998910110435
PC142,142,5.17307774234889e-6,6.324055919741919e-9,6.32405591974192e-7,0.9999998973350993,99.99998973350993
PC143,143,4.536282701130694e-6,5.545577874242902e-9,5.545577874242902e-7,0.9999999028806772,99.99999028806772
PC144,144,4.391074381758037e-6,5.368061591391244e-9,5.368061591391244e-7,0.9999999082487389,99.99999082487389
PC145,145,4.2524629653758935e-6,5.1986099821221195e-9,5.198609982122119e-7,0.9999999134473488,99.99999134473488
PC146,146,4.022262077613045e-6,4.917190803927928e-9,4.917190803927929e-7,0.9999999183645396,99.99999183645396
PC147,147,3.869498844294809e-6,4.7304386849569795e-9,4.7304386849569793e-7,0.9999999230949783,99.99999230949783
PC148,148,3.633451961219406e-6,4.441872813226658e-9,4.4418728132266576e-7,0.9999999275368511,99.9999927536851
PC149,149,3.4710124371766695e-6,4.243291487991039e-9,4.243291487991039e-7,0.9999999317801426,99.99999317801425
PC150,150,3.3254051566016496e-6,4.065287477508129e-9,4.065287477508129e-7,0.99999993584543,99.999993584543
PC151,151,3.267256152478881e-6,3.994200675402055e-9,3.994200675402055e-7,0.9999999398396308,99.99999398396308
PC152,152,3.1273048719789796e-6,3.8231110904388505e-9,3.8231110904388503e-7,0.9999999436627418,99.99999436627418
PC153,153,2.698529556732068e-6,3.298935888425511e-9,3.2989358884255113e-7,0.9999999469616777,99.99999469616778
PC154,154,2.45324204100744e-6,2.9990733997645963e-9,2.9990733997645966e-7,0.9999999499607511,99.99999499607512
PC155,155,2.3333087369826197e-6,2.852455668682909e-9,2.8524556686829093e-7,0.9999999528132067,99.99999528132068
PC156,156,2.256465236065703e-6,2.7585149585155293e-9,2.75851495851553e-7,0.9999999555717217,99.99999555717217
PC157,157,2.1488917145518124e-6,2.6270069860046606e-9,2.627006986004661e-7,0.9999999581987288,99.99999581987288
PC158,158,2.0721470653784463e-6,2.533187121489543e-9,2.5331871214895427e-7,0.9999999607319159,99.99999607319158
PC159,159,1.9650295598594585e-6,2.4022366257450593e-9,2.4022366257450593e-7,0.9999999631341525,99.99999631341525
PC160,160,1.8339741191480872e-6,2.2420221505477838e-9,2.2420221505477836e-7,0.9999999653761746,99.99999653761746
PC161,161,1.6612222978904124e-6,2.0308341050005043e-9,2.0308341050005042e-7,0.9999999674070087,99.99999674070087
PC162,162,1.5712010343989608e-6,1.9207836606344263e-9,1.9207836606344265e-7,0.9999999693277923,99.99999693277924
PC163,163,1.5610724772110452e-6,1.9084015613826957e-9,1.908401561382696e-7,0.999999971236194,99.9999971236194
PC164,164,1.43740291317016e-6,1.7572162752691444e-9,1.7572162752691443e-7,0.9999999729934103,99.99999729934103
PC165,165,1.3852295942046606e-6,1.6934347117416388e-9,1.693434711741639e-7,0.999999974686845,99.9999974686845
PC166,166,1.3043296066719601e-6,1.5945349714816137e-9,1.5945349714816138e-7,0.9999999762813799,99.99999762813799
PC167,167,1.224381326335854e-6,1.4967986874521441e-9,1.4967986874521442e-7,0.9999999777781786,99.99999777781787
PC168,168,1.132283378765708e-6,1.3842095094935306e-9,1.3842095094935307e-7,0.9999999791623881,99.99999791623881
PC169,169,1.0613594496856858e-6,1.2975054397135523e-9,1.2975054397135522e-7,0.9999999804598936,99.99999804598936
PC170,170,1.0557621811149683e-6,1.2906628130989832e-9,1.2906628130989832e-7,0.9999999817505564,99.99999817505564
PC171,171,9.833023973349296e-7,1.2020811703360997e-9,1.2020811703360996e-7,0.9999999829526375,99.99999829526375
PC172,172,9.180094512567217e-7,1.122260942856628e-9,1.1222609428566281e-7,0.9999999840748984,99.99999840748984
PC173,173,8.195885758885849e-7,1.0019420243136735e-9,1.0019420243136735e-7,0.9999999850768405,99.99999850768405
PC174,174,8.002479664266447e-7,9.782982474653359e-10,9.782982474653358e-8,0.9999999860551387,99.99999860551387
PC175,175,7.718499051788556e-7,9.43581791172195e-10,9.435817911721952e-8,0.9999999869987205,99.99999869987205
PC176,176,7.371910159780923e-7,9.012115109756629e-10,9.012115109756629e-8,0.999999987899932,99.9999987899932
PC177,177,6.729945604026916e-7,8.227317364336082e-10,8.227317364336082e-8,0.9999999887226638,99.99999887226639
PC178,178,6.280903155566465e-7,7.678365715851425e-10,7.678365715851426e-8,0.9999999894905004,99.99999894905004
PC179,179,5.847660185880456e-7,7.14872883359469e-10,7.14872883359469e-8,0.9999999902053732,99.99999902053732
PC180,180,5.642884302633158e-7,6.898391568011195e-10,6.898391568011195e-8,0.9999999908952124,99.99999908952124
PC181,181,5.25357645709188e-7,6.422465106469292e-10,6.422465106469291e-8,0.9999999915374589,99.99999915374589
PC182,182,4.9808025247478e-7,6.089000641500978e-10,6.089000641500977e-8,0.9999999921463589,99.99999921463589
PC183,183,4.3155947159630253e-7,5.275788161323991e-10,5.2757881613239916e-8,0.9999999926739378,99.99999926739378
PC184,184,4.1909322689045543e-7,5.123389081790409e-10,5.1233890817904085e-8,0.9999999931862767,99.99999931862767
PC185,185,4.1139066826913955e-7,5.029225773461364e-10,5.029225773461364e-8,0.9999999936891992,99.99999936891993
PC186,186,3.649036945916607e-7,4.460925361756243e-10,4.4609253617562435e-8,0.9999999941352918,99.99999941352918
PC187,187,3.5416538261367715e-7,4.329650154201432e-10,4.329650154201432e-8,0.9999999945682568,99.99999945682568
PC188,188,3.3198444846685886e-7,4.058489590059399e-10,4.058489590059399e-8,0.9999999949741057,99.99999949741057
PC189,189,3.029536370363008e-7,3.703589694820303e-10,3.7035896948203034e-8,0.9999999953444647,99.99999953444647
PC190,190,2.8883239670671917e-7,3.530958394947667e-10,3.530958394947667e-8,0.9999999956975606,99.99999956975606
PC191,191,2.6656939906497444e-7,3.2587946095962643e-10,3.258794609596265e-8,0.99999999602344,99.999999602344
PC192,192,2.369590848695762e-7,2.896810328478927e-10,2.896810328478927e-8,0.9999999963131211,99.99999963131211
PC193,193,2.183419673263881e-7,2.669217204479072e-10,2.6692172044790722e-8,0.9999999965800428,99.99999965800428
PC194,194,2.1263235335540336e-7,2.5994175226821927e-10,2.5994175226821924e-8,0.9999999968399845,99.99999968399845
PC195,195,1.970022256525897e-7,2.4083401669020744e-10,2.4083401669020748e-8,0.9999999970808185,99.99999970808186
PC196,196,1.7003911132083814e-7,2.0787177423085347e-10,2.078717742308535e-8,0.9999999972886904,99.99999972886904
PC197,197,1.6502449973808634e-7,2.0174144222259943e-10,2.0174144222259942e-8,0.9999999974904318,99.99999974904318
PC198,198,1.4691576674526667e-7,1.7960362682795435e-10,1.7960362682795436e-8,0.9999999976700354,99.99999976700354
PC199,199,1.4307943476015423e-7,1.7491373442561642e-10,1.7491373442561643e-8,0.9999999978449492,99.99999978449492
PC200,200,1.3652335218061452e-7,1.6689896354598353e-10,1.6689896354598352e-8,0.9999999980118481,99.99999980118481
PC201,201,1.280118723129376e-7,1.5649373143390905e-10,1.5649373143390905e-8,0.9999999981683418,99.99999981683419
PC202,202,1.1777801252002124e-7,1.43982900391224e-10,1.4398290039122401e-8,0.9999999983123248,99.99999983123247
PC203,203,1.1171920682327284e-7,1.3657604746121374e-10,1.3657604746121374e-8,0.9999999984489008,99.99999984489007
PC204,204,1.0719291774453265e-7,1.310426867292575e-10,1.3104268672925752e-8,0.9999999985799435,99.99999985799435
PC205,205,9.604273143877994e-8,1.1741165212564784e-10,1.1741165212564785e-8,0.9999999986973551,99.99999986973552
PC206,206,8.667545128626207e-8,1.0596020939640841e-10,1.059602093964084e-8,0.9999999988033154,99.99999988033153
PC207,207,8.298891081416964e-8,1.0145343620314137e-10,1.0145343620314138e-8,0.9999999989047688,99.99999989047687
PC208,208,7.863682568414906e-8,9.613303873367855e-11,9.613303873367855e-9,0.9999999990009019,99.99999990009019
PC209,209,7.316317474068283e-8,8.944153391281519e-11,8.94415339128152e-9,0.9999999990903433,99.99999990903433
PC210,210,6.459171996793993e-8,7.896298284589232e-11,7.896298284589234e-9,0.9999999991693064,99.99999991693063
PC211,211,6.13937697619072e-8,7.505350826639023e-11,7.505350826639022e-9,0.9999999992443599,99.99999992443598
PC212,212,5.9174448688477096e-8,7.234040181965415e-11,7.234040181965415e-9,0.9999999993167002,99.99999993167002
PC213,213,5.138257149725806e-8,6.281487958100007e-11,6.2814879581000075e-9,0.9999999993795151,99.99999993795151
PC214,214,4.9179891137302257e-8,6.012211630477048e-11,6.012211630477048e-9,0.9999999994396372,99.99999994396373
PC215,215,4.303641874654877e-8,5.261175885886158e-11,5.2611758858861586e-9,0.999999999492249,99.9999999492249
