doc_id,neighbor_doc_id,similarity,rank
Isaiah_40,Isaiah_40_55,0.775709318770557,1
Isaiah_40,Isaiah_1_35,0.7264949988958647,2
Isaiah_40,Jeremiah,0.7010564874573512,3
Isaiah_40,Job,0.6997029211963209,4
Isaiah_40,Isaiah_56_66,0.6994689212514886,5
