doc_id,neighbor_doc_id,votes,weighted_votes,avg_similarity
Isaiah_40,Isaiah_40_55,14,2.831325301204819,0.7266783503299611
Isaiah_40,Isaiah_1_35,4,0.963855421686747,0.9860067446947228
Isaiah_40,Amos,3,0.20481927710843373,0.9273370844587199
Isaiah_40,2 Kings,2,0.4819277108433735,0.8913630391007801
Isaiah_40,Isaiah_56_66,1,0.060240963855421686,0.9999537257534302
Isaiah_40,Job,1,0.24096385542168675,0.9895780485992886
Isaiah_40,Isaiah_36_39,1,0.03614457831325301,0.8304810247886975
