doc_id_1,doc_id_2,distance,author_1,short_name_1,author_2,short_name_2,comparison_type,author_pair
OC-13,SR-4,13.231914043080945,Oliver Cowdery,OC-13,Sidney Rigdon,SR-4,between_author,Oliver Cowdery / Sidney Rigdon
OC-14,SR-4,10.011525755772285,Oliver Cowdery,OC-14,Sidney Rigdon,SR-4,between_author,Oliver Cowdery / Sidney Rigdon
OC-15,SR-4,18.997763430840905,Oliver Cowdery,OC-15,Sidney Rigdon,SR-4,between_author,Oliver Cowdery / Sidney Rigdon
OC-16,SR-4,12.212583796061777,Oliver Cowdery,OC-16,Sidney Rigdon,SR-4,between_author,Oliver Cowdery / Sidney Rigdon
SR-1,SR-4,13.331209879981966,Sidney Rigdon,SR-1,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-2,SR-4,11.220768657554466,Sidney Rigdon,SR-2,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-3,SR-4,8.265412578656889,Sidney Rigdon,SR-3,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-10,SR-4,7.674566455806238,Sidney Rigdon,SR-10,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-11,SR-4,8.036070905865314,Sidney Rigdon,SR-11,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-12,SR-4,7.491262253154722,Sidney Rigdon,SR-12,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-13,SR-4,6.846769008481481,Sidney Rigdon,SR-13,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-14,SR-4,10.319319954161408,Sidney Rigdon,SR-14,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-15,SR-4,9.236233586287048,Sidney Rigdon,SR-15,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-16,SR-4,7.317590697998061,Sidney Rigdon,SR-16,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-17,SR-4,9.253365119869128,Sidney Rigdon,SR-17,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-18,SR-4,7.103055659550598,Sidney Rigdon,SR-18,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-19,SR-4,9.836126534156945,Sidney Rigdon,SR-19,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-20,SR-4,8.819558441242336,Sidney Rigdon,SR-20,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-21,SR-4,8.8219649417242465,Sidney Rigdon,SR-21,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-22,SR-4,8.391796826185878,Sidney Rigdon,SR-22,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-23,SR-4,9.600944298534444,Sidney Rigdon,SR-23,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-24,SR-4,8.58531464912682,Sidney Rigdon,SR-24,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-25,SR-4,9.567832988950782,Sidney Rigdon,SR-25,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-26,SR-4,14.028104336737218,Sidney Rigdon,SR-26,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-27,SR-4,10.035218361410694,Sidney Rigdon,SR-27,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-28,SR-4,7.821142185664536,Sidney Rigdon,SR-28,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-29,SR-4,9.52054541930452,Sidney Rigdon,SR-29,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-30,SR-4,7.117888418862787,Sidney Rigdon,SR-30,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-31,SR-4,9.096949031253178,Sidney Rigdon,SR-31,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-32,SR-4,9.83050660174899,Sidney Rigdon,SR-32,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-33,SR-4,7.334687798992192,Sidney Rigdon,SR-33,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-34,SR-4,10.571541860194321,Sidney Rigdon,SR-34,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-35,SR-4,7.525773594665996,Sidney Rigdon,SR-35,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-36,SR-4,7.331492720082088,Sidney Rigdon,SR-36,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-37,SR-4,7.432771610942569,Sidney Rigdon,SR-37,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-38,SR-4,6.637827443565513,Sidney Rigdon,SR-38,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
SR-39,SR-4,8.355528810630702,Sidney Rigdon,SR-39,Sidney Rigdon,SR-4,within_author,Sidney Rigdon
JS-1,SR-5,10.305394716470422,Joseph Smith,JS-1,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-2,SR-5,16.738654193827642,Joseph Smith,JS-2,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-3,SR-5,11.33939332259786,Joseph Smith,JS-3,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-4,SR-5,15.718224539394495,Joseph Smith,JS-4,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-5,SR-5,9.714528849618869,Joseph Smith,JS-5,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-6,SR-5,17.051826584024752,Joseph Smith,JS-6,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-7,SR-5,11.936577747516715,Joseph Smith,JS-7,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-8,SR-5,15.591385986875734,Joseph Smith,JS-8,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-9,SR-5,12.90047087478419,Joseph Smith,JS-9,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-10,SR-5,17.716076596937647,Joseph Smith,JS-10,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-11,SR-5,16.82752776932722,Joseph Smith,JS-11,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-12,SR-5,13.333107877016957,Joseph Smith,JS-12,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-13,SR-5,14.527649168569473,Joseph Smith,JS-13,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
JS-14,SR-5,13.481607974243053,Joseph Smith,JS-14,Sidney Rigdon,SR-5,between_author,Joseph Smith / Sidney Rigdon
OC-1,SR-5,10.688613776953407,Oliver Cowdery,OC-1,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-2,SR-5,8.46833728401665,Oliver Cowdery,OC-2,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-3,SR-5,11.752815748369574,Oliver Cowdery,OC-3,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-4,SR-5,9.028889451877038,Oliver Cowdery,OC-4,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-5,SR-5,8.985324838500992,Oliver Cowdery,OC-5,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-6,SR-5,9.367060627404523,Oliver Cowdery,OC-6,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-7,SR-5,10.45002254585743,Oliver Cowdery,OC-7,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-8,SR-5,13.728879260685389,Oliver Cowdery,OC-8,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-9,SR-5,18.07916941049668,Oliver Cowdery,OC-9,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-10,SR-5,15.322505693224198,Oliver Cowdery,OC-10,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-11,SR-5,12.12063939470938,Oliver Cowdery,OC-11,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-12,SR-5,17.71263026810654,Oliver Cowdery,OC-12,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-13,SR-5,15.352945999155478,Oliver Cowdery,OC-13,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-14,SR-5,10.504549366762548,Oliver Cowdery,OC-14,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-15,SR-5,20.22156314747412,Oliver Cowdery,OC-15,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
OC-16,SR-5,14.318318521891207,Oliver Cowdery,OC-16,Sidney Rigdon,SR-5,between_author,Oliver Cowdery / Sidney Rigdon
SR-1,SR-5,14.989246218518572,Sidney Rigdon,SR-1,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-2,SR-5,12.716926989169625,Sidney Rigdon,SR-2,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-3,SR-5,9.965205211968387,Sidney Rigdon,SR-3,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-4,SR-5,7.110291318112818,Sidney Rigdon,SR-4,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-10,SR-5,10.164958776631508,Sidney Rigdon,SR-10,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-11,SR-5,8.612684244107239,Sidney Rigdon,SR-11,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-12,SR-5,8.742705821319404,Sidney Rigdon,SR-12,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-13,SR-5,8.355748428595069,Sidney Rigdon,SR-13,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-14,SR-5,11.257743561169697,Sidney Rigdon,SR-14,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-15,SR-5,10.583838205732173,Sidney Rigdon,SR-15,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-16,SR-5,8.77301805501662,Sidney Rigdon,SR-16,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-17,SR-5,10.524601799880562,Sidney Rigdon,SR-17,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-18,SR-5,8.983007867591953,Sidney Rigdon,SR-18,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-19,SR-5,11.555128964877579,Sidney Rigdon,SR-19,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-20,SR-5,11.72595616544495,Sidney Rigdon,SR-20,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-21,SR-5,9.067491747955414,Sidney Rigdon,SR-21,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-22,SR-5,9.898840892868044,Sidney Rigdon,SR-22,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-23,SR-5,10.391587227147676,Sidney Rigdon,SR-23,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-24,SR-5,9.084772004788315,Sidney Rigdon,SR-24,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-25,SR-5,10.059631381944156,Sidney Rigdon,SR-25,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-26,SR-5,15.315952491909188,Sidney Rigdon,SR-26,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-27,SR-5,10.682349694308957,Sidney Rigdon,SR-27,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-28,SR-5,8.39074084437857,Sidney Rigdon,SR-28,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-29,SR-5,10.292035993468739,Sidney Rigdon,SR-29,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-30,SR-5,9.225064187843504,Sidney Rigdon,SR-30,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-31,SR-5,10.519731647447237,Sidney Rigdon,SR-31,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-32,SR-5,11.879350911655182,Sidney Rigdon,SR-32,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-33,SR-5,8.962538693171476,Sidney Rigdon,SR-33,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-34,SR-5,11.826390116096919,Sidney Rigdon,SR-34,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-35,SR-5,8.094976679803484,Sidney Rigdon,SR-35,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-36,SR-5,8.334747708889969,Sidney Rigdon,SR-36,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-37,SR-5,8.497136023690555,Sidney Rigdon,SR-37,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-38,SR-5,8.289836289857261,Sidney Rigdon,SR-38,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-39,SR-5,10.121734621571878,Sidney Rigdon,SR-39,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-40,SR-5,10.69662351355594,Sidney Rigdon,SR-40,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-41,SR-5,10.021869006706106,Sidney Rigdon,SR-41,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-42,SR-5,10.77609503064236,Sidney Rigdon,SR-42,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-43,SR-5,10.283647677763847,Sidney Rigdon,SR-43,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-44,SR-5,15.939240442152101,Sidney Rigdon,SR-44,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
SR-45,SR-5,10.334671609868257,Sidney Rigdon,SR-45,Sidney Rigdon,SR-5,within_author,Sidney Rigdon
JS-1,SR-6,9.758793588965869,Joseph Smith,JS-1,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-2,SR-6,16.08663779840401,Joseph Smith,JS-2,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-3,SR-6,11.045735730043289,Joseph Smith,JS-3,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-4,SR-6,13.4001400988023,Joseph Smith,JS-4,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-5,SR-6,9.069443751187407,Joseph Smith,JS-5,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-6,SR-6,16.34650827015736,Joseph Smith,JS-6,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-7,SR-6,11.960177665967217,Joseph Smith,JS-7,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-8,SR-6,16.073290051351865,Joseph Smith,JS-8,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-9,SR-6,12.131506118083044,Joseph Smith,JS-9,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-10,SR-6,16.892184940101014,Joseph Smith,JS-10,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-11,SR-6,16.73174986083439,Joseph Smith,JS-11,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-12,SR-6,12.668399622444047,Joseph Smith,JS-12,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-13,SR-6,13.396804758840515,Joseph Smith,JS-13,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
JS-14,SR-6,11.922617774196688,Joseph Smith,JS-14,Sidney Rigdon,SR-6,between_author,Joseph Smith / Sidney Rigdon
OC-1,SR-6,10.018772633878609,Oliver Cowdery,OC-1,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-2,SR-6,8.826153581378895,Oliver Cowdery,OC-2,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-3,SR-6,11.47633264911556,Oliver Cowdery,OC-3,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-4,SR-6,8.223760472833328,Oliver Cowdery,OC-4,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-5,SR-6,7.396833536549873,Oliver Cowdery,OC-5,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-6,SR-6,7.512790190964347,Oliver Cowdery,OC-6,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-7,SR-6,8.716697428841162,Oliver Cowdery,OC-7,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-8,SR-6,11.970908387018934,Oliver Cowdery,OC-8,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-9,SR-6,18.293309667243026,Oliver Cowdery,OC-9,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-10,SR-6,14.86099073817141,Oliver Cowdery,OC-10,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-11,SR-6,11.13906328116419,Oliver Cowdery,OC-11,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-12,SR-6,15.156729952386954,Oliver Cowdery,OC-12,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-13,SR-6,14.560714314993284,Oliver Cowdery,OC-13,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-14,SR-6,11.668432754397886,Oliver Cowdery,OC-14,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-15,SR-6,18.921213811376308,Oliver Cowdery,OC-15,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
OC-16,SR-6,13.429157522772325,Oliver Cowdery,OC-16,Sidney Rigdon,SR-6,between_author,Oliver Cowdery / Sidney Rigdon
SR-1,SR-6,15.12818234784583,Sidney Rigdon,SR-1,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-2,SR-6,12.696347389102911,Sidney Rigdon,SR-2,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-3,SR-6,10.028975731939708,Sidney Rigdon,SR-3,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-4,SR-6,7.110946571351598,Sidney Rigdon,SR-4,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-5,SR-6,7.95680876435247,Sidney Rigdon,SR-5,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-10,SR-6,8.99591796893139,Sidney Rigdon,SR-10,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-11,SR-6,8.337971500501776,Sidney Rigdon,SR-11,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-12,SR-6,9.17653988583664,Sidney Rigdon,SR-12,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-13,SR-6,6.996271110749754,Sidney Rigdon,SR-13,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-14,SR-6,11.193710530948941,Sidney Rigdon,SR-14,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-15,SR-6,9.127046382028272,Sidney Rigdon,SR-15,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-16,SR-6,7.579520043826952,Sidney Rigdon,SR-16,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-17,SR-6,8.314758685481408,Sidney Rigdon,SR-17,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-18,SR-6,8.331097442685785,Sidney Rigdon,SR-18,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-19,SR-6,10.15497078913515,Sidney Rigdon,SR-19,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-20,SR-6,8.838661168323506,Sidney Rigdon,SR-20,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-21,SR-6,8.841849609231014,Sidney Rigdon,SR-21,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-22,SR-6,7.411656134457115,Sidney Rigdon,SR-22,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-23,SR-6,9.101549917878108,Sidney Rigdon,SR-23,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-24,SR-6,9.075708006641557,Sidney Rigdon,SR-24,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-25,SR-6,9.309137196613468,Sidney Rigdon,SR-25,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-26,SR-6,14.61836473470712,Sidney Rigdon,SR-26,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-27,SR-6,10.178201522241341,Sidney Rigdon,SR-27,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-28,SR-6,8.180642484712846,Sidney Rigdon,SR-28,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-29,SR-6,9.487899396465108,Sidney Rigdon,SR-29,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-30,SR-6,8.214686157903708,Sidney Rigdon,SR-30,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-31,SR-6,10.183681784642406,Sidney Rigdon,SR-31,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-32,SR-6,10.468029226550291,Sidney Rigdon,SR-32,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-33,SR-6,8.368489718568242,Sidney Rigdon,SR-33,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-34,SR-6,11.274444765521835,Sidney Rigdon,SR-34,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-35,SR-6,7.6084952189509645,Sidney Rigdon,SR-35,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-36,SR-6,7.379470628216018,Sidney Rigdon,SR-36,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-37,SR-6,8.467232502714031,Sidney Rigdon,SR-37,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-38,SR-6,8.044927346284886,Sidney Rigdon,SR-38,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-39,SR-6,10.451444837537482,Sidney Rigdon,SR-39,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-40,SR-6,10.256964639285941,Sidney Rigdon,SR-40,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-41,SR-6,10.856969134174879,Sidney Rigdon,SR-41,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-42,SR-6,9.92741989108584,Sidney Rigdon,SR-42,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-43,SR-6,9.007929751753423,Sidney Rigdon,SR-43,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-44,SR-6,14.908164848230417,Sidney Rigdon,SR-44,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
SR-45,SR-6,8.521946605212102,Sidney Rigdon,SR-45,Sidney Rigdon,SR-6,within_author,Sidney Rigdon
JS-1,SR-7,9.9686954755562,Joseph Smith,JS-1,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-2,SR-7,15.554418196295487,Joseph Smith,JS-2,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-3,SR-7,11.091243784052587,Joseph Smith,JS-3,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-4,SR-7,13.44525666253538,Joseph Smith,JS-4,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-5,SR-7,8.88607119199969,Joseph Smith,JS-5,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-6,SR-7,16.142223116150948,Joseph Smith,JS-6,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-7,SR-7,10.477600690554768,Joseph Smith,JS-7,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-8,SR-7,14.914106793291444,Joseph Smith,JS-8,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-9,SR-7,12.215586934335152,Joseph Smith,JS-9,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-10,SR-7,16.96727056550949,Joseph Smith,JS-10,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-11,SR-7,16.854171060392236,Joseph Smith,JS-11,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-12,SR-7,12.826961122087111,Joseph Smith,JS-12,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-13,SR-7,12.8198289641658,Joseph Smith,JS-13,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
JS-14,SR-7,11.274723166261195,Joseph Smith,JS-14,Sidney Rigdon,SR-7,between_author,Joseph Smith / Sidney Rigdon
OC-1,SR-7,9.711217035833075,Oliver Cowdery,OC-1,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-2,SR-7,9.006015103147272,Oliver Cowdery,OC-2,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-3,SR-7,10.81193238644855,Oliver Cowdery,OC-3,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-4,SR-7,8.135061505618356,Oliver Cowdery,OC-4,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-5,SR-7,7.140371829621172,Oliver Cowdery,OC-5,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-6,SR-7,7.0098058487432935,Oliver Cowdery,OC-6,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-7,SR-7,8.35922326563056,Oliver Cowdery,OC-7,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-8,SR-7,12.186528710384286,Oliver Cowdery,OC-8,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-9,SR-7,18.342821656232307,Oliver Cowdery,OC-9,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-10,SR-7,12.482231436551945,Oliver Cowdery,OC-10,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-11,SR-7,10.573894549976805,Oliver Cowdery,OC-11,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-12,SR-7,13.94668776830596,Oliver Cowdery,OC-12,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-13,SR-7,15.356634723757654,Oliver Cowdery,OC-13,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-14,SR-7,12.068532821141433,Oliver Cowdery,OC-14,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-15,SR-7,19.655417936513945,Oliver Cowdery,OC-15,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
OC-16,SR-7,13.095112596263512,Oliver Cowdery,OC-16,Sidney Rigdon,SR-7,between_author,Oliver Cowdery / Sidney Rigdon
SR-1,SR-7,15.453977772876462,Sidney Rigdon,SR-1,Sidney Rigdon,SR-7,within_author,Sidney Rigdon
SR-2,SR-7,13.326272230299644,Sidney Rigdon,SR-2,Sidney Rigdon,SR-7,within_author,Sidney Rigdon
SR-3,SR-7,10.605251544289247,Sidney Rigdon,SR-3,Sidney Rigdon,SR-7,within_author,Sidney Rigdon
SR-4,SR-7,8.408264214960964,Sidney Rigdon,SR-4,Sidney Rigdon,SR-7,within_author,Sidney Rigdon
