doc_id,neighbor_doc_id,similarity,rank
Isaiah_54,Isaiah_56_66,0.6639909230404115,2
Isaiah_54,Isaiah_1_35,0.6388702489690278,3
Isaiah_54,Ezekiel,0.6356220010730568,4
Isaiah_54,Jeremiah,0.6325817530462959,5
Isaiah_54,Psalms,0.6186369617874506,6
Isaiah_54,Hosea,0.6116877688961628,7
Isaiah_54,Amos,0.606751837082024,8
Isaiah_54,Isaiah_36_39,0.595764310214857,9
Isaiah_54,Job,0.5882969146748434,10
Isaiah_55,Isaiah_40_55,0.6848378328064246,1
Isaiah_55,Isaiah_56_66,0.642902578966499,2
Isaiah_55,Isaiah_1_35,0.6266924341036844,3
Isaiah_55,Amos,0.6156203990648621,4
Isaiah_55,Jeremiah,0.6150841307431741,5
Isaiah_55,Ezekiel,0.6073129273817677,6
Isaiah_55,Job,0.5994993997384984,7
Isaiah_55,Hosea,0.598120004440851,8
Isaiah_55,Psalms,0.5923907262486796,9
Isaiah_55,1 Samuel,0.5719350983677424,10
Isaiah_56,Isaiah_56_66,0.6811231515322042,1
Isaiah_56,Isaiah_40_55,0.6110242930774149,2
Isaiah_56,Jeremiah,0.609629425121493,3
Isaiah_56,Ezekiel,0.6011966139306975,4
Isaiah_56,Isaiah_1_35,0.5968232976509009,5
Isaiah_56,Hosea,0.5909745210777756,6
Isaiah_56,Amos,0.5785377954252089,7
Isaiah_56,Psalms,0.5695249592959715,8
Isaiah_56,Isaiah_36_39,0.5676071052787841,9
Isaiah_56,1 Kings,0.5584880176277105,10
Isaiah_57,Isaiah_56_66,0.7273276500325222,1
Isaiah_57,Isaiah_40_55,0.6585187262120341,2
Isaiah_57,Psalms,0.6533552630743019,3
Isaiah_57,Job,0.6476095543031821,4
Isaiah_57,Ezekiel,0.6338883194639482,5
Isaiah_57,Jeremiah,0.6312326209639131,6
Isaiah_57,Isaiah_1_35,0.630849886332103,7
Isaiah_57,Hosea,0.6251825084523595,8
Isaiah_57,Isaiah_36_39,0.6111780538226804,9
Isaiah_57,Amos,0.6093467926605924,10
Isaiah_58,Isaiah_56_66,0.7278889997032041,1
Isaiah_58,Isaiah_40_55,0.6510417282136124,2
Isaiah_58,Isaiah_1_35,0.640045770132589,3
Isaiah_58,Job,0.6297554903414058,4
Isaiah_58,Ezekiel,0.6276061464121625,5
Isaiah_58,Psalms,0.6259764908594714,6
Isaiah_58,Jeremiah,0.624916442728505,7
Isaiah_58,Amos,0.6104154180099537,8
Isaiah_58,Hosea,0.6020758300673805,9
Isaiah_58,Isaiah_36_39,0.5995020140151666,10
Isaiah_59,Isaiah_56_66,0.7084223365989416,1
Isaiah_59,Isaiah_40_55,0.613133688232022,2
Isaiah_59,Isaiah_1_35,0.6094095712171158,3
Isaiah_59,Hosea,0.6054233658601448,4
Isaiah_59,Jeremiah,0.5977236460608291,5
Isaiah_59,Job,0.5914224260323319,6
Isaiah_59,Ezekiel,0.5902453074494208,7
Isaiah_59,Psalms,0.5899969579452184,8
Isaiah_59,Amos,0.5732337632048081,9
Isaiah_59,1 Kings,0.5695174469320371,10
Isaiah_60,Isaiah_56_66,0.7538230642021635,1
Isaiah_60,Isaiah_1_35,0.6742687366465161,2
Isaiah_60,Isaiah_40_55,0.6645574774781402,3
Isaiah_60,Ezekiel,0.65667528371081485,4
Isaiah_60,Jeremiah,0.6339010390366158,5
Isaiah_60,Hosea,0.6301862262221178,6
Isaiah_60,Psalms,0.6146590456361661,7
Isaiah_60,Amos,0.6133225651433977,8
Isaiah_60,Isaiah_36_39,0.5892821834586783,9
Isaiah_60,1 Kings,0.5834232592809059,10
Isaiah_61,Isaiah_56_66,0.7162943682947637,1
Isaiah_61,Isaiah_1_35,0.6583054691803131,2
Isaiah_61,Ezekiel,0.6496986797476979,3
Isaiah_61,Jeremiah,0.6417245677073354,4
Isaiah_61,Isaiah_40_55,0.6396796001907944,5
Isaiah_61,Hosea,0.6316734947970728,6
Isaiah_61,Amos,0.6273756210511612,7
Isaiah_61,Psalms,0.584539387656529,8
Isaiah_61,Isaiah_36_39,0.5773766287130412,9
Isaiah_61,1 Kings,0.5655301847489539,10
Isaiah_62,Isaiah_56_66,0.7135352455257875,1
Isaiah_62,Isaiah_1_35,0.6452091308003723,2
Isaiah_62,Isaiah_40_55,0.6438579368092432,3
Isaiah_62,Ezekiel,0.6363485642520234,4
Isaiah_62,Jeremiah,0.6279209327756622,5
Isaiah_62,Amos,0.6056753605210641,6
Isaiah_62,Hosea,0.601501401820646,7
Isaiah_62,Psalms,0.5929144336955402,8
Isaiah_62,Isaiah_36_39,0.5895007396653024,9
Isaiah_62,1 Kings,0.584034707081293,10
Isaiah_63,Isaiah_56_66,0.7134349182941561,1
Isaiah_63,Psalms,0.6714756343623349,2
Isaiah_63,Job,0.640053516993188,3
Isaiah_63,Isaiah_40_55,0.6392579803968793,4
Isaiah_63,Jeremiah,0.6228216946315502,5
Isaiah_63,1 Kings,0.6225894846338427,6
Isaiah_63,Hosea,0.6224288191836786,7
Isaiah_63,Ezekiel,0.6190641561029742,8
Isaiah_63,2 Samuel,0.6183566806548024,9
Isaiah_63,Isaiah_1_35,0.6173547505409169,10
Isaiah_64,Isaiah_56_66,0.614010695845087,1
Isaiah_64,Isaiah_40_55,0.5395096386562692,2
Isaiah_64,Psalms,0.5344593970560902,3
Isaiah_64,Job,0.5051427500337088,4
Isaiah_64,Isaiah_1_35,0.5022210969447161,5
Isaiah_64,Jeremiah,0.49966814067483073,6
Isaiah_64,Hosea,0.4955350273692034,7
Isaiah_64,Isaiah_36_39,0.4950819350491095,8
Isaiah_64,Ezekiel,0.4926736236043345,9
Isaiah_64,1 Kings,0.4820067814092112,10
Isaiah_65,Isaiah_56_66,0.7718567760011102,1
Isaiah_65,Isaiah_40_55,0.6847917850580283,2
Isaiah_65,Isaiah_1_35,0.679244466436443,3
Isaiah_65,Jeremiah,0.6734144451848243,4
Isaiah_65,Ezekiel,0.6733760227794874,5
Isaiah_65,Hosea,0.6624966910142158,6
Isaiah_65,Amos,0.6572232144156244,7
Isaiah_65,Psalms,0.6223246906304759,8
Isaiah_65,Job,0.6149721028093638,9
Isaiah_65,Isaiah_36_39,0.6055401423377786,10
Isaiah_66,Isaiah_56_66,0.7858353219659674,1
Isaiah_66,Isaiah_40_55,0.69746701374831,2
Isaiah_66,Jeremiah,0.6969977814051163,3
Isaiah_66,Isaiah_1_35,0.6951876278997202,4
Isaiah_66,Ezekiel,0.686708484574184,5
Isaiah_66,Amos,0.6843093904705637,6
Isaiah_66,Hosea,0.6720010937630637,7
Isaiah_66,Job,0.6438896010025069,8
Isaiah_66,Psalms,0.6417963607205119,9
Isaiah_66,1 Kings,0.6241023430642301,10
