doc_id,book,chapter,section,macro_genre,n_verses,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
Isaiah_17,Isaiah,17,Isaiah_1_35,Prophetic,14,-1.9438792703491747,-0.07329847490569448,-0.9126870749227056,0.9142891354601492,-0.11800299129201391,-0.2516693932111064,-0.25247564781450343,0.015953186831494468,-0.15072656430245895,-0.5066625709309264,-0.26802546480635114,0.09162625686773962,0.02468041499731552,0.08280063373903833,0.043261889081722765
Isaiah_18,Isaiah,18,Isaiah_1_35,Prophetic,7,1.3843412913247497,0.8234816794858486,-1.3493556610474424,0.7943562040956555,-0.16857052254715343,0.05891090690074602,-0.019228464711808224,-0.196180237625067,-0.09269968901395574,-0.3403106281164813,-0.1671116089528913,0.13632334242883787,-0.03836771733597641,0.035941404290523365,0.07315747396977118
Isaiah_19,Isaiah,19,Isaiah_1_35,Prophetic,25,-2.880750318347772,0.16442014449650702,-1.1752009323429107,0.8328276961318546,-0.16414075235662517,-0.25010073891634593,-0.16518917189486537,0.1946591338120068,-0.0670095485929111,-0.6131587640182184,-0.364467232293022,0.20168708148224018,-0.043333360000692045,0.036244814647396824,0.06769503950843087
Isaiah_20,Isaiah,20,Isaiah_1_35,Prophetic,6,4.388434770876999,2.3667055221745157,-1.0925351862893613,0.5202086995468496,-0.030478168779065617,0.24153425769837228,-0.3931187164506508,-0.21072181386097522,0.05946444065953896,-0.37435139794246464,-0.13110669826287663,-0.033709300123603625,0.06874604896745726,0.09130621690248594,0.00573909210076258
Isaiah_21,Isaiah,21,Isaiah_1_35,Prophetic,17,-0.5788514381890175,-0.10754983952276015,0.2777060507420704,0.2624110929877358,0.09140264439944264,0.27242691595359847,0.06680822298491235,0.1478471155025853,-0.0034943518584228082,-0.37762293815298403,-0.12619928872811015,0.165312411808225,-0.03331777886450851,0.06934007891023572,0.019859518930299483
Isaiah_22,Isaiah,22,Isaiah_1_35,Prophetic,25,-4.366970904124081,-0.29092735615627924,-0.5350523687245506,0.2811330403402486,-0.04112717451948883,-0.1401576985271139,-0.1637378340557412,-0.15906525426868473,-0.05463524916435102,-0.4290764627317224,-0.17757010705860427,0.07520859972768051,0.0771770531149483,0.09536833952444991,0.056262642029510736
Isaiah_23,Isaiah,23,Isaiah_1_35,Prophetic,18,-0.4900896119859594,-0.23881447266081993,-0.5691453036486646,0.6077510260545026,0.027110917428975714,-0.16508155169206912,-0.22651884047004128,-0.016264458388592203,0.028538284732439245,-0.37376761380930823,-0.10945864204615757,0.11608396828628043,-0.05600618123592283,0.060930601248657804,0.024123254501473266
Isaiah_24,Isaiah,24,Isaiah_1_35,Prophetic,23,-2.5732097253101776,-1.1958317450935483,-0.368329615235382,0.8128862394166118,-0.07199083432885423,-0.1819481615297078,0.005653993392824186,0.10642860899782156,-0.1416650207933804,-0.5679096168623445,-0.3131163172351416,0.19364000015047858,-0.09128623469418992,0.052890988615252335,0.020114358710382252
Isaiah_25,Isaiah,25,Isaiah_1_35,Prophetic,12,-1.344153303427025,-0.47105111714003844,-0.8839814882689897,0.5185446190036419,0.11292616569030879,-0.2416109702658013,-0.32139437425024414,-0.20479678852245542,-0.09886368846375515,-0.38531531762846377,-0.2333659893569806,0.11042957658373419,0.026425916560009383,0.04268837852438435,0.07557213165216263
Isaiah_26,Isaiah,26,Isaiah_1_35,Prophetic,21,-1.4220141124883847,-1.5187940252966108,-0.4733920938877949,-0.07655180470540401,0.3343101226224447,-0.37780101978079944,-0.17209971959041748,-0.05074036694622627,-0.09116050723640072,-0.269155523779378,-0.1360708126873912,0.047059029260658594,-0.04215780979591451,-0.001691132188462223,0.03942263473197903
Isaiah_27,Isaiah,27,Isaiah_1_35,Prophetic,13,-2.260441623478917,-0.5156542404337734,-0.6062094550670647,0.4675239756454257,-0.3134891095425796,-0.06770994748646927,-0.12378427977801609,0.1958245968954534,-0.035037307847978025,-0.41253881729564706,-0.1415401445447712,0.20005903412718234,0.054736610112215485,0.06411538290310619,0.023755582337485575
Isaiah_28,Isaiah,28,Isaiah_1_35,Prophetic,29,-2.2055128726168802,-0.8970037502592042,-0.2583567874538407,0.6719411997322364,-0.3320757756432266,-0.09692372159065836,-0.09572709280739723,-0.0704099236550355,-0.13087461799020314,-0.5470470578394419,-0.20310492153931664,0.1097251111190474,-0.028320099417339248,0.029314897527543893,0.08079124284832402
Isaiah_29,Isaiah,29,Isaiah_1_35,Prophetic,24,-3.3934005703912296,-0.7287608943776843,-0.5789507744735226,0.5013902601277856,-0.41176719903558157,-0.21599105156665843,-0.3031836737498122,-0.10405063041989748,-0.14445295466065877,-0.44541548694540645,-0.18482296728930944,0.12296741254821231,-0.060754548587780274,0.014727725611471093,0.05224750834611561
Isaiah_30,Isaiah,30,Isaiah_1_35,Prophetic,33,-4.7243238368075,-0.8770007237423558,-0.7499925044767067,0.6629115654110163,-0.016729110858238694,-0.12896026437381314,-0.012366869429441124,-0.1891394178376548,-0.1753591718961922,-0.5234264265146595,-0.3094909146845276,0.1244330887926755,-0.0206652984489598,0.0062710446609896345,0.07794875274397164
Isaiah_31,Isaiah,31,Isaiah_1_35,Prophetic,9,-0.9410683281364514,0.0036653268745210354,-0.7819067980510332,0.6228571126144812,-0.3159432144130077,-0.15930119624024894,-0.21933846666907278,0.084295470829855,0.03059858726617259,-0.39856465397629326,-0.041993047315414776,0.07122322899611311,0.033242110563290656,0.008889657044497967,0.07401330286669858
