pc,dimension,eigenvalue,prop_variance,pct_variance,cumulative_prop_variance,cumulative_pct_variance
PC1,1,11.563260733666484,0.770884048911099,77.08840489110989,0.770884048911099,77.0884048911099
PC2,2,1.5829380525368164,0.10552920350245443,10.552920350245444,0.8764132524135534,87.64132524135533
PC3,3,0.8188026850652936,0.054586845671019575,5.458684567101957,0.931000098084573,93.1000098084573
PC4,4,0.38594393871998833,0.02572959591466589,2.572959591466589,0.9567296939992389,95.67296939992389
PC5,5,0.15277334928906802,0.010184889952604534,1.0184889952604534,0.9669145839518434,96.69145839518434
PC6,6,0.10664648417229186,0.007109765611486124,0.7109765611486124,0.9740243495633295,97.40243495633295
PC7,7,0.08048004207426061,0.0053653361382840405,0.536533613828404,0.9793896857016136,97.93896857016135
PC8,8,0.07669044760067917,0.005112696506711945,0.5112696506711945,0.9845023822083255,98.45023822083256
PC9,9,0.06384246011381395,0.004256164007587596,0.4256164007587596,0.9887585462159131,98.8758546215913
PC10,10,0.04347854888497819,0.0028985699256652126,0.2898569925665212,0.9916571161415783,99.16571161415783
PC11,11,0.037306799438828864,0.0024871199625885907,0.2487119962588591,0.9941442361041669,99.41442361041669
PC12,12,0.027781345996861093,0.0018520897331240729,0.1852089733124073,0.9959963258372909,99.59963258372909
PC13,13,0.026368226399269213,0.001757881759951281,0.17578817599512808,0.9977542075972422,99.77542075972423
PC14,14,0.022972332618310103,0.0015314888412206735,0.15314888412206734,0.9992856964384629,99.92856964384629
PC15,15,0.010714553423056664,7.14303561537111e-4,0.0714303561537111,1,100
