section,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,n_chapters
Isaiah_1_35,-1.6252475518217624,-0.2717840608391675,-0.7412385783784703,0.5557180964576682,-0.14470452335037481,-0.16860052107386572,-0.178830069532102,-0.005076834228732467,-0.08752336303555423,35
Isaiah_36_39,-2.950404544069906,0.8962781508195327,-0.0567986678701216,-0.302533684800684,1.1673310448287588,1.0512351658661552,-1.3689868151990474,-0.4424493006307585,1.0298765872833924,4
Isaiah_40_55,-2.1887757786071655,-0.9688644504377839,-0.6587743851721397,-0.34604680346801714,-0.3677147105538264,-0.01720340883439209,-0.1207255025935809,-0.5217056942354356,0.013985261317669105,16
Isaiah_56_66,-1.4159701943574667,-0.7312046769484264,-0.9244984732886656,-0.13162128620259955,-0.2348873348303031,-0.5252386236025327,-0.3811346480227548,-0.6636792289664201,-0.2525498224458659,11
