feature_class,feature_variant,doc_id,neighbor_doc_id,similarity,rank
stem,stem2,Isaiah_66,Narrative,0.15574925800345005,3
stem,stem3,Isaiah_1,Prophetic,0.11372001874447332,1
stem,stem3,Isaiah_1,Poetic/Wisdom,0.03298438443288777,2
stem,stem3,Isaiah_1,Narrative,0.026883786716419392,3
stem,stem3,Isaiah_2,Prophetic,0.11977793917219016,1
stem,stem3,Isaiah_2,Narrative,0.05451376117351895,2
stem,stem3,Isaiah_2,Poetic/Wisdom,0.05058896367940606,3
stem,stem3,Isaiah_3,Prophetic,0.09325809246065432,1
stem,stem3,Isaiah_3,Narrative,0.030362068745215815,2
stem,stem3,Isaiah_3,Poetic/Wisdom,0.026999453796788753,3
stem,stem3,Isaiah_4,Prophetic,0.06937228262999047,1
stem,stem3,Isaiah_4,Poetic/Wisdom,0.02745386864928361,2
stem,stem3,Isaiah_4,Narrative,0.020358041453798662,3
stem,stem3,Isaiah_5,Prophetic,0.11852063970785424,1
stem,stem3,Isaiah_5,Poetic/Wisdom,0.04230453045908812,2
stem,stem3,Isaiah_5,Narrative,0.03009473782591443,3
stem,stem3,Isaiah_6,Prophetic,0.0734644883055553,1
stem,stem3,Isaiah_6,Narrative,0.02652035425882699,2
stem,stem3,Isaiah_6,Poetic/Wisdom,0.025436525279341753,3
stem,stem3,Isaiah_7,Prophetic,0.13556839219955297,1
stem,stem3,Isaiah_7,Narrative,0.08377204462244436,2
stem,stem3,Isaiah_7,Poetic/Wisdom,0.03234303645573685,3
stem,stem3,Isaiah_8,Prophetic,0.11741950820875975,1
stem,stem3,Isaiah_8,Narrative,0.04394910103756139,2
stem,stem3,Isaiah_8,Poetic/Wisdom,0.02945618862560568,3
stem,stem3,Isaiah_9,Prophetic,0.1008669586764308,1
stem,stem3,Isaiah_9,Poetic/Wisdom,0.03373666375910892,2
stem,stem3,Isaiah_9,Narrative,0.029455349718798197,3
stem,stem3,Isaiah_10,Prophetic,0.13938656272305916,1
stem,stem3,Isaiah_10,Narrative,0.04104212434475216,2
stem,stem3,Isaiah_10,Poetic/Wisdom,0.03185881987637894,3
stem,stem3,Isaiah_11,Prophetic,0.09871094300772634,1
stem,stem3,Isaiah_11,Poetic/Wisdom,0.05027641674946424,2
stem,stem3,Isaiah_11,Narrative,0.0412662915121093,3
stem,stem3,Isaiah_12,Prophetic,0.04890373891717617,1
stem,stem3,Isaiah_12,Poetic/Wisdom,0.04003204028402619,2
stem,stem3,Isaiah_12,Narrative,0.014480457900236204,3
stem,stem3,Isaiah_13,Prophetic,0.11176458117858702,1
stem,stem3,Isaiah_13,Poetic/Wisdom,0.03788044855916902,2
stem,stem3,Isaiah_13,Narrative,0.029145204173762877,3
stem,stem3,Isaiah_14,Prophetic,0.1451137601472352,1
stem,stem3,Isaiah_14,Narrative,0.04594368176683847,2
stem,stem3,Isaiah_14,Poetic/Wisdom,0.04511396890227082,3
stem,stem3,Isaiah_15,Prophetic,0.0449901287439882,1
stem,stem3,Isaiah_15,Poetic/Wisdom,0.013298896211232144,2
stem,stem3,Isaiah_15,Narrative,0.010444303071587755,3
stem,stem3,Isaiah_16,Prophetic,0.07390481868455229,1
stem,stem3,Isaiah_16,Narrative,0.02416824116117593,2
stem,stem3,Isaiah_16,Poetic/Wisdom,0.021585036989418636,3
stem,stem3,Isaiah_17,Prophetic,0.12058458286030052,1
stem,stem3,Isaiah_17,Poetic/Wisdom,0.034672578263288685,2
stem,stem3,Isaiah_17,Narrative,0.03304910498899138,3
stem,stem3,Isaiah_18,Prophetic,0.06752812435639255,1
stem,stem3,Isaiah_18,Poetic/Wisdom,0.02919946292098238,2
stem,stem3,Isaiah_18,Narrative,0.021314150453508512,3
stem,stem3,Isaiah_19,Prophetic,0.16857260570316132,1
stem,stem3,Isaiah_19,Narrative,0.05336208601687294,2
stem,stem3,Isaiah_19,Poetic/Wisdom,0.052707011516904725,3
stem,stem3,Isaiah_20,Prophetic,0.05399057283556718,1
stem,stem3,Isaiah_20,Narrative,0.043070958507527526,2
stem,stem3,Isaiah_20,Poetic/Wisdom,0.006394098422621983,3
stem,stem3,Isaiah_21,Prophetic,0.0711715734684205,1
stem,stem3,Isaiah_21,Narrative,0.02828476819272384,2
stem,stem3,Isaiah_21,Poetic/Wisdom,0.022994162921870172,3
stem,stem3,Isaiah_22,Prophetic,0.14994051449990767,1
stem,stem3,Isaiah_22,Narrative,0.057474897662747236,2
stem,stem3,Isaiah_22,Poetic/Wisdom,0.029167143939318463,3
stem,stem3,Isaiah_23,Prophetic,0.08125826237215808,1
stem,stem3,Isaiah_23,Poetic/Wisdom,0.02877807070781293,2
stem,stem3,Isaiah_23,Narrative,0.02153395591514754,3
stem,stem3,Isaiah_24,Prophetic,0.11840297420402614,1
stem,stem3,Isaiah_24,Poetic/Wisdom,0.04480952500059592,2
stem,stem3,Isaiah_24,Narrative,0.03811385222822813,3
stem,stem3,Isaiah_25,Prophetic,0.07029457801940779,1
stem,stem3,Isaiah_25,Poetic/Wisdom,0.03840654768821095,2
stem,stem3,Isaiah_25,Narrative,0.022941068203420453,3
stem,stem3,Isaiah_26,Prophetic,0.06885149208903668,1
stem,stem3,Isaiah_26,Poetic/Wisdom,0.04390493056548241,2
stem,stem3,Isaiah_26,Narrative,0.013731692362172317,3
stem,stem3,Isaiah_27,Prophetic,0.09445418749620435,1
stem,stem3,Isaiah_27,Poetic/Wisdom,0.02732723140863533,2
stem,stem3,Isaiah_27,Narrative,0.02382616702397214,3
stem,stem3,Isaiah_28,Prophetic,0.0947213575471421,1
stem,stem3,Isaiah_28,Poetic/Wisdom,0.026496256208914708,2
stem,stem3,Isaiah_28,Narrative,0.023977112596974996,3
stem,stem3,Isaiah_29,Prophetic,0.10867875756466143,1
stem,stem3,Isaiah_29,Poetic/Wisdom,0.040922022627809265,2
stem,stem3,Isaiah_29,Narrative,0.03513609924599783,3
stem,stem3,Isaiah_30,Prophetic,0.12145951089114594,1
stem,stem3,Isaiah_30,Poetic/Wisdom,0.05177844180795189,2
stem,stem3,Isaiah_30,Narrative,0.03579271085508541,3
stem,stem3,Isaiah_31,Prophetic,0.07189094238301809,1
stem,stem3,Isaiah_31,Poetic/Wisdom,0.024100551066971957,2
stem,stem3,Isaiah_31,Narrative,0.020762359971756385,3
stem,stem3,Isaiah_32,Prophetic,0.057795674890718546,1
stem,stem3,Isaiah_32,Poetic/Wisdom,0.022696540612775963,2
stem,stem3,Isaiah_32,Narrative,0.01257473720809575,3
stem,stem3,Isaiah_33,Prophetic,0.0632369735131516,1
stem,stem3,Isaiah_33,Poetic/Wisdom,0.03052426774936196,2
stem,stem3,Isaiah_33,Narrative,0.01328453696316126,3
stem,stem3,Isaiah_34,Prophetic,0.07728873430456437,1
stem,stem3,Isaiah_34,Poetic/Wisdom,0.03302298761448944,2
stem,stem3,Isaiah_34,Narrative,0.03075790348808011,3
stem,stem3,Isaiah_35,Prophetic,0.05597417097350705,1
stem,stem3,Isaiah_35,Poetic/Wisdom,0.02821519292544094,2
stem,stem3,Isaiah_35,Narrative,0.016452041086264396,3
stem,stem3,Isaiah_36,Narrative,0.12138224062610671,1
stem,stem3,Isaiah_36,Prophetic,0.11073369180186493,2
stem,stem3,Isaiah_36,Poetic/Wisdom,0.033313161388116075,3
stem,stem3,Isaiah_37,Narrative,0.17789131364463148,1
stem,stem3,Isaiah_37,Prophetic,0.17663958845763186,2
stem,stem3,Isaiah_37,Poetic/Wisdom,0.05224685268753615,3
stem,stem3,Isaiah_38,Prophetic,0.11503025325285164,1
stem,stem3,Isaiah_38,Narrative,0.07062304247015752,2
stem,stem3,Isaiah_38,Poetic/Wisdom,0.04673867407473323,3
stem,stem3,Isaiah_39,Prophetic,0.09198697665665098,1
stem,stem3,Isaiah_39,Narrative,0.08047761772825827,2
stem,stem3,Isaiah_39,Poetic/Wisdom,0.020753699921573693,3
stem,stem3,Isaiah_40,Prophetic,0.09542685218397658,1
stem,stem3,Isaiah_40,Poetic/Wisdom,0.0528575013845372,2
stem,stem3,Isaiah_40,Narrative,0.032968034262706086,3
stem,stem3,Isaiah_41,Prophetic,0.11434000998487245,1
stem,stem3,Isaiah_41,Poetic/Wisdom,0.04440914571814286,2
stem,stem3,Isaiah_41,Narrative,0.03479287333608128,3
stem,stem3,Isaiah_42,Prophetic,0.0900147193016394,1
stem,stem3,Isaiah_42,Poetic/Wisdom,0.04252056766355055,2
stem,stem3,Isaiah_42,Narrative,0.022524051752125615,3
stem,stem3,Isaiah_43,Prophetic,0.1276238832625686,1
stem,stem3,Isaiah_43,Poetic/Wisdom,0.03415095723421513,2
stem,stem3,Isaiah_43,Narrative,0.025312299278413105,3
stem,stem3,Isaiah_44,Prophetic,0.11981216215596377,1
stem,stem3,Isaiah_44,Poetic/Wisdom,0.038512091513135296,2
stem,stem3,Isaiah_44,Narrative,0.03151128900739417,3
stem,stem3,Isaiah_45,Prophetic,0.15100314730189,1
stem,stem3,Isaiah_45,Poetic/Wisdom,0.05326457616906667,2
stem,stem3,Isaiah_45,Narrative,0.035153337434629756,3
stem,stem3,Isaiah_46,Prophetic,0.06816064796120286,1
stem,stem3,Isaiah_46,Poetic/Wisdom,0.02404345236143206,2
stem,stem3,Isaiah_46,Narrative,0.018817501659756812,3
stem,stem3,Isaiah_47,Prophetic,0.07228235156799803,1
stem,stem3,Isaiah_47,Poetic/Wisdom,0.023441321814087052,2
stem,stem3,Isaiah_47,Narrative,0.01326704393513538,3
stem,stem3,Isaiah_48,Prophetic,0.10570788650721812,1
stem,stem3,Isaiah_48,Narrative,0.038165091935475084,2
stem,stem3,Isaiah_48,Poetic/Wisdom,0.03729326072110997,3
stem,stem3,Isaiah_49,Prophetic,0.16093663295076346,1
stem,stem3,Isaiah_49,Poetic/Wisdom,0.047862327092007585,2
stem,stem3,Isaiah_49,Narrative,0.044113267314963324,3
stem,stem3,Isaiah_50,Prophetic,0.0737179215098653,1
stem,stem3,Isaiah_50,Poetic/Wisdom,0.030769877931446414,2
stem,stem3,Isaiah_50,Narrative,0.017266891160998644,3
stem,stem3,Isaiah_51,Prophetic,0.10637129881546428,1
stem,stem3,Isaiah_51,Poetic/Wisdom,0.05692512770092915,2
stem,stem3,Isaiah_51,Narrative,0.03717506085605686,3
stem,stem3,Isaiah_52,Prophetic,0.10891914985247422,1
stem,stem3,Isaiah_52,Narrative,0.029394789422716342,2
stem,stem3,Isaiah_52,Poetic/Wisdom,0.028053463761252246,3
stem,stem3,Isaiah_53,Prophetic,0.05219258169506398,1
stem,stem3,Isaiah_53,Poetic/Wisdom,0.027886863166590538,2
stem,stem3,Isaiah_53,Narrative,0.022793095913525036,3
stem,stem3,Isaiah_54,Prophetic,0.09910867416858832,1
stem,stem3,Isaiah_54,Narrative,0.028817553592256916,2
stem,stem3,Isaiah_54,Poetic/Wisdom,0.028074093360182222,3
stem,stem3,Isaiah_55,Prophetic,0.07765207764297903,1
stem,stem3,Isaiah_55,Poetic/Wisdom,0.03454649403272452,2
stem,stem3,Isaiah_55,Narrative,0.02299340448829604,3
stem,stem3,Isaiah_56,Prophetic,0.08411725978765344,1
stem,stem3,Isaiah_56,Narrative,0.030859048449080686,2
stem,stem3,Isaiah_56,Poetic/Wisdom,0.02268124081230497,3
stem,stem3,Isaiah_57,Prophetic,0.0705274729029271,1
stem,stem3,Isaiah_57,Poetic/Wisdom,0.03613365048058552,2
stem,stem3,Isaiah_57,Narrative,0.021017639279827173,3
stem,stem3,Isaiah_58,Prophetic,0.07433471890282133,1
stem,stem3,Isaiah_58,Poetic/Wisdom,0.034647076151895106,2
stem,stem3,Isaiah_58,Narrative,0.02584350485932246,3
stem,stem3,Isaiah_59,Prophetic,0.07688873558817362,1
stem,stem3,Isaiah_59,Poetic/Wisdom,0.03407114625442457,2
stem,stem3,Isaiah_59,Narrative,0.026741284268750595,3
stem,stem3,Isaiah_60,Prophetic,0.10895652491899237,1
stem,stem3,Isaiah_60,Poetic/Wisdom,0.04118036942927457,2
stem,stem3,Isaiah_60,Narrative,0.030545537821555863,3
stem,stem3,Isaiah_61,Prophetic,0.08567251903745797,1
stem,stem3,Isaiah_61,Narrative,0.032475375996221856,2
stem,stem3,Isaiah_61,Poetic/Wisdom,0.03098287692547153,3
stem,stem3,Isaiah_62,Prophetic,0.07801480373793288,1
stem,stem3,Isaiah_62,Poetic/Wisdom,0.043141180821782754,2
stem,stem3,Isaiah_62,Narrative,0.04099622437142371,3
stem,stem3,Isaiah_63,Prophetic,0.07725964242979064,1
stem,stem3,Isaiah_63,Poetic/Wisdom,0.04064253911823081,2
stem,stem3,Isaiah_63,Narrative,0.03447456596771943,3
stem,stem3,Isaiah_64,Prophetic,0.03220029420241871,1
stem,stem3,Isaiah_64,Poetic/Wisdom,0.01572101972611819,2
stem,stem3,Isaiah_64,Narrative,0.004591019591577636,3
stem,stem3,Isaiah_65,Prophetic,0.1269462919257671,1
stem,stem3,Isaiah_65,Poetic/Wisdom,0.03515884388090528,2
stem,stem3,Isaiah_65,Narrative,0.02330194669575636,3
stem,stem3,Isaiah_66,Prophetic,0.16033604352178582,1
stem,stem3,Isaiah_66,Narrative,0.040755708708405385,2
stem,stem3,Isaiah_66,Poetic/Wisdom,0.035639786950906645,3
function_words,basic_freq,Isaiah_1,Prophetic,0.968399570617631,1
function_words,basic_freq,Isaiah_1,Poetic/Wisdom,0.9599864890677465,2
function_words,basic_freq,Isaiah_1,Narrative,0.9466281110422265,3
function_words,basic_freq,Isaiah_2,Prophetic,0.9846575493934955,1
function_words,basic_freq,Isaiah_2,Narrative,0.9757954792644221,2
function_words,basic_freq,Isaiah_2,Poetic/Wisdom,0.9639606658386375,3
function_words,basic_freq,Isaiah_3,Prophetic,0.9843300730222058,1
function_words,basic_freq,Isaiah_3,Narrative,0.9768449801616942,2
function_words,basic_freq,Isaiah_3,Poetic/Wisdom,0.952334809138714,3
function_words,basic_freq,Isaiah_4,Prophetic,0.9465712165828608,1
function_words,basic_freq,Isaiah_4,Narrative,0.9379796607393076,2
function_words,basic_freq,Isaiah_4,Poetic/Wisdom,0.9325873158342527,3
function_words,basic_freq,Isaiah_5,Narrative,0.9725271732633953,1
function_words,basic_freq,Isaiah_5,Prophetic,0.9643290865924132,2
function_words,basic_freq,Isaiah_5,Poetic/Wisdom,0.9441032886377856,3
function_words,basic_freq,Isaiah_6,Narrative,0.9527504569928127,1
function_words,basic_freq,Isaiah_6,Prophetic,0.9398512929464992,2
function_words,basic_freq,Isaiah_6,Poetic/Wisdom,0.9177393004342685,3
function_words,basic_freq,Isaiah_7,Prophetic,0.9932822333934666,1
function_words,basic_freq,Isaiah_7,Poetic/Wisdom,0.9870666747644231,2
function_words,basic_freq,Isaiah_7,Narrative,0.9767077790487825,3
function_words,basic_freq,Isaiah_8,Narrative,0.9543557445022876,1
function_words,basic_freq,Isaiah_8,Prophetic,0.9250948982991184,2
function_words,basic_freq,Isaiah_8,Poetic/Wisdom,0.8988195262932749,3
function_words,basic_freq,Isaiah_9,Prophetic,0.9867129185082687,1
function_words,basic_freq,Isaiah_9,Poetic/Wisdom,0.9861191941884575,2
function_words,basic_freq,Isaiah_9,Narrative,0.9604836061395132,3
function_words,basic_freq,Isaiah_10,Prophetic,0.9891947979785332,1
function_words,basic_freq,Isaiah_10,Poetic/Wisdom,0.9816451336423864,2
function_words,basic_freq,Isaiah_10,Narrative,0.9692857464407638,3
function_words,basic_freq,Isaiah_11,Prophetic,0.9815181046166356,1
function_words,basic_freq,Isaiah_11,Narrative,0.9672626403527478,2
function_words,basic_freq,Isaiah_11,Poetic/Wisdom,0.9477556865776927,3
function_words,basic_freq,Isaiah_12,Poetic/Wisdom,0.9091762954041496,1
function_words,basic_freq,Isaiah_12,Prophetic,0.861208795555525,2
function_words,basic_freq,Isaiah_12,Narrative,0.8323386773731561,3
function_words,basic_freq,Isaiah_13,Prophetic,0.9839072497266655,1
function_words,basic_freq,Isaiah_13,Poetic/Wisdom,0.9704400583332311,2
function_words,basic_freq,Isaiah_13,Narrative,0.9528185547916653,3
function_words,basic_freq,Isaiah_14,Prophetic,0.9896375994331905,1
function_words,basic_freq,Isaiah_14,Poetic/Wisdom,0.9852749005858428,2
function_words,basic_freq,Isaiah_14,Narrative,0.9615701001154935,3
function_words,basic_freq,Isaiah_15,Poetic/Wisdom,0.9535087065575303,1
function_words,basic_freq,Isaiah_15,Prophetic,0.9461448856641375,2
function_words,basic_freq,Isaiah_15,Narrative,0.913844218212281,3
function_words,basic_freq,Isaiah_16,Poetic/Wisdom,0.9798005337304239,1
function_words,basic_freq,Isaiah_16,Prophetic,0.9709193335586388,2
function_words,basic_freq,Isaiah_16,Narrative,0.9215658048143324,3
function_words,basic_freq,Isaiah_17,Prophetic,0.9781439743092362,1
function_words,basic_freq,Isaiah_17,Poetic/Wisdom,0.9634278784002004,2
function_words,basic_freq,Isaiah_17,Narrative,0.9488347501457304,3
function_words,basic_freq,Isaiah_18,Prophetic,0.9818788128597379,1
function_words,basic_freq,Isaiah_18,Poetic/Wisdom,0.9626313802735404,2
function_words,basic_freq,Isaiah_18,Narrative,0.9580013986148973,3
function_words,basic_freq,Isaiah_19,Prophetic,0.9857031387273383,1
function_words,basic_freq,Isaiah_19,Narrative,0.9732684068581293,2
function_words,basic_freq,Isaiah_19,Poetic/Wisdom,0.9573782518504222,3
function_words,basic_freq,Isaiah_20,Narrative,0.964648468962794,1
function_words,basic_freq,Isaiah_20,Prophetic,0.934405673695164,2
function_words,basic_freq,Isaiah_20,Poetic/Wisdom,0.8931335187639274,3
function_words,basic_freq,Isaiah_21,Prophetic,0.9533481587059351,1
function_words,basic_freq,Isaiah_21,Poetic/Wisdom,0.9363373309647866,2
function_words,basic_freq,Isaiah_21,Narrative,0.9179326819780521,3
function_words,basic_freq,Isaiah_22,Narrative,0.9864504934646771,1
function_words,basic_freq,Isaiah_22,Prophetic,0.9827069907499638,2
function_words,basic_freq,Isaiah_22,Poetic/Wisdom,0.9603022001211378,3
function_words,basic_freq,Isaiah_23,Poetic/Wisdom,0.9474306041558171,1
function_words,basic_freq,Isaiah_23,Prophetic,0.9394289611798328,2
function_words,basic_freq,Isaiah_23,Narrative,0.8890655498358717,3
function_words,basic_freq,Isaiah_24,Poetic/Wisdom,0.9457745067129183,1
function_words,basic_freq,Isaiah_24,Prophetic,0.9455929955775836,2
function_words,basic_freq,Isaiah_24,Narrative,0.8932332784184325,3
function_words,basic_freq,Isaiah_25,Poetic/Wisdom,0.9636640019232512,1
function_words,basic_freq,Isaiah_25,Prophetic,0.9627825151270336,2
function_words,basic_freq,Isaiah_25,Narrative,0.9179856637996058,3
function_words,basic_freq,Isaiah_26,Poetic/Wisdom,0.9520807606692709,1
function_words,basic_freq,Isaiah_26,Prophetic,0.9259083819589968,2
function_words,basic_freq,Isaiah_26,Narrative,0.8680613949573134,3
function_words,basic_freq,Isaiah_27,Poetic/Wisdom,0.9632676655056738,1
function_words,basic_freq,Isaiah_27,Prophetic,0.9614616111407008,2
function_words,basic_freq,Isaiah_27,Narrative,0.9441649624471403,3
function_words,basic_freq,Isaiah_28,Poetic/Wisdom,0.9894820437411365,1
function_words,basic_freq,Isaiah_28,Prophetic,0.9821334741689204,2
function_words,basic_freq,Isaiah_28,Narrative,0.9596830361771517,3
function_words,basic_freq,Isaiah_29,Prophetic,0.9634733106509352,1
function_words,basic_freq,Isaiah_29,Narrative,0.9617813548756629,2
function_words,basic_freq,Isaiah_29,Poetic/Wisdom,0.9553996845451216,3
function_words,basic_freq,Isaiah_30,Prophetic,0.9875954399333966,1
function_words,basic_freq,Isaiah_30,Poetic/Wisdom,0.9824977180460279,2
function_words,basic_freq,Isaiah_30,Narrative,0.9615739084051202,3
function_words,basic_freq,Isaiah_31,Poetic/Wisdom,0.9668318662069991,1
function_words,basic_freq,Isaiah_31,Prophetic,0.9647929510066884,2
function_words,basic_freq,Isaiah_31,Narrative,0.9592397862155942,3
function_words,basic_freq,Isaiah_32,Prophetic,0.973101239205376,1
function_words,basic_freq,Isaiah_32,Poetic/Wisdom,0.960827129350037,2
function_words,basic_freq,Isaiah_32,Narrative,0.9396632046577382,3
function_words,basic_freq,Isaiah_33,Poetic/Wisdom,0.9631220008440203,1
function_words,basic_freq,Isaiah_33,Prophetic,0.9510475036121694,2
function_words,basic_freq,Isaiah_33,Narrative,0.8987395351589598,3
function_words,basic_freq,Isaiah_34,Prophetic,0.9730815212475153,1
function_words,basic_freq,Isaiah_34,Narrative,0.9655823920123993,2
function_words,basic_freq,Isaiah_34,Poetic/Wisdom,0.9525603279911588,3
function_words,basic_freq,Isaiah_35,Prophetic,0.9582107151049578,1
function_words,basic_freq,Isaiah_35,Narrative,0.9477619600509721,2
function_words,basic_freq,Isaiah_35,Poetic/Wisdom,0.9294705436728528,3
function_words,basic_freq,Isaiah_36,Prophetic,0.9768470539724606,1
function_words,basic_freq,Isaiah_36,Narrative,0.9722948377642527,2
function_words,basic_freq,Isaiah_36,Poetic/Wisdom,0.9620318286140741,3
function_words,basic_freq,Isaiah_37,Narrative,0.9895893080455452,1
function_words,basic_freq,Isaiah_37,Prophetic,0.9876929185654092,2
function_words,basic_freq,Isaiah_37,Poetic/Wisdom,0.9566973633324579,3
function_words,basic_freq,Isaiah_38,Prophetic,0.9756414016885187,1
function_words,basic_freq,Isaiah_38,Poetic/Wisdom,0.973945085097639,2
function_words,basic_freq,Isaiah_38,Narrative,0.9466165372101142,3
function_words,basic_freq,Isaiah_39,Narrative,0.9330154046364008,1
function_words,basic_freq,Isaiah_39,Prophetic,0.9267312365314911,2
function_words,basic_freq,Isaiah_39,Poetic/Wisdom,0.9262575742965968,3
function_words,basic_freq,Isaiah_40,Poetic/Wisdom,0.9813566950139742,1
function_words,basic_freq,Isaiah_40,Prophetic,0.9735440264651676,2
function_words,basic_freq,Isaiah_40,Narrative,0.9430908513714559,3
function_words,basic_freq,Isaiah_41,Prophetic,0.9720991527334845,1
function_words,basic_freq,Isaiah_41,Narrative,0.9656648983618059,2
function_words,basic_freq,Isaiah_41,Poetic/Wisdom,0.9586530265843874,3
function_words,basic_freq,Isaiah_42,Poetic/Wisdom,0.9583869934409068,1
function_words,basic_freq,Isaiah_42,Prophetic,0.9548604296005472,2
function_words,basic_freq,Isaiah_42,Narrative,0.9481589233588971,3
function_words,basic_freq,Isaiah_43,Poetic/Wisdom,0.9683725520710585,1
function_words,basic_freq,Isaiah_43,Prophetic,0.9633512107676311,2
function_words,basic_freq,Isaiah_43,Narrative,0.9437823064376268,3
function_words,basic_freq,Isaiah_44,Narrative,0.958769445261038,1
function_words,basic_freq,Isaiah_44,Prophetic,0.953482642482288,2
function_words,basic_freq,Isaiah_44,Poetic/Wisdom,0.9430347181115358,3
function_words,basic_freq,Isaiah_45,Prophetic,0.9822795515581375,1
function_words,basic_freq,Isaiah_45,Poetic/Wisdom,0.9802302663144473,2
function_words,basic_freq,Isaiah_45,Narrative,0.9689423866782771,3
function_words,basic_freq,Isaiah_46,Narrative,0.9193799265874848,1
function_words,basic_freq,Isaiah_46,Prophetic,0.9034195567571139,2
function_words,basic_freq,Isaiah_46,Poetic/Wisdom,0.8911023166179151,3
function_words,basic_freq,Isaiah_47,Poetic/Wisdom,0.9553451688919197,1
function_words,basic_freq,Isaiah_47,Prophetic,0.9478661706462135,2
function_words,basic_freq,Isaiah_47,Narrative,0.9191577512445993,3
function_words,basic_freq,Isaiah_48,Prophetic,0.9700368988476396,1
function_words,basic_freq,Isaiah_48,Poetic/Wisdom,0.9631335780616193,2
function_words,basic_freq,Isaiah_48,Narrative,0.9476324466540059,3
function_words,basic_freq,Isaiah_49,Prophetic,0.9688663384519307,1
function_words,basic_freq,Isaiah_49,Narrative,0.9678725114681644,2
function_words,basic_freq,Isaiah_49,Poetic/Wisdom,0.9557361090550742,3
function_words,basic_freq,Isaiah_50,Poetic/Wisdom,0.9229582380667156,1
function_words,basic_freq,Isaiah_50,Prophetic,0.8829311670374371,2
function_words,basic_freq,Isaiah_50,Narrative,0.8542486873240541,3
function_words,basic_freq,Isaiah_51,Prophetic,0.9900638624743295,1
function_words,basic_freq,Isaiah_51,Poetic/Wisdom,0.9792149747353145,2
function_words,basic_freq,Isaiah_51,Narrative,0.9646549586530081,3
function_words,basic_freq,Isaiah_52,Poetic/Wisdom,0.945730026996751,1
function_words,basic_freq,Isaiah_52,Prophetic,0.9372678774094916,2
function_words,basic_freq,Isaiah_52,Narrative,0.8864915649971835,3
function_words,basic_freq,Isaiah_53,Narrative,0.9360075436968555,1
function_words,basic_freq,Isaiah_53,Prophetic,0.9134799608169482,2
function_words,basic_freq,Isaiah_53,Poetic/Wisdom,0.90303882466828,3
function_words,basic_freq,Isaiah_54,Poetic/Wisdom,0.9589263176784428,1
function_words,basic_freq,Isaiah_54,Prophetic,0.9442916109777307,2
function_words,basic_freq,Isaiah_54,Narrative,0.9058357819776905,3
function_words,basic_freq,Isaiah_55,Narrative,0.9292137844049874,1
function_words,basic_freq,Isaiah_55,Prophetic,0.925470869002079,2
function_words,basic_freq,Isaiah_55,Poetic/Wisdom,0.9209400866330745,3
function_words,basic_freq,Isaiah_56,Prophetic,0.93110545153043,1
function_words,basic_freq,Isaiah_56,Poetic/Wisdom,0.9275409598122177,2
function_words,basic_freq,Isaiah_56,Narrative,0.922502642269566,3
function_words,basic_freq,Isaiah_57,Narrative,0.9810821447359553,1
function_words,basic_freq,Isaiah_57,Prophetic,0.9794536706657618,2
function_words,basic_freq,Isaiah_57,Poetic/Wisdom,0.9754964654473436,3
function_words,basic_freq,Isaiah_58,Narrative,0.9761069261471733,1
function_words,basic_freq,Isaiah_58,Prophetic,0.9688989556488252,2
function_words,basic_freq,Isaiah_58,Poetic/Wisdom,0.9505970473553752,3
function_words,basic_freq,Isaiah_59,Poetic/Wisdom,0.9179942481473463,1
function_words,basic_freq,Isaiah_59,Narrative,0.9125365366092438,2
function_words,basic_freq,Isaiah_59,Prophetic,0.8994590765842612,3
function_words,basic_freq,Isaiah_60,Prophetic,0.9824583951384681,1
function_words,basic_freq,Isaiah_60,Narrative,0.9623031859135182,2
function_words,basic_freq,Isaiah_60,Poetic/Wisdom,0.9595466932343283,3
function_words,basic_freq,Isaiah_61,Prophetic,0.9698573676759358,1
function_words,basic_freq,Isaiah_61,Poetic/Wisdom,0.9660606509285682,2
function_words,basic_freq,Isaiah_61,Narrative,0.9316959184096352,3
function_words,basic_freq,Isaiah_62,Prophetic,0.9735892961510936,1
function_words,basic_freq,Isaiah_62,Poetic/Wisdom,0.962360533247715,2
function_words,basic_freq,Isaiah_62,Narrative,0.9380880736537341,3
function_words,basic_freq,Isaiah_63,Narrative,0.9674454947546759,1
function_words,basic_freq,Isaiah_63,Poetic/Wisdom,0.9633275780014939,2
function_words,basic_freq,Isaiah_63,Prophetic,0.9622158147165195,3
function_words,basic_freq,Isaiah_64,Poetic/Wisdom,0.8932508171922873,1
function_words,basic_freq,Isaiah_64,Prophetic,0.8617876713130438,2
function_words,basic_freq,Isaiah_64,Narrative,0.8415235970442128,3
function_words,basic_freq,Isaiah_65,Poetic/Wisdom,0.9450346238808129,1
function_words,basic_freq,Isaiah_65,Prophetic,0.9339787218982235,2
function_words,basic_freq,Isaiah_65,Narrative,0.9228295426667839,3
function_words,basic_freq,Isaiah_66,Narrative,0.9497017199476736,1
function_words,basic_freq,Isaiah_66,Prophetic,0.9428231083421306,2
function_words,basic_freq,Isaiah_66,Poetic/Wisdom,0.9351571720639147,3
function_words,basic_tfidf,Isaiah_1,Prophetic,0.9560213682638581,1
function_words,basic_tfidf,Isaiah_1,Poetic/Wisdom,0.951264159375469,2
function_words,basic_tfidf,Isaiah_1,Narrative,0.9270654656622066,3
function_words,basic_tfidf,Isaiah_2,Prophetic,0.9806944797318562,1
