doc_id,neighbor_doc_id,similarity,rank,author,author_code,short_name,source_chapter,source_title,target_book,target_chapter,target_header,mosiah_priority,mosiah_priority_label
JS-1,Mosiah_12,0.9319545042808717,1,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,12,Mosiah 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,1_Nephi_21,0.9225705968232876,2,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,1 Nephi,21,1 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,1_Nephi_22,0.9220908597182123,3,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,1 Nephi,22,1 Nephi 22,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,Helaman_12,0.9220371706971541,4,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Helaman,12,Helaman 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,Mosiah_3,0.9205338478309242,5,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,3,Mosiah 3,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,2_Nephi_6,0.9175109564939329,6,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,6,2 Nephi 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,3_Nephi_20,0.9153197956273416,7,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,3 Nephi,20,3 Nephi 20,MP-2,MP-2_3Nephi_to_Moroni
JS-1,2_Nephi_28,0.9147048244404931,8,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,28,2 Nephi 28,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,2_Nephi_12,0.9132773177138565,9,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,12,2 Nephi 12,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,Alma_40,0.9115648771274126,10,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,Mosiah_16,0.9108448810782855,11,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,Mosiah_13,0.9100795785134452,12,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,13,Mosiah 13,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,2_Nephi_9,0.9090490461045626,13,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,9,2 Nephi 9,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,Mosiah_26,0.9079503275668118,14,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Mosiah,26,Mosiah 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,2_Nephi_24,0.9067251999472886,15,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,24,2 Nephi 24,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,2_Nephi_8,0.9042978269498538,16,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,8,2 Nephi 8,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,Alma_45,0.9037345754945703,17,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,Alma,45,Alma 45,MP-1,MP-1_Mosiah_Alma_Helaman
JS-1,2_Nephi_1,0.9009979556900829,18,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,1,2 Nephi 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,2_Nephi_15,0.9004252471639788,19,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,15,2 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-1,2_Nephi_17,0.900227927714352,20,Joseph Smith,JS,JS-1,1,Liberty Jail Letter (March 1839) as D&C 121,2 Nephi,17,2 Nephi 17,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,1_Nephi_21,0.8982814962939661,1,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,1 Nephi,21,1 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,3_Nephi_22,0.8771362131158088,2,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,3 Nephi,22,3 Nephi 22,MP-2,MP-2_3Nephi_to_Moroni
JS-2,Mosiah_12,0.876553735047964,3,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,Mosiah,12,Mosiah 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,2_Nephi_8,0.8733050918015781,4,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,8,2 Nephi 8,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_24,0.8714587701457805,5,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,24,2 Nephi 24,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_20,0.8622968803264858,6,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,20,2 Nephi 20,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_13,0.8618187938220832,7,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,13,2 Nephi 13,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_17,0.8591554784933014,8,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,17,2 Nephi 17,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,Mosiah_3,0.8550921131493163,9,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,Mosiah,3,Mosiah 3,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,Alma_45,0.8542510971241377,10,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,Alma,45,Alma 45,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,Ether_3,0.849060256768285,11,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,Ether,3,Ether 3,MP-2,MP-2_3Nephi_to_Moroni
JS-2,Helaman_12,0.8473614167127824,12,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,Helaman,12,Helaman 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-2,2_Nephi_12,0.8469391127325359,13,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,12,2 Nephi 12,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_27,0.8442129876844983,14,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,27,2 Nephi 27,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,Ether_5,0.8433983356487087,15,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,Ether,5,Ether 5,MP-2,MP-2_3Nephi_to_Moroni
JS-2,3_Nephi_20,0.8425661469702943,16,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,3 Nephi,20,3 Nephi 20,MP-2,MP-2_3Nephi_to_Moroni
JS-2,2_Nephi_6,0.8382074009178553,17,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,6,2 Nephi 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_3,0.8366289756218181,18,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,3,2 Nephi 3,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_16,0.8361423099786631,19,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,16,2 Nephi 16,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-2,2_Nephi_15,0.8359855521742346,20,Joseph Smith,JS,JS-2,2,Liberty Jail Letter (March 1839) as D&C 122,2 Nephi,15,2 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Jacob_4,0.9113868161695711,1,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Jacob,4,Jacob 4,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Mosiah_16,0.8999241895825857,2,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_24,0.8977547119372837,3,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,24,Alma 24,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mosiah_5,0.8967856349718795,4,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,5,Mosiah 5,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mormon_5,0.8956310954442575,5,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mormon,5,Mormon 5,MP-2,MP-2_3Nephi_to_Moroni
JS-3,Mosiah_8,0.8940408796427182,6,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_58,0.8930104648041939,7,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,58,Alma 58,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mosiah_7,0.8922850450589768,8,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Jacob_1,0.892188769919549,9,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Jacob,1,Jacob 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Mosiah_1,0.8909199216123492,10,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,1,Mosiah 1,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Mosiah_22,0.8848730407568828,11,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,22,Mosiah 22,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_46,0.8824895462958808,12,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,46,Alma 46,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,2_Nephi_28,0.8818885871839763,13,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,2 Nephi,28,2 Nephi 28,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-3,Mosiah_29,0.881752683819954,14,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Mosiah,29,Mosiah 29,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_57,0.8809529024279223,15,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,57,Alma 57,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Moroni_9,0.880793051228757,16,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Moroni,9,Moroni 9,MP-2,MP-2_3Nephi_to_Moroni
JS-3,Alma_27,0.8804377201331546,17,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,27,Alma 27,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_12,0.8803106424688492,18,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,12,Alma 12,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_26,0.8802227102523912,19,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,26,Alma 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-3,Alma_61,0.8784669160064699,20,Joseph Smith,JS,JS-3,3,Liberty Jail Letter (March 1839) as D&C 123,Alma,61,Alma 61,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Helaman_2,0.924870072066767,1,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Omni_1,0.9133953786477043,2,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Ether_14,0.9111715706007767,3,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,14,Ether 14,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Alma_63,0.9086720469141902,4,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,63,Alma 63,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Alma_55,0.9081682007384637,5,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,55,Alma 55,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Ether_7,0.9073273237172326,6,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,7,Ether 7,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Alma_15,0.904032694583549,7,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,15,Alma 15,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,1_Nephi_4,0.9035825327186738,8,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",1 Nephi,4,1 Nephi 4,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Ether_10,0.9033167705375209,9,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,10,Ether 10,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Mosiah_6,0.9024612108557746,10,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,6,Mosiah 6,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Mosiah_23,0.9016703041226175,11,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,23,Mosiah 23,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,1_Nephi_8,0.8993444067906277,12,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",1 Nephi,8,1 Nephi 8,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Enos_1,0.8957335168021443,13,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Enos,1,Enos 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,3_Nephi_5,0.8953339726376529,14,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",3 Nephi,5,3 Nephi 5,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Alma_47,0.895226991749935,15,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,47,Alma 47,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Mosiah_20,0.8946737666453695,16,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,20,Mosiah 20,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Mosiah_27,0.8940856013965851,17,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
JS-4,Ether_9,0.8937094747957142,18,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Ether,9,Ether 9,MP-2,MP-2_3Nephi_to_Moroni
JS-4,Jacob_7,0.8912621070651146,19,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Jacob,7,Jacob 7,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-4,Alma_42,0.8903398682095257,20,Joseph Smith,JS,JS-4,4,"History, 1838–1856, volume A-1 [23 December 1805–30 August 1834]: 9-10, The Joseph Smith Papers website, accessed December 5, 2023",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_8,0.9336559098924286,1,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_7,0.9263429231387421,2,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Omni_1,0.9242866583311744,3,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,2_Nephi_2,0.9239458379189035,4,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",2 Nephi,2,2 Nephi 2,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Mosiah_16,0.9235123343407499,5,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_18,0.9228856322438942,6,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,18,Alma 18,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_18,0.9223192421645185,7,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_55,0.9182656399342487,8,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,55,Alma 55,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_8,0.9168443223203048,9,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,8,Alma 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_10,0.9152512244098232,10,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_20,0.9145365535738549,11,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,20,Alma 20,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Jacob_7,0.9143015219721325,12,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Jacob,7,Jacob 7,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Moroni_8,0.9125709256431177,13,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Moroni,8,Moroni 8,MP-2,MP-2_3Nephi_to_Moroni
JS-5,Mosiah_20,0.9119897398699067,14,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,20,Mosiah 20,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_11,0.9115917540662225,15,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,11,Alma 11,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Mosiah_26,0.9114447135650668,16,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Mosiah,26,Mosiah 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,1_Nephi_3,0.9093792707543473,17,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",1 Nephi,3,1 Nephi 3,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-5,Helaman_2,0.909169610526373,18,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_26,0.9078260553859792,19,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,26,Alma 26,MP-1,MP-1_Mosiah_Alma_Helaman
JS-5,Alma_47,0.9075435358127952,20,Joseph Smith,JS,JS-5,5,"Joseph Smith, Jr., Letter to Oliver Cowdery, Messenger and Advocate vol. 2, no. 7 (April 1836):2-3",Alma,47,Alma 47,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,2_Nephi_23,0.7675048287186726,1,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,23,2 Nephi 23,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,2_Nephi_22,0.7607151949905644,2,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,22,2 Nephi 22,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Moroni_8,0.7463720328983341,3,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Moroni,8,Moroni 8,MP-2,MP-2_3Nephi_to_Moroni
JS-6,1_Nephi_12,0.7458623473756014,4,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",1 Nephi,12,1 Nephi 12,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Mosiah_16,0.7454812359410526,5,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mosiah,16,Mosiah 16,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,2_Nephi_21,0.7414390286773916,6,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,21,2 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Mormon_4,0.7414038238873923,7,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mormon,4,Mormon 4,MP-2,MP-2_3Nephi_to_Moroni
JS-6,Alma_40,0.7406729356583173,8,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,2_Nephi_17,0.7396954423428556,9,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,17,2 Nephi 17,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,1_Nephi_3,0.7389742458328338,10,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",1 Nephi,3,1 Nephi 3,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,2_Nephi_19,0.736862232855403,11,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",2 Nephi,19,2 Nephi 19,MP-3,MP-3_1Nephi_to_WordsOfMormon
JS-6,Mosiah_8,0.7356458037288561,12,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mosiah,8,Mosiah 8,MP-1,MP-1_Mosiah_Alma_Helaman
JS-6,Mosiah_14,0.7345471019156283,13,Joseph Smith,JS,JS-6,6,"Joseph Smith, Letter to Edward Partridge and the Church, ca. March 22, 1839, 8, The Joseph Smith Papers website, accessed August 11, 2021",Mosiah,14,Mosiah 14,MP-1,MP-1_Mosiah_Alma_Helaman
