doc_id,mclust_cluster,uncertainty,corpus_id,translation,corpus_family,source_family,doc_id_original,book,chapter,section,macro_genre,mosiah_priority,mosiah_priority_label,n_verses,is_kjv,is_bom,is_isaiah,is_bom_mp1,is_bom_mp2,is_bom_mp3
KJV__Psalms_99,5,0.03842198093930904,KJV,KJV,KJV,KJV,Psalms_99,Psalms,99,Psalms,Poetic_Wisdom,NA,NA,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_100,5,0.33725175655308326,KJV,KJV,KJV,KJV,Psalms_100,Psalms,100,Psalms,Poetic_Wisdom,NA,NA,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_102,5,0.010518923157885052,KJV,KJV,KJV,KJV,Psalms_102,Psalms,102,Psalms,Poetic_Wisdom,NA,NA,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_103,5,0.008328542779929338,KJV,KJV,KJV,KJV,Psalms_103,Psalms,103,Psalms,Poetic_Wisdom,NA,NA,22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_104,5,0.006544741310560487,KJV,KJV,KJV,KJV,Psalms_104,Psalms,104,Psalms,Poetic_Wisdom,NA,NA,35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_105,5,0.48274380458957933,KJV,KJV,KJV,KJV,Psalms_105,Psalms,105,Psalms,Poetic_Wisdom,NA,NA,45,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_107,5,0.030034838433202204,KJV,KJV,KJV,KJV,Psalms_107,Psalms,107,Psalms,Poetic_Wisdom,NA,NA,43,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_108,5,0.030166463357873097,KJV,KJV,KJV,KJV,Psalms_108,Psalms,108,Psalms,Poetic_Wisdom,NA,NA,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_109,5,0.016875361237332687,KJV,KJV,KJV,KJV,Psalms_109,Psalms,109,Psalms,Poetic_Wisdom,NA,NA,31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_111,5,0.0062454282250450355,KJV,KJV,KJV,KJV,Psalms_111,Psalms,111,Psalms,Poetic_Wisdom,NA,NA,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_112,5,0.008971169082488961,KJV,KJV,KJV,KJV,Psalms_112,Psalms,112,Psalms,Poetic_Wisdom,NA,NA,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_113,5,0.05739479905779399,KJV,KJV,KJV,KJV,Psalms_113,Psalms,113,Psalms,Poetic_Wisdom,NA,NA,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_115,5,0.015219846746314714,KJV,KJV,KJV,KJV,Psalms_115,Psalms,115,Psalms,Poetic_Wisdom,NA,NA,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_116,5,0.006474426093206809,KJV,KJV,KJV,KJV,Psalms_116,Psalms,116,Psalms,Poetic_Wisdom,NA,NA,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_118,5,0.006743364657202711,KJV,KJV,KJV,KJV,Psalms_118,Psalms,118,Psalms,Poetic_Wisdom,NA,NA,29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_119,5,0.03167579809968468,KJV,KJV,KJV,KJV,Psalms_119,Psalms,119,Psalms,Poetic_Wisdom,NA,NA,176,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_120,5,0.07979244780980366,KJV,KJV,KJV,KJV,Psalms_120,Psalms,120,Psalms,Poetic_Wisdom,NA,NA,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_122,5,0.01516016599113057,KJV,KJV,KJV,KJV,Psalms_122,Psalms,122,Psalms,Poetic_Wisdom,NA,NA,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_130,5,0.015619988930326456,KJV,KJV,KJV,KJV,Psalms_130,Psalms,130,Psalms,Poetic_Wisdom,NA,NA,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_132,5,0.019924487943770774,KJV,KJV,KJV,KJV,Psalms_132,Psalms,132,Psalms,Poetic_Wisdom,NA,NA,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_135,5,0.004690965865623342,KJV,KJV,KJV,KJV,Psalms_135,Psalms,135,Psalms,Poetic_Wisdom,NA,NA,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_138,5,0.028195724747230755,KJV,KJV,KJV,KJV,Psalms_138,Psalms,138,Psalms,Poetic_Wisdom,NA,NA,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_139,5,0.015939371707340166,KJV,KJV,KJV,KJV,Psalms_139,Psalms,139,Psalms,Poetic_Wisdom,NA,NA,24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_140,5,0.012766929506137115,KJV,KJV,KJV,KJV,Psalms_140,Psalms,140,Psalms,Poetic_Wisdom,NA,NA,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_141,5,0.012756460344814924,KJV,KJV,KJV,KJV,Psalms_141,Psalms,141,Psalms,Poetic_Wisdom,NA,NA,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_143,5,0.06735288809030726,KJV,KJV,KJV,KJV,Psalms_143,Psalms,143,Psalms,Poetic_Wisdom,NA,NA,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_145,5,0.006180928500040261,KJV,KJV,KJV,KJV,Psalms_145,Psalms,145,Psalms,Poetic_Wisdom,NA,NA,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_147,5,0.014694818804398824,KJV,KJV,KJV,KJV,Psalms_147,Psalms,147,Psalms,Poetic_Wisdom,NA,NA,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
KJV__Psalms_148,5,0.4521402281118988,KJV,KJV,KJV,KJV,Psalms_148,Psalms,148,Psalms,Poetic_Wisdom,NA,NA,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
BOM_1830__3_Nephi_1,6,0.05087904707184332,BOM,1830,BOM,BOM_1830,3_Nephi_1,3 Nephi,1,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__3_Nephi_2,6,0.0020809133127085433,BOM,1830,BOM,BOM_1830,3_Nephi_2,3 Nephi,2,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__3_Nephi_4,6,0.008710998732143982,BOM,1830,BOM,BOM_1830,3_Nephi_4,3 Nephi,4,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,33,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__3_Nephi_6,6,0.0068240587887603565,BOM,1830,BOM,BOM_1830,3_Nephi_6,3 Nephi,6,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__3_Nephi_7,6,0.012569824739646407,BOM,1830,BOM,BOM_1830,3_Nephi_7,3 Nephi,7,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,26,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__3_Nephi_8,6,2.8833355398383276e-4,BOM,1830,BOM,BOM_1830,3_Nephi_8,3 Nephi,8,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,25,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__Alma_1,6,0.01068121190131166,BOM,1830,BOM,BOM_1830,Alma_1,Alma,1,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,33,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_2,6,0.0011786811357061833,BOM,1830,BOM,BOM_1830,Alma_2,Alma,2,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,38,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_3,6,0.08749408045986451,BOM,1830,BOM,BOM_1830,Alma_3,Alma,3,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,27,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_4,6,3.5376737349657184e-4,BOM,1830,BOM,BOM_1830,Alma_4,Alma,4,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_6,6,0.0024022024728521663,BOM,1830,BOM,BOM_1830,Alma_6,Alma,6,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_16,6,0.021919548172018577,BOM,1830,BOM,BOM_1830,Alma_16,Alma,16,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,21,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_17,6,0.01603168977217828,BOM,1830,BOM,BOM_1830,Alma_17,Alma,17,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,39,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_19,6,0.03064701755087129,BOM,1830,BOM,BOM_1830,Alma_19,Alma,19,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,36,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_23,6,0.0012848390166648738,BOM,1830,BOM,BOM_1830,Alma_23,Alma,23,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,18,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_24,6,0.06434780524806727,BOM,1830,BOM,BOM_1830,Alma_24,Alma,24,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_25,6,0.013851727235049682,BOM,1830,BOM,BOM_1830,Alma_25,Alma,25,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,17,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_28,6,0.00129797774082685,BOM,1830,BOM,BOM_1830,Alma_28,Alma,28,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,14,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_35,6,0.0026043895635488035,BOM,1830,BOM,BOM_1830,Alma_35,Alma,35,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,16,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_43,6,0.0041058722824933724,BOM,1830,BOM,BOM_1830,Alma_43,Alma,43,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,54,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_46,6,0.032849503506658384,BOM,1830,BOM,BOM_1830,Alma_46,Alma,46,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_48,6,0.0010009455657381539,BOM,1830,BOM,BOM_1830,Alma_48,Alma,48,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_49,6,0.0053341266492863415,BOM,1830,BOM,BOM_1830,Alma_49,Alma,49,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_50,6,0.010314575400775738,BOM,1830,BOM,BOM_1830,Alma_50,Alma,50,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_51,6,0.003374389384329768,BOM,1830,BOM,BOM_1830,Alma_51,Alma,51,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_52,6,0.00725265058000002,BOM,1830,BOM,BOM_1830,Alma_52,Alma,52,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,40,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_53,6,0.0024043745811956896,BOM,1830,BOM,BOM_1830,Alma_53,Alma,53,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_59,6,3.504476843262383e-4,BOM,1830,BOM,BOM_1830,Alma_59,Alma,59,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,13,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Alma_62,6,0.0035774029025515963,BOM,1830,BOM,BOM_1830,Alma_62,Alma,62,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,52,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Ether_15,6,0.0626035774805721,BOM,1830,BOM,BOM_1830,Ether_15,Ether,15,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__Helaman_1,6,0.0021197231005412043,BOM,1830,BOM,BOM_1830,Helaman_1,Helaman,1,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,34,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Helaman_3,6,0.003426736290000787,BOM,1830,BOM,BOM_1830,Helaman_3,Helaman,3,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,37,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Helaman_4,6,0.002121196511848722,BOM,1830,BOM,BOM_1830,Helaman_4,Helaman,4,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,26,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Helaman_5,6,0.3799376571860644,BOM,1830,BOM,BOM_1830,Helaman_5,Helaman,5,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,52,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Helaman_6,6,0.4480056611762765,BOM,1830,BOM,BOM_1830,Helaman_6,Helaman,6,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,41,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Helaman_16,6,0.3137853428392273,BOM,1830,BOM,BOM_1830,Helaman_16,Helaman,16,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Moroni_6,6,0.0031461265564535212,BOM,1830,BOM,BOM_1830,Moroni_6,Moroni,6,MP-2,BOM,MP-2,MP-2_3Nephi_to_Moroni,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
BOM_1830__Mosiah_25,6,0.0245793658625989,BOM,1830,BOM,BOM_1830,Mosiah_25,Mosiah,25,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,24,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
BOM_1830__Mosiah_28,6,0.36470433878323405,BOM,1830,BOM,BOM_1830,Mosiah_28,Mosiah,28,MP-1,BOM,MP-1,MP-1_Mosiah_Alma_Helaman,20,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
KJV__Jeremiah_41,6,0.0032363992500232808,KJV,KJV,KJV,KJV,Jeremiah_41,Jeremiah,41,Jeremiah,Prophetic,NA,NA,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
