pc,dimension,eigenvalue,prop_variance,pct_variance,cumulative_prop_variance,cumulative_pct_variance
PC286,286,2.6745277614627666e-12,3.5518296964976986e-15,3.5518296964976986e-13,0.9999999999999801,99.99999999999801
PC287,287,2.5334896193132534e-12,3.364528046896751e-15,3.364528046896752e-13,0.9999999999999836,99.99999999999835
PC288,288,2.181242888441219e-12,2.8967369036403974e-15,2.8967369036403974e-13,0.9999999999999865,99.99999999999865
PC289,289,2.106839066330006e-12,2.797927046918999e-15,2.797927046918999e-13,0.9999999999999892,99.99999999999892
PC290,290,1.6500242221011489e-12,2.1912672272259615e-15,2.1912672272259615e-13,0.9999999999999915,99.99999999999915
PC291,291,1.4146435787503878e-12,1.878676731408218e-15,1.8786767314082176e-13,0.9999999999999933,99.99999999999933
PC292,292,1.1966889204687912e-12,1.5892283140355796e-15,1.5892283140355798e-13,0.9999999999999949,99.99999999999949
PC293,293,8.600022441676825e-13,1.1421012538747447e-15,1.1421012538747446e-13,0.999999999999996,99.9999999999996
PC294,294,6.653177294116927e-13,8.83556081556033e-16,8.835560815560329e-14,0.9999999999999969,99.99999999999969
PC295,295,4.873478007491821e-13,6.472082347266695e-16,6.472082347266695e-14,0.9999999999999976,99.99999999999976
PC296,296,4.449939700889949e-13,5.909614476613479e-16,5.909614476613479e-14,0.9999999999999981,99.99999999999982
PC297,297,3.4479409943126484e-13,4.578938903469653e-16,4.578938903469653e-14,0.9999999999999987,99.99999999999987
PC298,298,1.9209313658620338e-13,2.5510376704675085e-16,2.5510376704675085e-14,0.9999999999999989,99.99999999999989
PC299,299,1.701526689194039e-13,2.25966359786725e-16,2.2596635978672498e-14,0.9999999999999991,99.99999999999991
PC300,300,1.4983470673502712e-13,1.9898367428290457e-16,1.9898367428290458e-14,0.9999999999999993,99.99999999999993
PC301,301,1.186974209088286e-13,1.5763269709007784e-16,1.5763269709007784e-14,0.9999999999999994,99.99999999999994
PC302,302,9.174147586601455e-14,1.218346293041362e-16,1.2183462930413622e-14,0.9999999999999996,99.99999999999996
PC303,303,7.808399152210836e-14,1.0369719989655826e-16,1.0369719989655826e-14,0.9999999999999997,99.99999999999997
PC304,304,6.774132530742178e-14,8.996191939896652e-17,8.996191939896652e-15,0.9999999999999998,99.99999999999997
PC305,305,5.740835595004411e-14,7.623951653392314e-17,7.623951653392313e-15,0.9999999999999999,99.99999999999999
PC306,306,4.024839328454307e-14,5.3450721493417106e-17,5.345072149341711e-15,0.9999999999999999,99.99999999999999
PC307,307,1.5717701411080957e-14,2.0873441448978698e-17,2.08734414489787e-15,0.9999999999999999,99.99999999999999
PC308,308,8.635379403240545e-15,1.1467967334980806e-17,1.1467967334980804e-15,0.9999999999999999,99.99999999999999
PC309,309,6.671496748412743e-15,8.859889440123166e-18,8.859889440123166e-16,0.9999999999999999,99.99999999999999
PC310,310,3.949652684219174e-16,5.245222688206075e-19,5.245222688206075e-17,0.9999999999999999,99.99999999999999
PC311,311,3.3355820641801896e-16,4.429723856813002e-19,4.4297238568130014e-17,0.9999999999999999,99.99999999999999
PC312,312,5.832121126315633e-17,7.74518077863962e-20,7.74518077863962e-18,0.9999999999999999,99.99999999999999
PC313,313,5.672500320242857e-18,7.53320095649782e-21,7.533200956497819e-19,0.9999999999999999,99.99999999999999
PC314,314,1.6888925101525743e-20,2.2428851396448534e-23,2.2428851396448533e-21,0.9999999999999999,99.99999999999999
PC315,315,1.8809075102283313e-21,2.4978851397454603e-24,2.49788513974546e-22,0.9999999999999999,99.99999999999999
PC316,316,2.286178043155353e-22,3.03609301879861e-25,3.03609301879861e-23,0.9999999999999999,99.99999999999999
PC317,317,1.147947698765837e-28,1.524498935944007e-31,1.524498935944007e-29,0.9999999999999999,99.99999999999999
PC318,318,1.0267016281677792e-28,1.3634815779120576e-31,1.3634815779120575e-29,0.9999999999999999,99.99999999999999
PC319,319,8.23360264541703e-29,1.0934399263502034e-31,1.0934399263502033e-29,0.9999999999999999,99.99999999999999
PC320,320,5.920747766188082e-29,7.862878839559206e-32,7.862878839559207e-30,0.9999999999999999,99.99999999999999
PC321,321,3.4148247603491935e-29,4.5349598411011875e-32,4.534959841101187e-30,0.9999999999999999,99.99999999999999
PC322,322,2.3922194134441824e-29,3.1769182117452627e-32,3.1769182117452625e-30,0.9999999999999999,99.99999999999999
PC323,323,1.9500447758939573e-29,2.5897008976015375e-32,2.5897008976015374e-30,0.9999999999999999,99.99999999999999
PC324,324,1.7900172815276689e-29,2.3771809847645007e-32,2.377180984764501e-30,0.9999999999999999,99.99999999999999
PC325,325,1.5416456815652242e-29,2.0473382225301785e-32,2.0473382225301786e-30,0.9999999999999999,99.99999999999999
PC326,326,1.3877551678980412e-29,1.8429683504622064e-32,1.8429683504622064e-30,0.9999999999999999,99.99999999999999
PC327,327,1.3170396412748674e-29,1.7490566285190804e-32,1.7490566285190803e-30,0.9999999999999999,99.99999999999999
PC328,328,1.0871028963314681e-29,1.4436957454601174e-32,1.4436957454601172e-30,0.9999999999999999,99.99999999999999
PC329,329,8.917668453581047e-30,1.1842853192006704e-32,1.1842853192006704e-30,0.9999999999999999,99.99999999999999
PC330,330,7.771633916181034e-30,1.0320894975008015e-32,1.0320894975008015e-30,0.9999999999999999,99.99999999999999
PC331,331,5.655319962029267e-30,7.51038507573608e-33,7.510385075736079e-31,0.9999999999999999,99.99999999999999
PC332,332,3.8270590894638615e-30,5.08241578946064e-33,5.0824157894606405e-31,0.9999999999999999,99.99999999999999
PC333,333,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC334,334,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC335,335,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC336,336,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC337,337,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC338,338,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC339,339,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC340,340,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC341,341,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC342,342,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC343,343,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC344,344,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC345,345,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC346,346,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC347,347,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC348,348,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC349,349,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC350,350,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC351,351,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC352,352,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC353,353,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC354,354,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC355,355,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC356,356,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC357,357,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC358,358,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC359,359,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC360,360,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC361,361,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC362,362,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC363,363,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC364,364,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC365,365,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC366,366,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC367,367,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC368,368,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC369,369,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC370,370,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC371,371,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC372,372,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC373,373,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
PC374,374,3.223267262635129e-30,4.2805674138580734e-33,4.280567413858074e-31,0.9999999999999999,99.99999999999999
