mosiah_priority,mosiah_priority_label,votes,weighted_votes,mean_similarity,max_similarity,pct_votes,weighted_pct_votes,mp_order
MP-1,MP-1_Mosiah_Alma_Helaman,597,540.8358802275926,0.9059227474499039,0.9562025963861269,0.6633333333333333,0.6652239531108466,1
MP-2,MP-2_3Nephi_to_Moroni,110,98.67629476762394,0.8970572251602176,0.951855372585461,0.12222222222222222,0.12137107999570367,2
MP-3,MP-3_1Nephi_to_WordsOfMormon,193,173.50106317582814,0.8989692392529955,0.9479907028794201,0.21444444444444444,0.2134049668934497,3
