PC1,PC2,doc_id,book,chapter,section
0.012750909183524846,0.010095400235088932,Job_32,Job,32,Job
0.015362396481196765,0.004126055589470341,Job_33,Job,33,Job
0.0150040386213489,0.003587697108840455,Job_34,Job,34,Job
0.014781207073950971,0.0023805507323887997,Job_35,Job,35,Job
0.0034037767866697765,-0.0029309927544085763,Job_36,Job,36,Job
0.007453576278842984,0.0014868033438609051,Job_37,Job,37,Job
-0.003447581717634927,0.0014437253030382996,Job_38,Job,38,Job
-0.0030606983048511406,-0.001996532347384535,Job_39,Job,39,Job
0.009041234461634745,0.0010343621360286018,Job_40,Job,40,Job
0.015491110296462881,0.001045672139441656,Job_41,Job,41,Job
5.937903339200019e-4,0.009740828567110204,Job_42,Job,42,Job
0.0025145065553176986,-0.002128414468609199,Proverbs_1,Proverbs,1,Proverbs
0.003326018323879343,-5.306382758467047e-4,Proverbs_2,Proverbs,2,Proverbs
0.005233911469101991,-0.0018806162803960583,Proverbs_3,Proverbs,3,Proverbs
0.004233937079626136,7.751801941201827e-4,Proverbs_4,Proverbs,4,Proverbs
0.010388578762723808,0.007013762694605993,Proverbs_5,Proverbs,5,Proverbs
0.015926392314153052,0.003245924266896057,Proverbs_6,Proverbs,6,Proverbs
0.010560340761018135,0.009747594966218541,Proverbs_7,Proverbs,7,Proverbs
0.004473078356445727,0.0015448071283426065,Proverbs_8,Proverbs,8,Proverbs
0.011880501512487558,0.0026551404768955247,Proverbs_9,Proverbs,9,Proverbs
0.0033536788265558803,-0.017544785646988498,Proverbs_10,Proverbs,10,Proverbs
0.01230289224765644,-0.01267743575952996,Proverbs_11,Proverbs,11,Proverbs
0.010044928640286246,-0.011629828260696926,Proverbs_12,Proverbs,12,Proverbs
0.015084110364379075,-0.011996911380315434,Proverbs_13,Proverbs,13,Proverbs
0.007911300076270394,-0.009298383080889226,Proverbs_14,Proverbs,14,Proverbs
0.0023716694773941323,-0.014882003302064104,Proverbs_15,Proverbs,15,Proverbs
0.009418096465438557,-0.005505196294297626,Proverbs_16,Proverbs,16,Proverbs
0.01815645607859378,-3.547831068357529e-4,Proverbs_17,Proverbs,17,Proverbs
0.0104085441474245,6.063259803191109e-4,Proverbs_18,Proverbs,18,Proverbs
0.015753650964862042,1.9023949737136838e-4,Proverbs_19,Proverbs,19,Proverbs
0.010157804149866329,2.6353555460861204e-4,Proverbs_20,Proverbs,20,Proverbs
0.005025148473449685,-0.007834977108227375,Proverbs_21,Proverbs,21,Proverbs
0.0014275957120351416,-0.005719331684800044,Proverbs_22,Proverbs,22,Proverbs
0.014181750321026105,-6.659305911556913e-4,Proverbs_23,Proverbs,23,Proverbs
0.010610394908558418,0.0011409191730780879,Proverbs_24,Proverbs,24,Proverbs
0.012158513868688456,0.004097694590071293,Proverbs_25,Proverbs,25,Proverbs
0.016489447154971373,6.132761523608224e-4,Proverbs_26,Proverbs,26,Proverbs
0.013583700760528896,0.005252307060390572,Proverbs_27,Proverbs,27,Proverbs
0.01848218346849404,-0.011314976116246763,Proverbs_28,Proverbs,28,Proverbs
0.014730612511395425,-0.007384992698874766,Proverbs_29,Proverbs,29,Proverbs
0.0013827290972786143,0.0013200097871584496,Proverbs_30,Proverbs,30,Proverbs
0.010652824887992384,0.007199077788330301,Proverbs_31,Proverbs,31,Proverbs
-0.00574107847022505,-0.01789090558376714,Psalms_1,Psalms,1,Psalms
-0.0047778401359202935,-0.01021907768333572,Psalms_2,Psalms,2,Psalms
0.012911599089244214,-0.004046724733668583,Psalms_3,Psalms,3,Psalms
0.018412145721976452,0.002521292304508548,Psalms_4,Psalms,4,Psalms
0.009111145559947279,-0.009829102726307052,Psalms_5,Psalms,5,Psalms
0.0193967713447578,-0.006868643449349305,Psalms_6,Psalms,6,Psalms
0.011418992272955987,-0.0020249832629268684,Psalms_7,Psalms,7,Psalms
0.0016066760338446899,0.0020071011540502342,Psalms_8,Psalms,8,Psalms
0.007273808145484507,-0.011416143445410596,Psalms_9,Psalms,9,Psalms
0.01094378519085989,-0.004121088918740327,Psalms_10,Psalms,10,Psalms
5.682612663988748e-4,-0.01605054714316988,Psalms_11,Psalms,11,Psalms
0.007834124397455917,-0.012988741367725773,Psalms_12,Psalms,12,Psalms
0.032739532352629594,0.0017136770321952877,Psalms_13,Psalms,13,Psalms
-0.0063576351545908795,-0.012763110719784447,Psalms_14,Psalms,14,Psalms
0.021849867204599017,-0.015201464137661977,Psalms_15,Psalms,15,Psalms
0.01240787299184417,-0.004843773534345249,Psalms_16,Psalms,16,Psalms
0.012625580893066759,-0.0026879384651852553,Psalms_17,Psalms,17,Psalms
0.009502228526001636,8.358596040202851e-4,Psalms_18,Psalms,18,Psalms
-0.0051672401398843194,-0.0071674660467804276,Psalms_19,Psalms,19,Psalms
-0.001649460911733257,-0.004937104350986129,Psalms_20,Psalms,20,Psalms
0.010473365451865217,-0.006202766530252031,Psalms_21,Psalms,21,Psalms
0.002854088101088791,-0.006856155820216885,Psalms_22,Psalms,22,Psalms
0.01559095578889666,-0.009348516204146118,Psalms_23,Psalms,23,Psalms
-0.004166231669687174,-0.00606997689680522,Psalms_24,Psalms,24,Psalms
0.010866953911671133,-0.0027814130993916992,Psalms_25,Psalms,25,Psalms
0.013810810693424656,0.004959686768129763,Psalms_26,Psalms,26,Psalms
0.009716185236052912,-0.005670889202931601,Psalms_27,Psalms,27,Psalms
-0.005888684976703827,-0.007585713395105659,Psalms_28,Psalms,28,Psalms
-0.01787556868926116,-0.03515525094297235,Psalms_29,Psalms,29,Psalms
0.018043163054909255,4.794279019540909e-4,Psalms_30,Psalms,30,Psalms
0.016501473361700103,-5.682124914519284e-4,Psalms_31,Psalms,31,Psalms
0.01290949839666767,-0.002592546571337376,Psalms_32,Psalms,32,Psalms
-0.004143369257716235,-0.01655808441900063,Psalms_33,Psalms,33,Psalms
-0.005695061459741879,-0.013159006684605937,Psalms_34,Psalms,34,Psalms
0.007642821435812884,-0.0020198705264583153,Psalms_35,Psalms,35,Psalms
0.008963711088322572,-0.003922080000137445,Psalms_36,Psalms,36,Psalms
-2.043454534642543e-4,-0.012441702736827822,Psalms_37,Psalms,37,Psalms
0.01720789451120363,0.0052638746197146416,Psalms_38,Psalms,38,Psalms
0.02048582949520245,0.007046633170379931,Psalms_39,Psalms,39,Psalms
0.016716622051952325,0.0032500360126515027,Psalms_40,Psalms,40,Psalms
0.02010662413422384,0.0014263110904660778,Psalms_41,Psalms,41,Psalms
0.014545407948218982,-2.191686625660882e-4,Psalms_42,Psalms,42,Psalms
0.014325965113949192,0.005615382364939026,Psalms_43,Psalms,43,Psalms
0.011035830028518613,0.00274738007485114,Psalms_44,Psalms,44,Psalms
0.007494625256120052,-6.526591107781108e-4,Psalms_45,Psalms,45,Psalms
-0.01105019231157036,-0.01182601211346382,Psalms_46,Psalms,46,Psalms
-0.0010092036787299919,-0.014748479444686952,Psalms_47,Psalms,47,Psalms
0.0013382628625521144,-0.0030841905067777596,Psalms_48,Psalms,48,Psalms
0.0012613528426478901,-0.007268319389604907,Psalms_49,Psalms,49,Psalms
0.009558134658682585,0.002415367332696155,Psalms_50,Psalms,50,Psalms
0.021979212967690703,0.006905394854188296,Psalms_51,Psalms,51,Psalms
0.016153977287944,-0.0018695604829629057,Psalms_52,Psalms,52,Psalms
0.004097038146481034,-0.003475819410817122,Psalms_53,Psalms,53,Psalms
0.022113913213538856,-0.0012987661331467304,Psalms_54,Psalms,54,Psalms
0.006626147046775324,0.0031460540436060794,Psalms_55,Psalms,55,Psalms
0.016690500162280984,-0.00538784497933339,Psalms_56,Psalms,56,Psalms
0.012874323217982259,-0.0027210721978663983,Psalms_57,Psalms,57,Psalms
0.005367741409571354,-0.01152423317226329,Psalms_58,Psalms,58,Psalms
-2.461360977152197e-4,-0.0024302468341380647,Psalms_59,Psalms,59,Psalms
0.02327811864857143,0.005687496442384177,Psalms_60,Psalms,60,Psalms
0.022617074134778686,0.0014144895254501544,Psalms_61,Psalms,61,Psalms
0.02345552188666139,0.0013573600158970005,Psalms_62,Psalms,62,Psalms
0.010517690647838385,-0.012829557538634042,Psalms_63,Psalms,63,Psalms
-0.005597556481501652,-0.01651771573333576,Psalms_64,Psalms,64,Psalms
9.84206920389052e-4,-0.006540529003973534,Psalms_65,Psalms,65,Psalms
0.01575289445523154,0.0035723025147242063,Psalms_66,Psalms,66,Psalms
0.005527991533027867,-0.01595796850928562,Psalms_67,Psalms,67,Psalms
0.006480459038881035,-0.0028078331986028196,Psalms_68,Psalms,68,Psalms
0.008526547273383056,0.002605908715676739,Psalms_69,Psalms,69,Psalms
0.017310819637121232,0.006268365622742249,Psalms_70,Psalms,70,Psalms
0.017170927403429584,0.002193091431949628,Psalms_71,Psalms,71,Psalms
-7.603130578887373e-4,-0.011557240467544225,Psalms_72,Psalms,72,Psalms
0.005505608724575881,-0.0012168237527361645,Psalms_73,Psalms,73,Psalms
0.0033792365298328728,-0.0035281967208833703,Psalms_74,Psalms,74,Psalms
-0.005608956339717998,-0.010055652565806669,Psalms_75,Psalms,75,Psalms
8.790964736582105e-4,0.00228303327101844,Psalms_76,Psalms,76,Psalms
0.008224443116847785,0.004913036768932589,Psalms_77,Psalms,77,Psalms
-0.007010109732964491,0.004163630264505743,Psalms_78,Psalms,78,Psalms
0.004728374682585452,-0.0035433293896577913,Psalms_79,Psalms,79,Psalms
0.006119348707147907,0.009622708343445583,Psalms_80,Psalms,80,Psalms
-0.0027185928621987596,0.0022506696025903915,Psalms_81,Psalms,81,Psalms
-0.01286452302446764,-0.006584480384764097,Psalms_82,Psalms,82,Psalms
-1.4632069441066606e-4,8.320829930243879e-4,Psalms_83,Psalms,83,Psalms
0.005238158586804296,-0.007990609336614933,Psalms_84,Psalms,84,Psalms
0.019484795476843945,4.248393605467617e-4,Psalms_85,Psalms,85,Psalms
0.015950604904305877,0.002408846819986732,Psalms_86,Psalms,86,Psalms
-0.0030669918286016294,-0.006805998619857562,Psalms_87,Psalms,87,Psalms
0.015549570602796324,0.0014144257469045078,Psalms_88,Psalms,88,Psalms
0.012249799116032812,1.0296564874828551e-4,Psalms_89,Psalms,89,Psalms
0.01325101298364742,0.007026885543453444,Psalms_90,Psalms,90,Psalms
0.010161934839436742,-0.008575384715286174,Psalms_91,Psalms,91,Psalms
0.01163567969849976,-0.008252073990142064,Psalms_92,Psalms,92,Psalms
0.00406811424103892,-0.012872355545749668,Psalms_93,Psalms,93,Psalms
5.974659502536163e-4,-0.013924763960156029,Psalms_94,Psalms,94,Psalms
0.004657840360117175,0.004416943226791842,Psalms_95,Psalms,95,Psalms
-0.005985739312702184,-0.018052407204105177,Psalms_96,Psalms,96,Psalms
7.954762760795519e-4,-0.009856896236968778,Psalms_97,Psalms,97,Psalms
-0.01222095050919439,-0.010196433140095435,Psalms_98,Psalms,98,Psalms
-0.0011640736105039452,-0.006903544332067492,Psalms_99,Psalms,99,Psalms
0.016491140639074187,-0.001301754290708503,Psalms_100,Psalms,100,Psalms
0.019932842698321736,-0.006145715220103507,Psalms_101,Psalms,101,Psalms
0.0027035470037800923,-0.005045194038060758,Psalms_102,Psalms,102,Psalms
0.014426616317873113,-0.005192714202100366,Psalms_103,Psalms,103,Psalms
-0.00357605576803373,-0.011125532597549517,Psalms_104,Psalms,104,Psalms
-0.005391530517020414,0.006146908252672259,Psalms_105,Psalms,105,Psalms
-0.01076006066891641,-0.003104687310892688,Psalms_106,Psalms,106,Psalms
-0.010583608122524693,-0.0056479962137933075,Psalms_107,Psalms,107,Psalms
0.02144993167368531,0.0032695819260578694,Psalms_108,Psalms,108,Psalms
0.008233036220979673,5.176606066072146e-4,Psalms_109,Psalms,109,Psalms
-0.003778716708586614,-0.01921830112285085,Psalms_110,Psalms,110,Psalms
0.002844182103949355,-0.0045471220365559985,Psalms_111,Psalms,111,Psalms
0.018370758073268496,-0.011481155255137772,Psalms_112,Psalms,112,Psalms
-0.009090795442860235,-0.023420986380607214,Psalms_113,Psalms,113,Psalms
0.0042686437576462495,0.007776160032907574,Psalms_114,Psalms,114,Psalms
-0.011622618950210046,-0.018521875555374358,Psalms_115,Psalms,115,Psalms
-0.00231217447184785,-0.011819829228980767,Psalms_116,Psalms,116,Psalms
0.009362286237776503,-0.03566774730852243,Psalms_117,Psalms,117,Psalms
-0.0014179107090052567,-0.019878702241245175,Psalms_118,Psalms,118,Psalms
0.023069658822057644,0.004849952109510319,Psalms_119,Psalms,119,Psalms
0.019056501369106926,-0.0028338813042794917,Psalms_120,Psalms,120,Psalms
0.010873404033801007,-0.020195965924682105,Psalms_121,Psalms,121,Psalms
-0.006585121985507983,-0.012826800619661502,Psalms_122,Psalms,122,Psalms
0.0011800384217374627,1.5091371936667433e-4,Psalms_123,Psalms,123,Psalms
-0.006302529585604429,-0.010109621650903013,Psalms_124,Psalms,124,Psalms
-0.0015721513108960014,-0.019163295937358615,Psalms_125,Psalms,125,Psalms
0.0020860410146007926,-0.01071689666713267,Psalms_126,Psalms,126,Psalms
-0.00896291351735483,-0.01621139641113008,Psalms_127,Psalms,127,Psalms
0.009377162387588478,-0.01765987472529664,Psalms_128,Psalms,128,Psalms
-0.0038302230945651025,-0.015023371543147169,Psalms_129,Psalms,129,Psalms
0.006670741936116325,-0.013225185682962704,Psalms_130,Psalms,130,Psalms
0.02150811257473389,0.005999995259136389,Psalms_131,Psalms,131,Psalms
0.016164174897280385,-5.243285819389205e-4,Psalms_132,Psalms,132,Psalms
-0.0033552387974843494,-6.074800271790621e-4,Psalms_133,Psalms,133,Psalms
-0.026975262185770864,-0.026785297161036194,Psalms_134,Psalms,134,Psalms
-0.00488710351974912,-0.015281383804205852,Psalms_135,Psalms,135,Psalms
0.033587968616296156,-0.0021287003300391304,Psalms_136,Psalms,136,Psalms
0.004050754452008259,-0.002555441324238433,Psalms_137,Psalms,137,Psalms
0.007975027180677084,-0.014488148874678577,Psalms_138,Psalms,138,Psalms
0.00918659084050318,0.0021583116956811702,Psalms_139,Psalms,139,Psalms
-0.0046973198093068075,-0.012917599036456172,Psalms_140,Psalms,140,Psalms
0.0070994497368668886,-0.005291889849555916,Psalms_141,Psalms,141,Psalms
0.01766757821742132,9.517373088490154e-4,Psalms_142,Psalms,142,Psalms
0.02069232407929877,0.004069479012313598,Psalms_143,Psalms,143,Psalms
0.015669786702698536,0.009513218817388399,Psalms_144,Psalms,144,Psalms
0.00568566494021242,-0.009194817914510194,Psalms_145,Psalms,145,Psalms
0.0015959242030798208,-0.026057785986353273,Psalms_146,Psalms,146,Psalms
0.005573498576983609,-0.01127353656479121,Psalms_147,Psalms,147,Psalms
0.003468266496703865,-0.006800411788943617,Psalms_148,Psalms,148,Psalms
-0.00777925958009276,-0.009713874046622849,Psalms_149,Psalms,149,Psalms
0.013309339112054641,-0.014200492309452384,Psalms_150,Psalms,150,Psalms
