PC1,PC2,doc_id,book,chapter,section
-0.017020178957415238,0.008326622039635545,Jeremiah_52,Jeremiah,52,Jeremiah
-0.011313701954704878,0.013640457608149175,Job_1,Job,1,Job
0.0024400470967236056,0.011412326979537802,Job_2,Job,2,Job
0.004234612903254284,0.0033513638936286507,Job_3,Job,3,Job
0.005388605507854128,0.003294893023546639,Job_4,Job,4,Job
0.0016797012416436886,-0.003987221205761804,Job_5,Job,5,Job
0.009684131586585553,0.003409321218065218,Job_6,Job,6,Job
0.020378381466518772,0.006685442629185444,Job_7,Job,7,Job
0.00669881673896069,-0.0021342640895915207,Job_8,Job,8,Job
0.014670773197205077,0.00662482415242321,Job_9,Job,9,Job
0.0203155584775128,0.010647459335002373,Job_10,Job,10,Job
0.01248807883552694,0.0013404594542805238,Job_11,Job,11,Job
-0.002778932824046898,8.80724435167073e-4,Job_12,Job,12,Job
0.023911063475292507,0.01175163690934991,Job_13,Job,13,Job
0.011040583947146593,0.005922145407052971,Job_14,Job,14,Job
0.013296512234196655,0.0034812219285454155,Job_15,Job,15,Job
0.020362135735535268,0.006639092084897715,Job_16,Job,16,Job
0.010865667056314286,-5.409899501828841e-5,Job_17,Job,17,Job
0.010080938283262671,-0.004119888673934169,Job_18,Job,18,Job
0.0161249945322333,0.010957307178581325,Job_19,Job,19,Job
0.01072379136089676,-0.0035776740683897772,Job_20,Job,20,Job
0.0020853019406055,-6.260116822337905e-4,Job_21,Job,21,Job
0.003977538246706829,9.1868117411731e-4,Job_22,Job,22,Job
0.015186689196074488,0.0070720220133759235,Job_23,Job,23,Job
-0.012742077484993043,-0.01035405155375225,Job_24,Job,24,Job
0.010165687886576765,0.014052516797147653,Job_25,Job,25,Job
0.008938457873867073,0.008695709068802836,Job_26,Job,26,Job
0.015509630087939794,6.141890006341204e-4,Job_27,Job,27,Job
-0.004963870776562523,-0.003144300225723417,Job_28,Job,28,Job
-0.006494653298952375,0.00870320759186665,Job_29,Job,29,Job
0.0022630190467925323,0.004239355151942036,Job_30,Job,30,Job
0.01310214033629102,0.00765913020495325,Job_31,Job,31,Job
