doc_id,neighbor_doc_id,similarity,rank,author,author_code,short_name,chapter_title,target_book,target_chapter,target_header,mosiah_priority,mosiah_priority_label
OC-6,1_Nephi_19,0.9371615804225063,13,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",1 Nephi,19,1 Nephi 19,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-6,1_Nephi_15,0.937053589204657,14,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",1 Nephi,15,1 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-6,1_Nephi_14,0.9366240286907195,15,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",1 Nephi,14,1 Nephi 14,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-6,2_Nephi_1,0.9355028575704352,16,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",2 Nephi,1,2 Nephi 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-6,Alma_22,0.9351068351732567,17,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-6,2_Nephi_9,0.935017288405072,18,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",2 Nephi,9,2 Nephi 9,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-6,Alma_40,0.9341083546788329,19,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
OC-6,2_Nephi_6,0.9330623029178334,20,Oliver Cowdery,OC,OC-6,"Letter to WW Phelps, Letter 6, April 1835. LDS Messenger and Advocate Vol 1, No 7",2 Nephi,6,2 Nephi 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-7,Mosiah_27,0.9485138803325032,1,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Mosiah,27,Mosiah 27,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_42,0.9386108610100927,2,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_47,0.9332708890374987,3,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,47,Alma 47,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_46,0.9304575921423008,4,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,46,Alma 46,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_22,0.9296111536490534,5,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,22,Alma 22,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Mosiah_18,0.9295651431785844,6,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Mosiah,18,Mosiah 18,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Helaman_2,0.9277640023615742,7,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Helaman,2,Helaman 2,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_51,0.9253922716115239,8,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,51,Alma 51,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Ether_14,0.9241993935567722,9,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Ether,14,Ether 14,MP-2,MP-2_3Nephi_to_Moroni
OC-7,Helaman_1,0.9239091558444067,10,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Helaman,1,Helaman 1,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_13,0.9216065881975358,11,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,13,Alma 13,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Mosiah_29,0.9205050283567474,12,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Mosiah,29,Mosiah 29,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Mosiah_7,0.9202159083250306,13,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Mosiah,7,Mosiah 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_10,0.9200714533853998,14,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,10,Alma 10,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Ether_9,0.9200275933030936,15,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Ether,9,Ether 9,MP-2,MP-2_3Nephi_to_Moroni
OC-7,Alma_15,0.9191491949765496,16,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,15,Alma 15,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_18,0.9187604765202746,17,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,18,Alma 18,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Mosiah_23,0.9166064509055358,18,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Mosiah,23,Mosiah 23,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_50,0.9165518210868147,19,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,50,Alma 50,MP-1,MP-1_Mosiah_Alma_Helaman
OC-7,Alma_17,0.9158714135594177,20,Oliver Cowdery,OC,OC-7,"Letter to WW Phelps, Letter 7, July 1835. LDS Messenger and Advocate Vol 1, No 10",Alma,17,Alma 17,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,Jacob_6,0.8562076368669337,1,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Jacob,6,Jacob 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,Moroni_3,0.8491033017581591,2,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Moroni,3,Moroni 3,MP-2,MP-2_3Nephi_to_Moroni
OC-8,3_Nephi_24,0.841727012250491,3,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",3 Nephi,24,3 Nephi 24,MP-2,MP-2_3Nephi_to_Moroni
OC-8,Alma_42,0.8415416671718874,4,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,Alma_11,0.8378369458379251,5,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Alma,11,Alma 11,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,Helaman_7,0.8365072524871178,6,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Helaman,7,Helaman 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,Jarom_1,0.8279002832230427,7,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Jarom,1,Jarom 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,Mosiah_12,0.8243168273550971,8,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Mosiah,12,Mosiah 12,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,2_Nephi_7,0.8241349940046583,9,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",2 Nephi,7,2 Nephi 7,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,Moroni_5,0.8210719806256579,10,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Moroni,5,Moroni 5,MP-2,MP-2_3Nephi_to_Moroni
OC-8,Mosiah_13,0.8194384901728843,11,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Mosiah,13,Mosiah 13,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,2_Nephi_20,0.8191210366635453,12,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",2 Nephi,20,2 Nephi 20,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,2_Nephi_9,0.8185858914881743,13,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",2 Nephi,9,2 Nephi 9,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,Alma_6,0.8147037276849891,14,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Alma,6,Alma 6,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,Alma_30,0.8139744039277927,15,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Alma,30,Alma 30,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,Mormon_9,0.8134869234292086,16,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Mormon,9,Mormon 9,MP-2,MP-2_3Nephi_to_Moroni
OC-8,2_Nephi_16,0.810545421465668,17,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",2 Nephi,16,2 Nephi 16,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,Omni_1,0.809759057116421,18,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Omni,1,Omni 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-8,Alma_5,0.8091956168233991,19,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",Alma,5,Alma 5,MP-1,MP-1_Mosiah_Alma_Helaman
OC-8,1_Nephi_15,0.8078451924085366,20,Oliver Cowdery,OC,OC-8,"Oliver Cowdery, Letter to Cornelius C. Blatchly, November 9, 1829 in Cornelius C. Blatchly, ""The New Bible,"" Gospel Luminary 2, no. 49 (December 10, 1829): 194",1 Nephi,15,1 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,Alma_7,0.8126846437050605,1,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,7,Alma 7,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Alma_38,0.803774634414434,2,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,38,Alma 38,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Alma_34,0.7840902881093756,3,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,34,Alma 34,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Alma_41,0.7808408547756899,4,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,41,Alma 41,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,2_Nephi_33,0.7781501377063367,5,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",2 Nephi,33,2 Nephi 33,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,3_Nephi_27,0.7779666611292807,6,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",3 Nephi,27,3 Nephi 27,MP-2,MP-2_3Nephi_to_Moroni
OC-9,Alma_29,0.7777737773681374,7,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,29,Alma 29,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Alma_36,0.7762116134443788,8,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,36,Alma 36,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Mosiah_5,0.7742298716774962,9,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Mosiah,5,Mosiah 5,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,1_Nephi_6,0.7711163883137427,10,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",1 Nephi,6,1 Nephi 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,Ether_4,0.7674558339647909,11,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Ether,4,Ether 4,MP-2,MP-2_3Nephi_to_Moroni
OC-9,Jacob_1,0.7672340116400863,12,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Jacob,1,Jacob 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,Alma_37,0.7660245578603774,13,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,37,Alma 37,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Mosiah_4,0.7644865850321931,14,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Mosiah,4,Mosiah 4,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Words_of_Mormon_1,0.7637328783514087,15,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Words of Mormon,1,Words of Mormon 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,1_Nephi_10,0.7630083651676899,16,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",1 Nephi,10,1 Nephi 10,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,Alma_40,0.762983603752208,17,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Alma,40,Alma 40,MP-1,MP-1_Mosiah_Alma_Helaman
OC-9,Enos_1,0.762236061047679,18,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Enos,1,Enos 1,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-9,3_Nephi_21,0.7620794647680831,19,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",3 Nephi,21,3 Nephi 21,MP-2,MP-2_3Nephi_to_Moroni
OC-9,Moroni_7,0.7616516318789961,20,Oliver Cowdery,OC,OC-9,"Oliver Cowdery, Letter to Joseph Smith, December 28, 1829, The Joseph Smith Papers website, accessed June 20, 2024",Moroni,7,Moroni 7,MP-2,MP-2_3Nephi_to_Moroni
OC-10,2_Nephi_21,0.939146786230686,1,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,21,2 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_12,0.9298104456493214,2,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,12,2 Nephi 12,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_30,0.9239686237923032,3,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,30,2 Nephi 30,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_19,0.915900611460117,4,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,19,2 Nephi 19,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_20,0.9116926494058147,5,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,20,2 Nephi 20,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_17,0.9115787744703756,6,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,17,2 Nephi 17,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_15,0.9004143493805161,7,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,15,2 Nephi 15,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_27,0.8965775370890898,8,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,27,2 Nephi 27,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,3_Nephi_25,0.8923056213553562,9,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",3 Nephi,25,3 Nephi 25,MP-2,MP-2_3Nephi_to_Moroni
OC-10,Mosiah_3,0.8916148024158824,10,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",Mosiah,3,Mosiah 3,MP-1,MP-1_Mosiah_Alma_Helaman
OC-10,Alma_45,0.8909490779637547,11,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",Alma,45,Alma 45,MP-1,MP-1_Mosiah_Alma_Helaman
OC-10,Mosiah_14,0.8904216684925046,12,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",Mosiah,14,Mosiah 14,MP-1,MP-1_Mosiah_Alma_Helaman
OC-10,2_Nephi_28,0.8878466642418361,13,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,28,2 Nephi 28,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_26,0.883857556543042,14,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,26,2 Nephi 26,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,1_Nephi_21,0.8809510214415988,15,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",1 Nephi,21,1 Nephi 21,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,2_Nephi_24,0.8803376696516407,16,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,24,2 Nephi 24,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,Mormon_8,0.876027182051548,17,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",Mormon,8,Mormon 8,MP-2,MP-2_3Nephi_to_Moroni
OC-10,3_Nephi_20,0.8751021313106175,18,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",3 Nephi,20,3 Nephi 20,MP-2,MP-2_3Nephi_to_Moroni
OC-10,2_Nephi_6,0.8750414487185105,19,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",2 Nephi,6,2 Nephi 6,MP-3,MP-3_1Nephi_to_WordsOfMormon
OC-10,Ether_4,0.8750048136889949,20,Oliver Cowdery,OC,OC-10,"Blessing from Oliver Cowdery to Joseph Smith Jr., September 22, 1835; rep. H. Michael Marquardt, comp. Early Patriarchal Blessings of The Church of Jesus Christ of Latter-day Saints (Salt Lake City, UT: Smith-Pettit Foundation, 2007), 52",Ether,4,Ether 4,MP-2,MP-2_3Nephi_to_Moroni
OC-11,Alma_42,0.8846320447847028,1,Oliver Cowdery,OC,OC-11,"Oliver Cowdery, Letter to William Frye, 22 December 1835; rep. Oliver Cowdery, ""Egyptian Mummies,"" Messenger and Advocate 2, no. 3 (December 1835): 233–237",Alma,42,Alma 42,MP-1,MP-1_Mosiah_Alma_Helaman
