source_doc,target_doc,similarity,rank,source_corpus,source_book,source_chapter,source_header,author,author_code,short_name,chapter_original,chapter_title,target_corpus,target_source,target_book,target_chapter,target_section,target_genre,target_header
SR-30,2 Kings_10,0.8906198927743211,6,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,2 Kings,10,2 Kings,Narrative,2 Kings 10
SR-30,Mosiah_27,0.88640667031529,7,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-30,Alma_18,0.8832772450972382,8,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOM,BOM_1830,Alma,18,MP-1,Modern_Scripture,Alma 18
SR-30,DC_1835__097__section_102,0.8831621713057083,9,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",DC,DC_1835,Doctrine and Covenants,102,Section 102,Modern_Scripture,Section 102 (1835 Doctrine and Covenants)
SR-30,Alma_42,0.8812402653386971,10,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOM,BOM_1830,Alma,42,MP-1,Modern_Scripture,Alma 42
SR-30,Alma_30,0.8801296636527364,11,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOM,BOM_1830,Alma,30,MP-1,Modern_Scripture,Alma 30
SR-30,BOC_1833__Book_of_Commandments_59,0.8779637193205212,12,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOC,BOC_1833,Book of Commandments,59,BOC_59,Modern_Revelation,"[edit] A Revelation to the elders of the church, assembled on the land of Zion, given August, 1831."
SR-30,2 Kings_9,0.8736593953278894,13,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,2 Kings,9,2 Kings,Narrative,2 Kings 9
SR-30,1 Kings_18,0.8731589707758651,14,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,1 Kings,18,1 Kings,Narrative,1 Kings 18
SR-30,2_Nephi_9,0.8710470246601514,15,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOM,BOM_1830,2 Nephi,9,MP-3,Modern_Scripture,2 Nephi 9
SR-30,Mosiah_7,0.8705771641365483,16,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-30,2 Samuel_23,0.8701810496683589,17,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,2 Samuel,23,2 Samuel,Narrative,2 Samuel 23
SR-30,1 Samuel_9,0.8700328144660129,18,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,1 Samuel,9,1 Samuel,Narrative,1 Samuel 9
SR-30,2 Kings_5,0.8684834574408699,19,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,2 Kings,5,2 Kings,Narrative,2 Kings 5
SR-30,Isaiah_40,0.8663206667212838,20,JSO,Sidney Rigdon,30,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",Sidney Rigdon,SR,SR-30,7-4,"LDS Messenger and Advocate, Vol 2, No 4, Kirtland Ohio, January 1836",KJV,KJV,Isaiah,40,Isaiah_40_55,Prophetic,Isaiah 40
SR-31,DC_1835__107__section_128,0.9418899228131985,1,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-31,2_Nephi_9,0.9281301172685608,2,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,2 Nephi,9,MP-3,Modern_Scripture,2 Nephi 9
SR-31,Alma_30,0.9271918326161024,3,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,30,MP-1,Modern_Scripture,Alma 30
SR-31,Alma_42,0.9250748304720162,4,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,42,MP-1,Modern_Scripture,Alma 42
SR-31,Omni_1,0.9225452071896058,5,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Omni,1,MP-3,Modern_Scripture,Omni 1
SR-31,Alma_5,0.9219741945046168,6,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,5,MP-1,Modern_Scripture,Alma 5
SR-31,DC_1835__081__section_84,0.9182212368217517,7,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",DC,DC_1835,Doctrine and Covenants,84,Section 84,Modern_Scripture,Section 84 (1835 Doctrine and Covenants)
SR-31,1 Samuel_9,0.9174154322146961,8,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",KJV,KJV,1 Samuel,9,1 Samuel,Narrative,1 Samuel 9
SR-31,Alma_11,0.9173641932441085,9,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,11,MP-1,Modern_Scripture,Alma 11
SR-31,DC_1835__102__section_107,0.9128203027382359,10,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",DC,DC_1835,Doctrine and Covenants,107,Section 107,Modern_Scripture,Section 107 (1835 Doctrine and Covenants)
SR-31,2_Nephi_2,0.9111723177669865,11,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,2 Nephi,2,MP-3,Modern_Scripture,2 Nephi 2
SR-31,1_Nephi_15,0.9095892713357138,12,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,1 Nephi,15,MP-3,Modern_Scripture,1 Nephi 15
SR-31,BOC_1833__Book_of_Commandments_59,0.9081077807290876,13,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOC,BOC_1833,Book of Commandments,59,BOC_59,Modern_Revelation,"[edit] A Revelation to the elders of the church, assembled on the land of Zion, given August, 1831."
SR-31,DC_1835__056__section_58,0.907898392885967,14,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",DC,DC_1835,Doctrine and Covenants,58,Section 58,Modern_Scripture,Section 58 (1835 Doctrine and Covenants)
SR-31,Mosiah_23,0.9067264407963745,15,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Mosiah,23,MP-1,Modern_Scripture,Mosiah 23
SR-31,2 Kings_10,0.9063646591674801,16,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",KJV,KJV,2 Kings,10,2 Kings,Narrative,2 Kings 10
SR-31,Alma_55,0.9061365156480996,17,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,55,MP-1,Modern_Scripture,Alma 55
SR-31,Mormon_8,0.9053017075682771,18,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Mormon,8,MP-2,Modern_Scripture,Mormon 8
SR-31,Alma_26,0.9050354980507855,19,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,26,MP-1,Modern_Scripture,Alma 26
SR-31,Alma_22,0.904759332932535,20,JSO,Sidney Rigdon,31,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",Sidney Rigdon,SR,SR-31,7-5,"LDS Messenger and Advocate, Vol 2, No 5, Kirtland Ohio, February 1836",BOM,BOM_1830,Alma,22,MP-1,Modern_Scripture,Alma 22
SR-32,BOC_1833__Book_of_Commandments_16,0.9109251502332747,1,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOC,BOC_1833,Book of Commandments,16,BOC_16,Modern_Revelation,"[edit] A commandment of God and not of man to you, Martin, given (Manchester, New-York, March, 1830,) by him who is eternal:"
SR-32,DC_1835__107__section_128,0.9106464242893706,2,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-32,DC_1835__088__section_93,0.9082485333601974,3,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,93,Section 93,Modern_Scripture,Section 93 (1835 Doctrine and Covenants)
SR-32,2 Kings_22,0.9072445570046718,4,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",KJV,KJV,2 Kings,22,2 Kings,Narrative,2 Kings 22
SR-32,Alma_11,0.9050573123955761,5,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOM,BOM_1830,Alma,11,MP-1,Modern_Scripture,Alma 11
SR-32,Jeremiah_8,0.8997855756361408,6,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",KJV,KJV,Jeremiah,8,Jeremiah,Prophetic,Jeremiah 8
SR-32,BOC_1833__Book_of_Commandments_61,0.8965673354586022,7,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOC,BOC_1833,Book of Commandments,61,BOC_61,Modern_Revelation,"[edit] A Revelation to the elders of the church, given in Zion, August, 1831."
SR-32,Alma_40,0.8962359877834688,8,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOM,BOM_1830,Alma,40,MP-1,Modern_Scripture,Alma 40
SR-32,DC_1835__058__section_60,0.895859903552886,9,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,60,Section 60,Modern_Scripture,Section 60 (1835 Doctrine and Covenants)
SR-32,DC_1835__106__sections_125-126-127,0.8941823222814587,10,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,125,Sections 125-126-127,Modern_Scripture,"Sections 125, 126 & 127 (1835 Doctrine and Covenants)"
SR-32,DC_1835__070__section_72,0.8941458487753293,11,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,72,Section 72,Modern_Scripture,Section 72 (1835 Doctrine and Covenants)
SR-32,DC_1835__071__section_73,0.8930548738335364,12,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,73,Section 73,Modern_Scripture,Section 73 (1835 Doctrine and Covenants)
SR-32,1_Nephi_15,0.8914132534886755,13,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOM,BOM_1830,1 Nephi,15,MP-3,Modern_Scripture,1 Nephi 15
SR-32,1 Samuel_9,0.8900518392855157,14,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",KJV,KJV,1 Samuel,9,1 Samuel,Narrative,1 Samuel 9
SR-32,BOC_1833__Book_of_Commandments_24,0.8883659911068473,15,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOC,BOC_1833,Book of Commandments,24,BOC_24,Modern_Revelation,"[edit] The Articles and Covenants of the church of Christ, given in Fayette, New-York, June, 1830;"
SR-32,DC_1835__066__section_68,0.8876335471064684,16,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,68,Section 68,Modern_Scripture,Section 68 (1835 Doctrine and Covenants)
SR-32,DC_1835__081__section_84,0.8875616458034185,17,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,84,Section 84,Modern_Scripture,Section 84 (1835 Doctrine and Covenants)
SR-32,Omni_1,0.8858543471310263,18,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOM,BOM_1830,Omni,1,MP-3,Modern_Scripture,Omni 1
SR-32,Alma_5,0.885825528854195,19,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",BOM,BOM_1830,Alma,5,MP-1,Modern_Scripture,Alma 5
SR-32,DC_1835__059__section_61,0.8843402638559501,20,JSO,Sidney Rigdon,32,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",Sidney Rigdon,SR,SR-32,7-6,"LDS Messenger and Advocate, Vol 2, No 6, Kirtland Ohio, March 1836",DC,DC_1835,Doctrine and Covenants,61,Section 61,Modern_Scripture,Section 61 (1835 Doctrine and Covenants)
SR-33,DC_1835__018__section_20,0.935149321546086,1,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",DC,DC_1835,Doctrine and Covenants,20,Section 20,Modern_Scripture,Section 20 (1835 Doctrine and Covenants)
SR-33,DC_1835__107__section_128,0.9316160264392677,2,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-33,Mosiah_27,0.9307944691034646,3,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-33,Alma_11,0.9298288837997841,4,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Alma,11,MP-1,Modern_Scripture,Alma 11
SR-33,BOC_1833__Book_of_Commandments_24,0.9292165752445577,5,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOC,BOC_1833,Book of Commandments,24,BOC_24,Modern_Revelation,"[edit] The Articles and Covenants of the church of Christ, given in Fayette, New-York, June, 1830;"
SR-33,Mosiah_7,0.9214704977728525,6,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-33,2_Nephi_9,0.9195741998488021,7,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,2 Nephi,9,MP-3,Modern_Scripture,2 Nephi 9
SR-33,BOC_1833__Book_of_Commandments_59,0.917186540244834,8,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOC,BOC_1833,Book of Commandments,59,BOC_59,Modern_Revelation,"[edit] A Revelation to the elders of the church, assembled on the land of Zion, given August, 1831."
SR-33,DC_1835__097__section_102,0.9159901124767117,9,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",DC,DC_1835,Doctrine and Covenants,102,Section 102,Modern_Scripture,Section 102 (1835 Doctrine and Covenants)
SR-33,Alma_41,0.9123752591936027,10,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Alma,41,MP-1,Modern_Scripture,Alma 41
SR-33,Jarom_1,0.9120504129710348,11,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Jarom,1,MP-3,Modern_Scripture,Jarom 1
SR-33,Alma_42,0.9112851627331968,12,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Alma,42,MP-1,Modern_Scripture,Alma 42
SR-33,Alma_21,0.9094016330149911,13,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Alma,21,MP-1,Modern_Scripture,Alma 21
SR-33,2 Kings_10,0.9090304917279213,14,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",KJV,KJV,2 Kings,10,2 Kings,Narrative,2 Kings 10
SR-33,Mosiah_8,0.9077368176053373,15,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Mosiah,8,MP-1,Modern_Scripture,Mosiah 8
SR-33,Alma_30,0.9076408552775099,16,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Alma,30,MP-1,Modern_Scripture,Alma 30
SR-33,Mosiah_18,0.9075774187149503,17,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Mosiah,18,MP-1,Modern_Scripture,Mosiah 18
SR-33,Mosiah_29,0.903979348452681,18,JSO,Sidney Rigdon,33,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",Sidney Rigdon,SR,SR-33,7-7,"LDS Messenger and Advocate, Vol 2, No 7, Kirtland Ohio, April 1836",BOM,BOM_1830,Mosiah,29,MP-1,Modern_Scripture,Mosiah 29
