source_doc,target_doc,similarity,rank,source_corpus,source_book,source_chapter,source_header,author,author_code,short_name,chapter_original,chapter_title,target_corpus,target_source,target_book,target_chapter,target_section,target_genre,target_header
SR-15,Ezekiel_37,0.953644082915702,9,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Ezekiel,37,Ezekiel,Prophetic,Ezekiel 37
SR-15,3_Nephi_20,0.9512138086603169,10,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",BOM,BOM_1830,3 Nephi,20,MP-2,Modern_Scripture,3 Nephi 20
SR-15,Ezekiel_32,0.9497733221660987,11,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Ezekiel,32,Ezekiel,Prophetic,Ezekiel 32
SR-15,Jeremiah_32,0.948363185997838,12,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Jeremiah,32,Jeremiah,Prophetic,Jeremiah 32
SR-15,Ezekiel_43,0.9465837464799953,13,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Ezekiel,43,Ezekiel,Prophetic,Ezekiel 43
SR-15,Ezekiel_20,0.9464271088890064,14,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Ezekiel,20,Ezekiel,Prophetic,Ezekiel 20
SR-15,DC_1835__107__section_128,0.9461832439980686,15,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-15,Ezekiel_34,0.9460906965516804,16,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Ezekiel,34,Ezekiel,Prophetic,Ezekiel 34
SR-15,Isaiah_44,0.9457544414220634,17,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Isaiah,44,Isaiah_40_55,Prophetic,Isaiah 44
SR-15,Jeremiah_17,0.9456596312389689,18,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Jeremiah,17,Jeremiah,Prophetic,Jeremiah 17
SR-15,2_Nephi_30,0.9453329809988756,19,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",BOM,BOM_1830,2 Nephi,30,MP-3,Modern_Scripture,2 Nephi 30
SR-15,Ezekiel_12,0.944616302952024,20,JSO,Sidney Rigdon,15,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",Sidney Rigdon,SR,SR-15,3-13,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 6: Kirtland, OH March 1835) titled Millenium",KJV,KJV,Ezekiel,12,Ezekiel,Prophetic,Ezekiel 12
SR-16,Mosiah_27,0.9448565105950334,1,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-16,Alma_16,0.9401450243449425,2,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,16,MP-1,Modern_Scripture,Alma 16
SR-16,Mosiah_18,0.9332193946602693,3,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Mosiah,18,MP-1,Modern_Scripture,Mosiah 18
SR-16,Alma_50,0.9328235744686474,4,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,50,MP-1,Modern_Scripture,Alma 50
SR-16,Mosiah_23,0.9325822074457898,5,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Mosiah,23,MP-1,Modern_Scripture,Mosiah 23
SR-16,Alma_22,0.9317439001842418,6,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,22,MP-1,Modern_Scripture,Alma 22
SR-16,2 Kings_25,0.9313661845758764,7,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",KJV,KJV,2 Kings,25,2 Kings,Narrative,2 Kings 25
SR-16,Alma_47,0.9309249147405076,8,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,47,MP-1,Modern_Scripture,Alma 47
SR-16,Ether_13,0.9309238909226956,9,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Ether,13,MP-2,Modern_Scripture,Ether 13
SR-16,Alma_3,0.9304095125555669,10,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,3,MP-1,Modern_Scripture,Alma 3
SR-16,DC_1835__018__section_20,0.9302570204291872,11,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",DC,DC_1835,Doctrine and Covenants,20,Section 20,Modern_Scripture,Section 20 (1835 Doctrine and Covenants)
SR-16,Alma_27,0.9289809884506345,12,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,27,MP-1,Modern_Scripture,Alma 27
SR-16,Alma_43,0.9283771258736689,13,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,43,MP-1,Modern_Scripture,Alma 43
SR-16,Alma_51,0.9279940591709981,14,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,51,MP-1,Modern_Scripture,Alma 51
SR-16,DC_1835__102__section_107,0.9269109419663613,15,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",DC,DC_1835,Doctrine and Covenants,107,Section 107,Modern_Scripture,Section 107 (1835 Doctrine and Covenants)
SR-16,Mosiah_7,0.9255279578427034,16,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-16,DC_1835__097__section_102,0.9255232925882805,17,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",DC,DC_1835,Doctrine and Covenants,102,Section 102,Modern_Scripture,Section 102 (1835 Doctrine and Covenants)
SR-16,DC_1835__107__section_128,0.9252938031390052,18,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-16,2 Kings_23,0.9247635013846236,19,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",KJV,KJV,2 Kings,23,2 Kings,Narrative,2 Kings 23
SR-16,Alma_17,0.9246942663290013,20,JSO,Sidney Rigdon,16,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",Sidney Rigdon,SR,SR-16,3-14,"Series of 14 articles from LDS Messenger and Advocate (Vol I, 8: Kirtland, OH May 1835) titled Millenium",BOM,BOM_1830,Alma,17,MP-1,Modern_Scripture,Alma 17
SR-17,Alma_22,0.9572023502666706,1,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Alma,22,MP-1,Modern_Scripture,Alma 22
SR-17,DC_1835__102__section_107,0.9523560431615447,2,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",DC,DC_1835,Doctrine and Covenants,107,Section 107,Modern_Scripture,Section 107 (1835 Doctrine and Covenants)
SR-17,Alma_10,0.9513656928198927,3,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Alma,10,MP-1,Modern_Scripture,Alma 10
SR-17,Mosiah_7,0.9492895120887619,4,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-17,DC_1835__107__section_128,0.9491198158875214,5,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",DC,DC_1835,Doctrine and Covenants,128,Section 128,Modern_Scripture,Section 128 (1835 Doctrine and Covenants)
SR-17,DC_1835__083__sections_87-88,0.9483791448133982,6,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",DC,DC_1835,Doctrine and Covenants,87,Sections 87-88,Modern_Scripture,Sections 87 & 88 (1835 Doctrine and Covenants)
SR-17,Alma_30,0.9474717323447361,7,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Alma,30,MP-1,Modern_Scripture,Alma 30
SR-17,1 Kings_12,0.9458347598079606,8,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",KJV,KJV,1 Kings,12,1 Kings,Narrative,1 Kings 12
SR-17,DC_1835__081__section_84,0.9447634379061132,9,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",DC,DC_1835,Doctrine and Covenants,84,Section 84,Modern_Scripture,Section 84 (1835 Doctrine and Covenants)
SR-17,1_Nephi_17,0.9431785296440491,10,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,1 Nephi,17,MP-3,Modern_Scripture,1 Nephi 17
SR-17,2_Nephi_1,0.9428576330991121,11,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,2 Nephi,1,MP-3,Modern_Scripture,2 Nephi 1
SR-17,BOC_1833__Book_of_Commandments_59,0.942303090109059,12,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOC,BOC_1833,Book of Commandments,59,BOC_59,Modern_Revelation,"[edit] A Revelation to the elders of the church, assembled on the land of Zion, given August, 1831."
SR-17,Ether_2,0.9411054167254057,13,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Ether,2,MP-2,Modern_Scripture,Ether 2
SR-17,Alma_8,0.9408668446235283,14,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Alma,8,MP-1,Modern_Scripture,Alma 8
SR-17,Mosiah_27,0.940185380135893,15,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-17,Alma_9,0.9386087942284436,16,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Alma,9,MP-1,Modern_Scripture,Alma 9
SR-17,Jacob_5,0.9372305732896026,17,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Jacob,5,MP-3,Modern_Scripture,Jacob 5
SR-17,Mosiah_29,0.9368280257964653,18,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Mosiah,29,MP-1,Modern_Scripture,Mosiah 29
SR-17,DC_1835__096__section_101,0.9357397143417322,19,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",DC,DC_1835,Doctrine and Covenants,101,Section 101,Modern_Scripture,Section 101 (1835 Doctrine and Covenants)
SR-17,Mosiah_18,0.9356462220766214,20,JSO,Sidney Rigdon,17,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",Sidney Rigdon,SR,SR-17,4-1,"Series of 9 articles from Evening and Morning Star (Vol I, 11: Independence, MO April 1833) titled Gospel",BOM,BOM_1830,Mosiah,18,MP-1,Modern_Scripture,Mosiah 18
SR-18,Alma_17,0.9544160954020086,1,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,17,MP-1,Modern_Scripture,Alma 17
SR-18,Mosiah_27,0.9525962903379828,2,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Mosiah,27,MP-1,Modern_Scripture,Mosiah 27
SR-18,Alma_50,0.9512902824955546,3,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,50,MP-1,Modern_Scripture,Alma 50
SR-18,Alma_51,0.9466958634201579,4,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,51,MP-1,Modern_Scripture,Alma 51
SR-18,Alma_46,0.9453301412709175,5,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,46,MP-1,Modern_Scripture,Alma 46
SR-18,Alma_43,0.9448638633046594,6,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,43,MP-1,Modern_Scripture,Alma 43
SR-18,3_Nephi_1,0.9442383719457899,7,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,3 Nephi,1,MP-2,Modern_Scripture,3 Nephi 1
SR-18,Alma_49,0.9439943448760802,8,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,49,MP-1,Modern_Scripture,Alma 49
SR-18,Alma_27,0.9424349522160766,9,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,27,MP-1,Modern_Scripture,Alma 27
SR-18,Mosiah_18,0.9415210921642709,10,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Mosiah,18,MP-1,Modern_Scripture,Mosiah 18
SR-18,Mosiah_7,0.9404180855140379,11,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Mosiah,7,MP-1,Modern_Scripture,Mosiah 7
SR-18,DC_1835__018__section_20,0.9378894839950698,12,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",DC,DC_1835,Doctrine and Covenants,20,Section 20,Modern_Scripture,Section 20 (1835 Doctrine and Covenants)
SR-18,3_Nephi_4,0.9370367874573041,13,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,3 Nephi,4,MP-2,Modern_Scripture,3 Nephi 4
SR-18,Alma_1,0.9369445704880617,14,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,1,MP-1,Modern_Scripture,Alma 1
SR-18,Alma_16,0.9362786568424359,15,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,16,MP-1,Modern_Scripture,Alma 16
SR-18,Alma_62,0.9356947861296766,16,JSO,Sidney Rigdon,18,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",Sidney Rigdon,SR,SR-18,4-2,"Series of 9 articles from Evening and Morning Star (Vol II, 24: Kirtland, OH September 1834) titled Gospel",BOM,BOM_1830,Alma,62,MP-1,Modern_Scripture,Alma 62
