source_doc,short_name,source_header,target_corpus,votes,weighted_votes,mean_similarity,max_similarity,pct_votes,weighted_pct_votes
SR-37,SR-37,"Persecution. LDS Messenger and Advocate, Vol 3, No 4, Kirtland Ohio, January 1837",BOC,1,0.9328240294669182,0.9328240294669182,0.9328240294669182,0.05,0.05045736590609352
SR-38,SR-38,"Persecution. LDS Messenger and Advocate, Vol 3, No 6, Kirtland Ohio, March 1837",BOM,18,16.748405343683988,0.9304669635379994,0.943827802050008,0.9,0.9001283057930293
SR-38,SR-38,"Persecution. LDS Messenger and Advocate, Vol 3, No 6, Kirtland Ohio, March 1837",DC,1,0.9317757689145334,0.9317757689145334,0.9317757689145334,0.05,0.0500774686927628
SR-38,SR-38,"Persecution. LDS Messenger and Advocate, Vol 3, No 6, Kirtland Ohio, March 1837",BOC,1,0.9265055518413238,0.9265055518413238,0.9265055518413238,0.05,0.04979422551420797
SR-39,SR-39,"PROSPECTUS. LDS Messenger and Advocate, Vol 3, No 11, Kirtland Ohio, August 1837",BOM,14,12.750821352878047,0.9107729537770033,0.9227846035857911,0.7,0.6974465368741323
SR-39,SR-39,"PROSPECTUS. LDS Messenger and Advocate, Vol 3, No 11, Kirtland Ohio, August 1837",DC,5,4.601126639233139,0.9202253278466278,0.9380940341985463,0.25,0.2516731864906993
SR-39,SR-39,"PROSPECTUS. LDS Messenger and Advocate, Vol 3, No 11, Kirtland Ohio, August 1837",BOC,1,0.9302007873861294,0.9302007873861294,0.9302007873861294,0.05,0.050880276635168385
SR-4,SR-4,"Series of 14 articles from Evening and Morning Star (Vol II, 16: Kirtland, OH January 1834) titled Millenium",BOM,11,10.125884855897288,0.9205349868997535,0.933889121642733,0.55,0.5485590000351493
SR-4,SR-4,"Series of 14 articles from Evening and Morning Star (Vol II, 16: Kirtland, OH January 1834) titled Millenium",DC,5,4.650806397921965,0.9301612795843931,0.9396780762497935,0.25,0.25195247065399046
SR-4,SR-4,"Series of 14 articles from Evening and Morning Star (Vol II, 16: Kirtland, OH January 1834) titled Millenium",KJV,2,1.8446944370794296,0.9223472185397148,0.9282177223004612,0.1,0.09993435143451715
SR-4,SR-4,"Series of 14 articles from Evening and Morning Star (Vol II, 16: Kirtland, OH January 1834) titled Millenium",BOC,2,1.8376767896156532,0.9188383948078266,0.9246240045819933,0.1,0.09955417787634298
SR-40,SR-40,"Vol 1, No 1, Kirtland Ohio, October 1837",BOM,7,6.283518286238713,0.8976454694626732,0.9230844851713518,0.35,0.34940229323828914
SR-40,SR-40,"Vol 1, No 1, Kirtland Ohio, October 1837",KJV,7,6.2508079305609305,0.8929725615087043,0.8985650067252651,0.35,0.3475833961227214
SR-40,SR-40,"Vol 1, No 1, Kirtland Ohio, October 1837",DC,4,3.650353010273043,0.9125882525682607,0.9345057155645204,0.2,0.20298209614699272
SR-40,SR-40,"Vol 1, No 1, Kirtland Ohio, October 1837",BOC,2,1.7989413954554268,0.8994706977277134,0.9022089771717615,0.1,0.10003221449199666
SR-41,SR-41,"TO THE SAINTS ABROAD. Vol 1, No 4, Far West MO, August 1838",BOM,12,10.903968919359752,0.9086640766133127,0.9219555846982473,0.6,0.5978601933625135
SR-41,SR-41,"TO THE SAINTS ABROAD. Vol 1, No 4, Far West MO, August 1838",DC,5,4.615688044138554,0.9231376088277108,0.9361990699103538,0.25,0.25307630340638837
SR-41,SR-41,"TO THE SAINTS ABROAD. Vol 1, No 4, Far West MO, August 1838",BOC,2,1.8153660827081113,0.9076830413540556,0.9110889114752723,0.1,0.09953578602967511
SR-41,SR-41,"TO THE SAINTS ABROAD. Vol 1, No 4, Far West MO, August 1838",KJV,1,0.9033026366478579,0.9033026366478579,0.9033026366478579,0.05,0.04952771720142308
SR-42,SR-42,"Oration. July 4 1838, Far West, Caldwell County, MO by Mr. S. Rigdon",BOM,13,11.824131944417966,0.9095486111090743,0.9389202895422066,0.65,0.6482052889646482
SR-42,SR-42,"Oration. July 4 1838, Far West, Caldwell County, MO by Mr. S. Rigdon",DC,4,3.699912933467951,0.9249782333669877,0.9378570300135431,0.2,0.20283122206825874
SR-42,SR-42,"Oration. July 4 1838, Far West, Caldwell County, MO by Mr. S. Rigdon",BOC,2,1.8054917266465194,0.9027458633232597,0.9058177892555376,0.1,0.09897803000639616
SR-42,SR-42,"Oration. July 4 1838, Far West, Caldwell County, MO by Mr. S. Rigdon",KJV,1,0.9118016654841029,0.9118016654841029,0.9118016654841029,0.05,0.049985458960696984
SR-43,SR-43,"COMMUNICATIONS. May 27, 1838, Commerce",KJV,13,11.638052132658505,0.8952347794352696,0.9033766292186793,0.65,0.6495448437710255
SR-43,SR-43,"COMMUNICATIONS. May 27, 1838, Commerce",BOM,7,6.279189831871808,0.8970271188388297,0.9069788027286458,0.35,0.35045515622897444
SR-44,SR-44,"Editor of Wasp. Nauvoo, August 27, 1842",KJV,11,8.544781550665455,0.7767983227877686,0.7929008521735627,0.55,0.5511128977099986
SR-44,SR-44,"Editor of Wasp. Nauvoo, August 27, 1842",DC,5,3.86501226078473,0.773002452156946,0.7807895377534966,0.25,0.2492817509840096
SR-44,SR-44,"Editor of Wasp. Nauvoo, August 27, 1842",BOM,2,1.548901625908197,0.7744508129540985,0.7746419366921096,0.1,0.09989953028764276
SR-44,SR-44,"Editor of Wasp. Nauvoo, August 27, 1842",BOC,2,1.5458982423957963,0.7729491211978982,0.7788713748417689,0.1,0.09970582101834907
SR-45,SR-45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",BOM,17,15.615332103750585,0.9185489472794462,0.9347462151153594,0.85,0.8509382277681207
SR-45,SR-45,"Trial of Joseph Smith, Nauvoo Neighbor, July 26, 1843",KJV,3,2.735391361461673,0.9117971204872243,0.9134808782463413,0.15,0.14906177223187933
SR-5,SR-5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOM,14,12.780538976225026,0.9128956411589304,0.9223904866287789,0.7,0.6973324276445569
SR-5,SR-5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",DC,5,4.607510837486836,0.9215021674973672,0.9448747081231166,0.25,0.25139524426005944
SR-5,SR-5,"Series of 14 articles from Evening and Morning Star (Vol II, 17: Kirtland, OH February 1834) titled Millenium",BOC,1,0.9397067476673545,0.9397067476673545,0.9397067476673545,0.05,0.05127232809538358
SR-6,SR-6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",BOM,14,12.955638694290982,0.9254027638779274,0.9353945649335492,0.7,0.6954693395173795
SR-6,SR-6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",DC,4,3.7894565912713913,0.9473641478178478,0.964922205919163,0.2,0.20342114617804444
SR-6,SR-6,"Series of 14 articles from Evening and Morning Star (Vol II, 19: Kirtland, OH April 1834) titled Millenium",BOC,2,1.8835313959266193,0.9417656979633097,0.9562413608019066,0.1,0.1011095143045761
SR-7,SR-7,"Series of 14 articles from Evening and Morning Star (Vol II, 20: Kirtland, OH May 1834) titled Millenium",DC,7,6.560034099629174,0.9371477285184534,0.9452687322327712,0.35,0.3519625963482227
SR-7,SR-7,"Series of 14 articles from Evening and Morning Star (Vol II, 20: Kirtland, OH May 1834) titled Millenium",BOM,6,5.559569637825273,0.9265949396375455,0.9322928368270992,0.3,0.2982851208682502
