corpus_id,translation,corpus_family,source_family,edition,doc_id,doc_id_original,author,work,short_work,book,chapter,page_order,chapter_title,website_section_id,section_numbers,section_label,macro_genre,doc_unit,n_verses,min_verse,max_verse,n_words,text,source_url,cache_path
DC,1835,DC,DC_1835,1835,DC_1835__001__section_1,DC_1835__001__section_1,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,1,1,Section 1 (1835 Doctrine and Covenants),1,1,Section 1,Modern_Scripture,chapter,7,1,7,1070,"HEARKEN, O ye people of my church, saith the voice of Him who dwells on high, and whose eyes are upon all men; yea, verily I say, hearken ye people from afar, and ye that are upon the islands of the sea, listen together; for verily the voice of the Lord is unto all men, and there is none to escape, and there is no eye that shall not see, neither ear that shall not hear, neither heart that shall not be penetrated; and the rebellious shall be pierced with much sorrow, for their iniquities shall be spoken upon the house-tops, and their secret acts shall be revealed; and the voice of warning shall be unto all people, by the mouths of my disciples, whom I have chosen in these last days, and they shall go forth and none shall stay them, for I the Lord have commanded them. Behold, this is mine authority, and the authority of my servants, and my Preface unto the Book of my Commandments, which I have given them to publish unto you, O inhabitants of the earth. Wherefore fear and tremble, O ye people for what I the Lord have decreed, in them, shall be fulfilled. And verily, I say unto you, that they who go forth, bearing these tidings unto the inhabitants of the earth, to them is power given, to seal both on earth and in heaven, the unbelieving and rebellious; yea, verily, to seal them up unto the day when the wrath of God shall be poured out upon the wicked, without measure, unto the day when the Lord shall come to recompense unto every man according to his work, and measure to every man according to the measure which he has measured to his fellow man. Wherefore the voice of the Lord is unto the ends of the earth, that all that will hear may hear: Prepare ye, prepare ye for that which is to come, for the Lord is nigh; and the anger of the Lord is kindled, and his sword is bathed in heaven, and it shall fall upon the inhabitants of the earth; and the arm of the Lord shall be revealed; and the day cometh that they who will not hear the voice of the Lord, neither the voice of his servants, neither give heed to the words of the prophets and apostles, shall be cut off from among the people. For they have strayed from mine ordinances, and have broken mine everlasting covenant, they seek not the Lord to establish his righteousness, but every man walketh in his own way, and after the image of his own god, whose image is in the likeness of the world, and whose substance is that of an idol, which waxeth old and shall perish in Babylon, even Babylon the great, which shall fall. Wherefore I the Lord, knowing the calamity which should come upon the inhabitants of the earth, called upon my servant Joseph Smith jr. and spake unto him from heaven, and gave him commandments; and also gave commandments to others, that they should proclaim these things unto the world, and all this that it might be fulfilled, which was written by the prophets. The weak things of the world shall come forth and break down the mighty and strong ones; that man should not counsel his fellow man, neither trust in the arm of flesh, but that every man might speak in the name of God, the Lord, even the saviour of the world; that faith also might increase in the earth; that mine everlasting covenant might be established; that the fullness of my gospel might be proclaimed by the weak and the simple, unto the ends of the world, and before kings and rulers. Behold I am God and have spoken it. These commandments are of me, and were given unto my servants in their weakness, after the manner of their language, that they might come to understanding: and inasmuch as they erred, it might be made known. And inasmuch as they sought wisdom, they might be instructed; and inasmuch as they sinned, they might be chastened, that they might repent; and inasmuch as they were humble, they might be made strong, and blessed from on high, and receive knowledge from time to time: and after having received the record of the Nephites, yea, even my servant Joseph Smith jr. might have power to translate through the mercy of God, by the power of God, the book of Mormon. And also, those to whom these commandments were given, might have power to lay the foundation of this church, and to bring it forth out of obscurity, and out of darkness, the only true and living church upon the face of the whole earth, with which I the Lord am well pleased, speaking unto the church collectively and not individually, for I the Lord cannot look upon sin with the least degree of allowance. Nevertheless, he that repents and does the commandments of the Lord shall be forgiven, and he that repents not from him shall be taken even the light which he hath received, for my Spirit shall not always strive with man, saith the Lord of hosts. And again, verily I say unto you, O inhabitants of the earth, I the Lord am willing to make these things known unto all flesh, for I am no respecter of persons, and willeth that all men shall know that the day speedily cometh, the hour is not yet, but is nigh at hand, when peace shall be taken from the earth, and the devil shall have power over his own dominion; and also, the Lord shall have power over his saints, and shall reign in their midst, and shall come down in judgment upon Idumea, or the world. Search these commandments, for they are true and faithful, and the prophecies and promises which are in them, shall all be fulfilled. What I the Lord have spoken, I have spoken, and I excuse not myself, and though the heavens and the earth pass away, my word shall not pass away, but shall all be fulfilled, whether by mine own voice, or by the voice of my servants, it is the same: For behold, and lo, the Lord is God, and the Spirit beareth record, and the record is true, and the truth abideth forever and ever: Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-1/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_1.html
DC,1835,DC,DC_1835,1835,DC_1835__002__sections_2-3,DC_1835__002__sections_2-3,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,2,2,Sections 2 & 3 (1835 Doctrine and Covenants),2-3,"2,3",Sections 2-3,Modern_Scripture,chapter,6,1,6,610,"The works, and the designs, and the purposes of God can not be frustrated, neither can they come to nought, for God doth not walk in crooked paths; neither doth he turn to the right hand nor to the left, neither doth he vary from that which he hath said. Therefore his paths are strait, and his course is one eternal round. Remember, remember that it is not the work of God that is frustrated, but the work of men: for although a man may have many revelations, and have power to do many mighty works, yet, if he boasts in his own strength, and sets at nought the counsels of God, and follows after the dictates of his own will, and carnal desires, he must fall and incur the vengeance of a just God upon him. Behold, you have been entrusted with these things, but how strict were your commandments; and remember, also, the promises which were made to you, if you did not transgress them; and behold, how oft you have transgressed the commandments and the laws of God, and have gone on in the persuasions of men: for behold, you should not have feared man more than God, although men set at nought the counsels of God, and despise his words, yet you should have been faithful and he would have extended his arm, and supported you against all the fiery darts of the adversary; and he would have been with you in every time of trouble. Behold thou art Joseph, and thou wast chosen to do the work of the Lord, but because of transgression, if thou art not aware thou wilt fall, but remember God is merciful. Therefore, repent of that which thou hast done, which is contrary to the commandment which I gave you, and thou art still chosen, and art again called to the work; except thou do this, thou shalt be delivered up and become as other men, and have no more gift. And when thou delivered up that which God had given thee sight and power to translate, thou delivered up that which was sacred into the hands of a wicked man, who has set at nought the counsels of God, and has broken the most sacred promises, which were made before God, and has depended upon his own judgment, and boasted in his own wisdom, and this is the reason that thou hast lost thy privileges for a season, for thou hast suffered the counsel of thy director to be trampled upon from the beginning. Nevertheless, my work shall go forth, for inasmuch as the knowledge of a Saviour has come unto the world, through the testimony of the Jews, even so shall the knowledge of a Saviour come unto my people; and to the Nephites, and the Jacobites, and the Josephites, and the Zoramites, through the testimony of their fathers. And this testimony shall come to the knowledge of the Lamanites, and the Lemuelites, and the Ishmaelites, who dwindled in unbelief because of the iniquity of their fathers, whom the Lord has suffered to destroy their brethren, the Nephites, because of their iniquities, and their abominations. And for this very purpose are these plates preserved, which contain these records, that the promises of the Lord might be fulfilled, which he made to his people; and that the Lamanites might come to the knowledge of their fathers, and that they might know the promises of the Lord, and that they may believe the gospel and rely upon the merits of Jesus Christ, and be glorified through faith in his name; and that through their repentance they might be saved: Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-2-3/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_2-3.html
DC,1835,DC,DC_1835,1835,DC_1835__003__section_4,DC_1835__003__section_4,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,4,3,Section 4 (1835 Doctrine and Covenants),4,4,Section 4,Modern_Scripture,chapter,1,1,1,145,"Now behold, a marvellous work is about to come forth among the children of men, therefore, O ye that embark in the service of God, see that ye serve him with all your heart, might, mind and strength, that ye may stand blameless before God at the last day: Therefore, if ye have desires to serve God, ye are called to the work; for behold, the field is white already to harvest, and lo, he that thrusteth in his sickle with his might, the same layeth up in store that he perish not, but bringeth salvation to his soul, and faith, hope, charity, and love, with an eye single to the glory of God, qualifies him for the work. Remember faith, virtue, knowledge, temperance, patience, brotherly kindness, godliness, charity, humility, diligence. Ask, and ye shall receive, knock and it shall be opened unto you. Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-4/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_4.html
DC,1835,DC,DC_1835,1835,DC_1835__004__section_5,DC_1835__004__section_5,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,5,4,Section 5 (1835 Doctrine and Covenants),5,5,Section 5,Modern_Scripture,chapter,5,1,5,1139,"Behold I say unto you, that as my servant Martin Harris has desired a witness at my hand, that you, my servant Joseph Smith, jr., have got the plates of which you have testified and borne record that you have received of me. And now behold, this shall you say unto him, He who spake unto you said unto you, I the Lord am God, and have given these things unto you, my servant Joseph Smith, jr. and have commanded you that you shall stand as a witness of these things, and I have caused you that you should enter into a covenant with me that you should not show them except to those persons to whom I command you; and you have no power over them except I grant it unto you. And you have a gift to translate the plates; and this is the first gift that I bestowed upon you, and I have commanded that you should pretend to no other gift until my purpose is fulfilled in this; for I will grant unto you no other gift until it is finished. Verily I say unto you, that wo shall come unto the inhabitants of the earth if they will not hearken unto my words. For hereafter you shall be ordained and go forth and deliver my words unto the children of men. Behold if they will not believe my words, they would not believe you, my servant Joseph, if it were possible that you could show them all these things which I have committed unto you. O this unbelieving and stiffnecked generation, mine anger is kindled against them. Behold verily, I say unto you, I have reserved those things which I have entrusted unto you, my servant Joseph, for a wise purpose in me, and it shall be made known unto future generations; but this generation shall have my word through you; and in addition to your testimony, the testimony of three of my servants, whom I shall call and ordain, unto whom I will show these things. And they shall go forth with my words that are given through you, yea; they shall know of a surety that these things are true: for from heaven will I declare it unto them. I will give them power that they may behold and view these things as they are; and to none else will I grant this power, to receive this same testimony, among this generation, in this, the beginning of the rising up and the coming forth of my church out of the wilderness, clear as the moon and fair as the sun, and terrible as an army with banners. And the testimony of three witnesses will I send forth of my word; and behold whosoever believeth on my words, them will I visit with the manifestation of my Spirit and they shall be born of me, even of water and of the Spirit. And you must wait yet a little while, for ye are not yet ordained. And their testimony shall also go forth unto the condemnation of this generation if they harden their hearts against them. For a desolating scourge shall go forth among the inhabitants of the earth, and shall continue to be poured out, from time to time, if they repent not, until the earth is empty, and the inhabitants thereof are consumed away and utterly destroyed by the brightness of my coming. Behold, I tell you these things, even as I also told the people of the destruction of Jerusalem, and my word shall be verified at this time as it hath hitherto been verified. And now I command you, my servant Joseph, to repent and walk more uprightly before me, and to yield to the persuasions of men no more; and that you be firm in keeping the commandments wherewith I have commanded you; and if you do this, behold I grant unto you eternal life, even if you should be slain. And now again I speak unto you, my servant Joseph, concerning the man that desires the witness. Behold I say unto him he exalts himself and does not humble himself sufficiently before me. But if he will bow down before me, and humble himself in mighty prayer and faith, in the sincerity of his heart, then will I grant unto him a view of the things which he desires to see. And then he shall say unto the people of this generation, behold, I have seen the things which the Lord hath shown unto Joseph Smith, jr, and I know of a surety that they are true, for I have seen them: for they have been shown unto me by the power of God and not of man. And I the Lord command him, my servant Martin Harris, that he shall say no more unto them concerning these things, except he shall say, I have seen them, and they have been shown unto me by the power of God. And these are the words which he shall say. But if he deny this he will break the covenant which he has before covenanted with me, and behold, he is condemned. And now except he humble himself and acknowledge unto me the things that he has done which are wrong, and covenant with me that he will keep my commandments, and exercise faith in me, behold, I say unto him, he shall have no such views, for I will grant unto him no views of the things of which I have spoken. And if this be the case, I command you, my servant Joseph, that you shall say unto him, that he shall do no more, nor trouble me any more concerning this matter. And if this be the case, behold I say unto thee Joseph, when thou hast translated a few more pages thou shalt stop for a season, even until I command thee again: then thou mayest translate again. And except thou do this, behold, thou shalt have no more gift, and I will take away the things which I have entrusted with thee. And now because I foresee the lying in wait to destroy thee. Yea, I foresee that if my servant Martin Harris humbleth not himself and receive a witness from my hand, that he will fall into transgression; and there are many that lie in wait to destroy thee from off the face of the earth, and for this cause, that thy days may be prolonged, I have given unto thee these commandments; yea, for this cause I have said, stop and stand still until I command thee, and I will provide means whereby thou mayest accomplish the thing which I have commanded thee; and if thou art faithful in keeping my commandments, thou shalt be lifted up at the last day. Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-5/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_5.html
DC,1835,DC,DC_1835,1835,DC_1835__005__section_6,DC_1835__005__section_6,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,6,5,Section 6 (1835 Doctrine and Covenants),6,6,Section 6,Modern_Scripture,chapter,16,1,16,1107,"A great and marvellous work is about to come forth unto the children of men. Behold I am God, and give heed unto my word, which is quick and powerful, sharper than a two edged sword, to the dividing asunder of both joints and marrow. Therefore give heed unto my words. Behold, the field is white already to harvest, therefore whoso desireth to reap, let him thrust in his sickle with his might and reap while the day lasts, that he may treasure up for his soul everlasting salvation in the kingdom of God. Yea, whosoever will thrust in his sickle and reap the same is called of God; therefore, if you will ask of me you shall receive; if you will knock it shall be opened unto you. Now as you have asked, behold I say unto you, keep my commandments, and seek to bring forth and establish the cause of Zion. Seek not for riches but for wisdom, and behold the mysteries of God shall be unfolded unto you, and then shall you be made rich. Behold he that hath eternal life is rich. Verily, verily I say unto you, even as you desire of me so it shall be unto you; and, if you desire, you shall be the means of doing much good in this generation. Say nothing but repentance unto this generation; keep my commandments and assist to bring forth my work according to my commandments, and you shall be blessed. Behold thou hast a gift, and blessed art thou because of thy gift. Remember it is sacred and cometh from above; and if thou wilt inquire, thou shalt know mysteries which are great and marvellous. Therefore thou shalt exercise thy gift, that thou mayest find out mysteries, that thou mayest bring many to the knowledge of the truth; yea, convince them of the error of their ways. Make not thy gift known unto any, save it be those who are of thy faith. Trifle not with sacred things. If thou wilt do good, yea and hold out faithful to the end, thou shalt be saved in the kingdom of God, which is the greatest of all the gifts of God; for there is no gift greater than the gift of salvation. Verily, verily I say unto thee, blessed art thou for what thou hast done, for thou hast inquired of me, and behold as often as thou hast inquired, thou hast received instruction of my Spirit. If it had not been so, thou wouldst not have come to the place where thou art at this time. Behold thou knowest that thou hast inquired of me, and I did enlighten thy mind; and now I tell thee these things, that thou mayest know that thou hast been enlightened by the Spirit of truth; yea, I tell thee, that thou mayest know that there is none else save God, that knowest thy thoughts and the intents of thy heart. I tell thee these things as a witness unto thee, that the words or the work which thou hast been writing is true. Therefore be diligent, stand by my servant Joseph faithfully in whatsoever difficult circumstances he may be, for the word’s sake. Admonish him in his faults and also receive admonition of him. Be patient; be sober; be temperate; have patience, faith, hope and charity. Behold thou art Oliver, and I have spoken unto thee because of thy desire, therefore, treasure up these words in thy heart. Be faithful and diligent in keeping the commandments of God, and I will encircle thee in the arms of my love. Behold I am Jesus Christ, the Son of God. I am the same that came unto my own, and my own received me not. I am the light which shineth in darkness, and the darkness comprehendeth it not. Verily, verily I say unto you, if you desire a further witness, cast your mind upon the night that you cried unto me in your heart, that you might know concerning the truth of these things; did I not speak peace to your mind concerning the matter? What greater witness can you have than from God? And now behold, you have received a witness, for if I have told you things which no man knoweth, have you not received a witness? And, behold I grant unto you a gift if you desire of me, to translate even as my servant Joseph. Verily, verily I say unto you, that there are records which contain much of my gospel, which have been kept back because of the wickedness of the people; and now I command you, that if you have good desires, a desire to lay up treasures for yourself in heaven, then shall you assist in bringing to light, with your gift, those parts of my scriptures which have been hidden because of iniquity. And now behold I give unto you, and also unto my servant Joseph, the keys of this gift, which shall bring to light this ministry; and in the mouth of two or three witnesses, shall every word be established. Verily, verily I say unto you, if they reject my words, and this part of my gospel and ministry, blessed are ye, for they can do no more unto you than unto me; and if they do unto you, even as they have done unto me, blessed are ye, for you shall dwell with me in glory. But if they reject not my words, which shall be established by the testimony which shall be given, blessed are they; and then shall ye have joy in the fruit of your labours. Verily, verily I say unto you, as I said unto my disciples, where two or three are gathered together in my name, as touching one thing, behold there will I be in the midst of them. Even so am I in the midst of you. Fear not to do good my sons, for whatsoever ye sow, that shall ye also reap; therefore, if ye sow good, ye shall also reap good for your reward. Therefore fear not, little flock, do good, let earth and hell combine against you, for if ye are built upon my Rock, they cannot prevail. Behold I do not condemn you, go your ways and sin no more: perform with soberness the work which I have commanded you: look unto me in every thought, doubt not, fear not: behold the wounds which pierced my side, and also the prints of the nails in my hands and feet: be faithful; keep my commandments, and ye shall inherit the kingdom of heaven. Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-6/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_6.html
DC,1835,DC,DC_1835,1835,DC_1835__006__section_7,DC_1835__006__section_7,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,7,6,Section 7 (1835 Doctrine and Covenants),7,7,Section 7,Modern_Scripture,chapter,3,1,3,253,"And the Lord said unto me, John my beloved, what desirest thou? For if ye you shall ask what you will, it shall be granted unto you. And I said unto him, Lord, give unto me power over death, that I may live and bring souls unto thee. And the Lord said unto me, Verily, verily I say unto thee, because thou desirest this thou shalt tarry until I come in my glory, and shall prophesy before nations, kindred’s, tongues and people. And for this cause, the Lord said unto Peter, if I will that he tarry till I come, what is that to thee? For he desiredst of me that he might bring souls unto me; but thou desiredst that thou might speedily come unto me in my kingdom. I say unto thee, Peter, this was a good desire, but my beloved has desired that he might do more, or a greater work, yet among men than what he has before done; yea, he has undertaken a greater work; therefore, I will make him as flaming fire and a ministering angel: he shall minister for those who shall be heirs of salvation who dwell on the earth; and I will make thee to minister for him and for thy brother James: and unto you three I will give this power and the keys of this ministry until I come. Verily I say unto you, ye shall both have according to your desires, for ye both joy in that which ye have desired.",https://doctrineandcovenants.com/sections/1835dcs/section-7/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_7.html
DC,1835,DC,DC_1835,1835,DC_1835__007__section_8,DC_1835__007__section_8,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,8,7,Section 8 (1835 Doctrine and Covenants),8,8,Section 8,Modern_Scripture,chapter,3,1,3,389,"Oliver Cowdery, verily, verily I say unto you, that assuredly as the Lord liveth, who is your God and your Redeemer, even so surely shall you receive a knowledge of whatsoever things you shall ask in faith, with an honest heart, believing that you shall receive a knowledge concerning the engravings of old records, which are ancient, which contain those parts of my scripture of which has been spoken, by the manifestation of my Spirit; yea, behold I will tell you in your mind and in your heart by the Holy Ghost, which shall come upon you and which shall dwell in your heart. Now, behold, this is the spirit of revelation. Behold this is the spirit by which Moses brought the children of Israel through the Red sea on dry ground: therefore, this is thy gift; apply unto it and blessed art thou, for it shall deliver you out of the hands of your enemies, when, if it were not so, they would slay you and bring your soul to destruction. O remember, these words and keep my commandments. Remember, this is your gift. Now this is not all, thy gift; for you have another gift, which is the gift of Aaron; behold it has told you many things: behold there is no other power save the power of God, that can cause this gift of Aaron to be with you. Therefore, doubt not, for it is the gift of God; and you shall hold it in your hands, and do marvellous works; and no power shall be able to take it away out of your hands, for it is the work of God. And therefore whatsoever you shall ask me to tell you by that means, that will I grant unto you, and you shall have knowledge concerning it. Remember that without faith you can do nothing; therefore ask in faith. Trifle not with these things. Do not ask for that which you ought not. Ask that you may know the mysteries of God, and that you may translate and receive knowledge from all those ancient records, which have been hid up, that are sacred, and according to your faith shall it be done unto you. Behold it is I that have spoken it, and I am the same that spake unto you from the beginning. Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-8/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_8.html
DC,1835,DC,DC_1835,1835,DC_1835__008__section_9,DC_1835__008__section_9,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,9,8,Section 9 (1835 Doctrine and Covenants),9,9,Section 9,Modern_Scripture,chapter,5,1,5,396,"Behold I say unto you, my son, that, because you did not translate according to that which you desired of me, and did commence again to write for my servant Joseph Smith, jr., even so I would that ye should continue until you have finished this record, which I have entrusted unto him: and then behold, other records have I, that I will give unto you power that you may assist to translate. Be patient my son, for it is wisdom in me, and it is not expedient that you should translate at this present time. Behold, the work which you are called to do, is to write for my servant Joseph; and behold it is because that you did not continue as you commenced, when you began to translate, that I have taken away this privilege from you. Do not murmur my son, for it is wisdom in me that I have dealt with you after this manner. Behold you have not understood, you have supposed that I would give it unto you, when you took no thought, save it was to ask me; but behold I say unto you, that you must study it out in your mind; then you must ask me if it be right, and if it is right, I will cause that your bosom shall burn within you. Therefore, you shall feel that it is right; but if it be not right, you shall have no such feelings, but you shall have a stupor of thought, that shall cause you to forget the thing which is wrong: therefore, you cannot write that which is sacred, save it be given you from me. Now if you had known this, you could have translated. Nevertheless, it is not expedient that you should translate now. Behold it was expedient when you commenced, but you feared and the time is past, and it is not expedient now. For, do you not behold that I have given unto my servant Joseph sufficient strength, whereby it is made up? And neither of you have I condemned. Do this thing which I have commanded you, and you shall prosper. Be faithful, and yield to no temptation. Stand fast in the work wherewith I have called you, and a hair of your head shall not be lost, and you shall be lifted up at the last day. Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-9/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_9.html
DC,1835,DC,DC_1835,1835,DC_1835__009__section_10,DC_1835__009__section_10,NA,Doctrine and Covenants,DC_1835,Doctrine and Covenants,10,9,Section 10 (1835 Doctrine and Covenants),10,10,Section 10,Modern_Scripture,chapter,18,1,18,1937,"Now, behold I say unto you, that because you delivered up those writings which you had power given unto you to translate, by the means of the Urim and Thummim, into the hands of a wicked man, you have lost them; and you also lost your gift at the same time, and your mind became darkened; nevertheless, it is now restored unto you again, therefore see that you are faithful and continue on unto the finishing of the remainder of the work of translation as you have begun: do not run faster or labor more than you have strength and means provided to enable you to translate; but be diligent unto the end. Pray always, that you may come off conqueror; yea, that you may conquer Satan and that you may escape the hands of the servants of Satan that do uphold his work. Behold, they have sought to destroy you; yea, even the man in whom you have trusted, has sought to destroy you. And for this cause I said, that he is a wicked man, for he has sought to take away the things wherewith you have been entrusted; and he has also sought to destroy your gift, and because you have delivered the writings into his hands, behold wicked men have taken them from you. Therefore, you have delivered them up; yea, that which was sacred unto wickedness. And behold Satan has put it into their hearts to alter the words which you have caused to be written, or which you have translated, which have gone out of your hands; and behold I say unto you, that because they have altered the words, they read contrary from that which you translated and caused to be written; and on this wise, the devil has sought to lay a cunning plan, that he may destroy this work; for he has put it into their hearts to do this, that by lying they may say they have caught you in the words which you have pretended to translate. Verily I say unto you, that I will not suffer that Satan shall accomplish his evil design in this thing, for behold he has put it into their hearts to get thee to tempt the Lord thy God, in asking to translate it over again; and then behold they say and think in their hearts, we will see if God has given him power to translate, if so, he will also give him power again; and if God giveth him power again, or if he translate again, or in other words, if he bringeth forth the same words, behold we have the same with us, and we have altered them. Therefore, they will not agree, and we will say that he has lied in his words, and that he has no gift, and that he has no power. Therefore, we will destroy him, and also the work and we will do this that we may not be ashamed in the end, and that we may get glory of the world. Verily, verily I say unto you, that Satan has great hold upon their hearts; he stirreth them up to iniquity against that which is good, and their hearts are corrupt, and full of wickedness and abominations, and they love darkness rather than light, because their deeds are evil: therefore they will not ask of me. Satan stirreth them up, that he may lead their souls to destruction. And thus he has laid a cunning plan, thinking to destroy the work of God, but I will require this at their hands, and it shall turn to their shame and condemnation in the Day of Judgment. Yea, he stirreth up their hearts to anger against this work; yea, he saith unto them, Deceive and lie in wait to catch, that ye may destroy: behold, this is no harm, and thus he flattereth them and telleth them that it is no sin to lie, that they may catch a man in a lie, that they may destroy him, and thus he flattereth them, and leadeth them along until he draggeth their souls down to hell; and thus he causeth them to catch themselves in their own snare; and thus he goeth up and down, to and fro in the earth, seeking to destroy the souls of men. Verily, verily I say unto you, wo be unto him that lieth to deceive, because he supposes that another lieth to deceive, for such are not exempt from the justice of God. Now, behold they have altered those words, because Satan saith unto them, He hath deceived you: and thus he flattereth them away to do iniquity, to get thee to tempt the Lord thy God. Behold I say unto you, that you shall not translate again those words which have gone forth out of your hands; for behold they shall not accomplish their evil designs in lying against those words. For, behold, if you should bring forth the same words they will say that you have lied; that you have pretended to translate, but that you have contradicted yourself. And behold they will publish this, and Satan will harden the hearts of the people to stir them up to anger against you, that they will not believe my words. Thus Satan thinketh to overpower your testimony in this generation, that the work may not come forth in this generation. But behold here is wisdom, and because I show unto you wisdom, and give you commandments concerning these things, what you shall do, show it not unto the world until you have accomplished the work of translation. Marvel not that I said unto you, here is wisdom, show it not unto the world, for I said; show it not unto the world, that you may be preserved. Behold I do not say that you shall not show it unto the righteous; but as you cannot always judge the righteous, or as you cannot always tell the wicked from the righteous: therefore, I say unto you, hold your peace until I shall see fit to make all things known unto the world concerning the matter. And now, verily I say unto you, that an account of those things that you have written, which have gone out of your hands, are engraven upon the plates of Nephi. Yea, and you remember, it was said in those writings that a more particular account was given of these things upon the plates of Nephi. And now, because the account which is engraven upon the plates of Nephi is more particular concerning the things, which in my wisdom I would bring to the knowledge of the people in this account. Therefore, you shall translate the engravings which are on the plates of Nephi, down even till you come to the reign of king Benjamin, or until you come to that which you have translated, which you have retained; and behold, you shall publish it as the record of Nephi, and thus I will confound those who have altered my words. I will not suffer that they shall destroy my work; yea, I will show unto them that my wisdom is greater than the cunning of the devil. Behold, they have only got a part, or an abridgment of the account of Nephi. Behold there are many things engraven upon the plates of Nephi, which do throw greater views upon my gospel: therefore, it is wisdom in me, that you should translate this first part of the engravings of Nephi, and send forth in this work. And behold, all the remainder of this work, does contain all those parts of my gospel which my holy prophets, yea, and also my disciples desired in their prayers, should come forth unto this people. And I said unto them, that it should be granted unto them according to their faith in their prayers; yea, and this was their faith, that my gospel, which I gave unto them, that they might preach in their days, might come unto their brethren, the Lamanites, and also, all that had become Lamanites because of their dissensions. Now this is not all, their faith in their prayers were, that this gospel should be made known also, if it were possible that other nations should possess this land; and thus they did leave a blessing upon this land in their prayers, that whosoever should believe in this gospel, in this land, might have eternal life; yea, that it might be free unto all of whatsoever nation, kindred, tongue, or people they may be. And now, behold, according to their faith in their prayers will I bring this part of my gospel to the knowledge of my people. Behold, I do not bring it to destroy that which they have received, but to build it up. And for this cause have I said, if this generation harden not their hearts, I will establish my church among them. Now I do not say this to destroy my church, but I say this to build up my church. Therefore, whosoever belongeth to my church need not fear, for such shall inherit the kingdom of heaven. but it is they who do not fear me, neither keep my commandments, but buildeth up churches unto themselves, to get gain; yea, and all those that do wickedly and buildeth up the kingdom of the devil; yea, verily, verily I say unto you, that it is they that I will disturb, and cause to tremble and shake to the centre. Behold, I am Jesus Christ, the Son of God: I came unto my own, and my own received me not. I am the light which shineth in darkness, and the darkness comprehendeth it not. I am he who said other sheep have I which are not of this fold, unto my disciples, and many there were that understood me not. And I will show unto this people, that I had other sheep, and that they were a branch of the house of Jacob. And I will bring to light their marvellous works, which they did in my name. yea, and I will also bring to light my gospel, which was ministered unto them, and behold, they shall not deny that which you have received, but they shall build it up, and shall bring to light the true points of my doctrine, yea, and the only doctrine which is in me; and this I do, that I may establish my gospel, that there may not be so much contention: yea, Satan doth stir up the hearts of the people to contention, concerning the points of my doctrine; and in these things they do err, for they do wrest the scriptures, and do not understand them. Therefore, I will unfold unto them this great mystery, for behold, I will gather them as a hen gathereth her chickens under her wings, if they will not harden their hearts. Yea, if they will come, they may, and partake of the waters of life freely. Behold this is my doctrine: whosoever repenteth and cometh unto me, the same is my church. Whosoever declareth more or less than this, the same is not of me, but is against me: therefore, he is not of my church. And now, behold whosoever is of my church, and endureth of my church to the end, him will I establish upon my Rock, and the gates of hell shall not prevail against them. And now, remember the words of him who is the life and light of the world, your Redeemer, your Lord and your God. Amen.",https://doctrineandcovenants.com/sections/1835dcs/section-10/,C:\-git-\MonteShaffer\rml-bomo\nlp\R-package\stylometryEnsemble_with_notebooks\stylometryEnsemble/data/raw/dc_1835/html/sections_10.html
