corpus_id,doc_id,feature_set,neighbor_section,top5_count,similarity_sum,weighted_similarity_sum
KJV,1 Kings_9,char3,1 Kings,6,4.642305363246767,17.5153549998324
KJV,1 Kings_9,char4,1 Kings,5,3.3339215799155606,11.400399566163225
KJV,1 Kings_9,function_words,2 Kings,3,2.158910560581596,7.078497926969472
KJV,1 Kings_9,pos3,1 Kings,4,3.581117476192418,8.96466430151051
KJV,1 Kings_9,word3,Psalms,5,4.085648488137971,12.305395478070267
KJV,1 Samuel_1,char3,1 Kings,4,2.7577407086659944,8.876164804837043
KJV,1 Samuel_1,char4,Psalms,5,3.4158825992611677,10.369303629096432
KJV,1 Samuel_1,function_words,1 Kings,4,2.372010314337737,9.996514377248126
KJV,1 Samuel_1,pos3,1 Samuel,4,3.3223814887065775,10.605346722073527
KJV,1 Samuel_1,word3,Psalms,5,4.184354409819339,12.60019581928663
KJV,1 Samuel_10,char3,1 Samuel,3,2.383072462407852,10.181145471235077
KJV,1 Samuel_10,char4,Psalms,4,2.856216802303211,10.070939083125563
KJV,1 Samuel_10,function_words,2 Kings,5,3.4804707099861156,9.003112634094919
KJV,1 Samuel_10,pos3,1 Samuel,4,2.750977190067113,9.96294856126793
KJV,1 Samuel_10,word3,Psalms,5,4.1095124453235465,12.37685987386871
KJV,1 Samuel_11,char3,1 Samuel,5,3.4264492552689796,11.470473692851597
KJV,1 Samuel_11,char4,Psalms,5,3.5894808561978913,10.890198625225532
KJV,1 Samuel_11,function_words,1 Samuel,3,2.5359365090808823,11.712163017388795
KJV,1 Samuel_11,pos3,2 Samuel,3,2.2405430401166777,8.125019294735928
KJV,1 Samuel_11,word3,Psalms,5,4.091998418482179,12.324560333487216
KJV,1 Samuel_12,char3,Jeremiah,6,4.240120386416138,14.998788566807685
KJV,1 Samuel_12,char4,Psalms,5,3.5960394372569757,10.913866622514577
KJV,1 Samuel_12,function_words,Jeremiah,6,4.0357208401225835,10.761631672123167
KJV,1 Samuel_12,pos3,Jeremiah,5,3.483823008337778,10.088283734109835
KJV,1 Samuel_12,word3,Psalms,5,4.181096954031738,12.589776828132612
KJV,1 Samuel_13,char3,1 Samuel,9,6.642290599917506,20.1198224281789
KJV,1 Samuel_13,char4,1 Samuel,6,4.0359962569970955,12.957267767485902
KJV,1 Samuel_13,function_words,2 Kings,6,3.8068950577389415,12.51531817815021
KJV,1 Samuel_13,pos3,1 Samuel,5,3.8182324554683005,12.120792304945468
KJV,1 Samuel_13,word3,Psalms,5,4.092735508119859,12.326285381791145
KJV,1 Samuel_14,char3,1 Samuel,6,4.44740798115116,14.313972501121505
KJV,1 Samuel_14,char4,1 Samuel,5,3.41128171828635,9.069367886042462
KJV,1 Samuel_14,function_words,1 Samuel,5,3.8878448172550284,10.746497401148668
KJV,1 Samuel_14,pos3,2 Samuel,2,1.7561990884478162,6.17195765678687
KJV,1 Samuel_14,word3,Psalms,5,4.057274579787289,12.218549739152847
KJV,1 Samuel_15,char3,1 Samuel,4,3.0716071850072835,7.268157491004399
KJV,1 Samuel_15,char4,Psalms,4,2.8393017522436006,10.016967393829962
KJV,1 Samuel_15,function_words,2 Samuel,3,2.4668152608435325,9.789022215840234
KJV,1 Samuel_15,pos3,1 Kings,2,1.789545318382321,6.274930200682292
KJV,1 Samuel_15,word3,Psalms,6,4.605376646826009,14.27813255829484
KJV,1 Samuel_16,char3,1 Samuel,6,4.1596779167016065,15.541960793147267
KJV,1 Samuel_16,char4,Psalms,5,3.5105818754818285,10.647212949523668
KJV,1 Samuel_16,function_words,1 Kings,4,2.5994254469339837,10.916392171308193
KJV,1 Samuel_16,pos3,2 Samuel,4,3.187097050530289,9.043947154292315
KJV,1 Samuel_16,word3,Psalms,5,4.170411499994634,12.559942475427793
KJV,1 Samuel_17,char3,1 Samuel,6,4.69516627608017,12.989226949282015
KJV,1 Samuel_17,char4,1 Samuel,4,2.7562590450984903,6.915903802854082
KJV,1 Samuel_17,function_words,2 Kings,4,2.697985670175859,10.67083683509773
KJV,1 Samuel_17,pos3,1 Samuel,4,3.4690245383830827,12.170919812300076
KJV,1 Samuel_17,word3,Psalms,5,4.021042293118813,12.110934285791485
KJV,1 Samuel_18,char3,1 Samuel,8,5.7682296271713165,19.10535650506711
KJV,1 Samuel_18,char4,1 Samuel,5,3.2747770182451155,9.961458780064083
KJV,1 Samuel_18,function_words,1 Samuel,4,2.95295867529203,11.79451014828665
KJV,1 Samuel_18,pos3,1 Samuel,4,2.9862242857578956,12.268226058505823
KJV,1 Samuel_18,word3,Psalms,5,4.035822095419797,12.156580192484226
KJV,1 Samuel_19,char3,1 Samuel,6,4.2487277027861365,17.068547729949927
KJV,1 Samuel_19,char4,1 Samuel,6,3.678838470518966,11.313151945421449
KJV,1 Samuel_19,function_words,1 Samuel,5,3.8477281773189276,14.480755306760134
KJV,1 Samuel_19,pos3,1 Samuel,5,3.8257917403190342,13.315166957921925
KJV,1 Samuel_19,word3,Psalms,5,4.055440317105839,12.215434857542354
KJV,1 Samuel_2,char3,Jeremiah,6,4.163366437428701,11.325572392203064
KJV,1 Samuel_2,char4,Psalms,4,2.8483411292333014,8.645741906610015
KJV,1 Samuel_2,function_words,1 Kings,4,2.656855689126745,9.144879317556695
KJV,1 Samuel_2,pos3,2 Kings,5,3.637987487220342,9.422695877133524
KJV,1 Samuel_2,word3,Psalms,6,4.372203359467235,13.165408213167684
KJV,1 Samuel_20,char3,1 Kings,3,2.055131996658444,9.684964140428956
KJV,1 Samuel_20,char4,Psalms,4,2.7823057779255542,8.456662432118577
KJV,1 Samuel_20,function_words,2 Samuel,3,2.004198688232982,7.95931644071844
KJV,1 Samuel_20,pos3,1 Samuel,5,4.040621383183181,10.452799338337256
KJV,1 Samuel_20,word3,Psalms,5,4.052076454903238,12.202517574591376
KJV,1 Samuel_21,char3,1 Samuel,6,4.257952652890018,15.411668724134323
KJV,1 Samuel_21,char4,Psalms,5,3.529385198119864,10.707815169098541
KJV,1 Samuel_21,function_words,1 Samuel,3,2.7905496515114967,8.37683183041311
KJV,1 Samuel_21,pos3,2 Kings,3,2.2392771116151557,8.7554852605069
KJV,1 Samuel_21,word3,Psalms,5,4.163206985555423,12.538734862891104
KJV,1 Samuel_22,char3,1 Kings,5,3.753353648125133,12.74249991246942
KJV,1 Samuel_22,char4,Psalms,5,3.5796003575657775,10.858918110302188
KJV,1 Samuel_22,function_words,2 Samuel,6,4.931155788531708,16.43693313082549
KJV,1 Samuel_22,pos3,1 Samuel,2,1.7079094799131804,6.839391729198783
KJV,1 Samuel_22,word3,Psalms,5,4.097108322832727,12.340243165331422
KJV,1 Samuel_23,char3,1 Samuel,8,5.768092499203318,18.58300221932339
KJV,1 Samuel_23,char4,1 Samuel,6,4.020366436571269,10.811781181983966
KJV,1 Samuel_23,function_words,1 Samuel,2,1.9261365387179261,7.709386104992625
KJV,1 Samuel_23,pos3,1 Kings,4,2.830659373615511,9.382988459174406
KJV,1 Samuel_23,word3,Psalms,5,4.093337400223769,12.328621568059962
KJV,1 Samuel_24,char3,1 Samuel,8,5.975816084536106,18.6463456792681
KJV,1 Samuel_24,char4,Psalms,5,3.567463079012459,10.81949585241178
KJV,1 Samuel_24,function_words,1 Kings,6,4.2081700899463375,12.225171689434145
KJV,1 Samuel_24,pos3,1 Kings,1,0.8498006930039247,4.249003465019624
KJV,1 Samuel_24,word3,Psalms,5,4.108652409343109,12.373957566280794
KJV,1 Samuel_25,char3,1 Samuel,5,3.7283451671128063,10.616480815428686
KJV,1 Samuel_25,char4,Psalms,3,2.0842432902408587,7.6979692739871055
KJV,1 Samuel_25,function_words,2 Samuel,5,3.407613464251623,10.258757304689873
KJV,1 Samuel_25,pos3,2 Kings,3,2.2517450742092753,6.791037870604593
KJV,1 Samuel_25,word3,Psalms,5,4.004464510440551,12.058503183832428
KJV,1 Samuel_26,char3,1 Samuel,6,4.051783324992172,15.927431284831185
KJV,1 Samuel_26,char4,1 Samuel,5,3.3415218235323243,10.716404681164539
KJV,1 Samuel_26,function_words,2 Samuel,2,1.9146636747187513,8.621189603135827
KJV,1 Samuel_26,pos3,1 Kings,3,2.7024792589061692,9.946752815355165
KJV,1 Samuel_26,word3,Psalms,5,4.0954090272772845,12.334677095488207
KJV,1 Samuel_27,char3,1 Samuel,6,4.135305704057091,15.74967814662832
KJV,1 Samuel_27,char4,Psalms,5,3.5567789161169143,10.792805511793786
KJV,1 Samuel_27,function_words,1 Kings,4,2.8636338754324298,9.627031531724183
KJV,1 Samuel_27,pos3,2 Kings,2,1.7305076991473736,6.084027036874462
KJV,1 Samuel_27,word3,Psalms,5,4.235608072652469,12.755938124182242
KJV,1 Samuel_28,char3,1 Samuel,5,3.485423799890246,8.707001693332124
KJV,1 Samuel_28,char4,Psalms,5,3.5739569911669036,10.839347027575629
KJV,1 Samuel_28,function_words,1 Kings,4,2.5464794123672014,9.18070709779121
KJV,1 Samuel_28,pos3,Ezekiel,4,2.776177023943561,9.320723738992765
KJV,1 Samuel_28,word3,Psalms,5,4.073626824281826,12.26863447352245
KJV,1 Samuel_29,char3,1 Samuel,6,4.407486887769567,16.10900443952014
KJV,1 Samuel_29,char4,Psalms,5,3.634080645446149,11.017639128684957
KJV,1 Samuel_29,function_words,2 Samuel,3,1.7469554863169718,7.1119617591390405
KJV,1 Samuel_29,pos3,2 Kings,4,3.0642531493887604,11.234101880540447
KJV,1 Samuel_29,word3,Psalms,5,4.194108008129901,12.63143793061454
KJV,1 Samuel_3,char3,1 Samuel,3,2.404584339008279,9.632921840305595
KJV,1 Samuel_3,char4,Psalms,5,3.59460953888723,10.901883453986867
KJV,1 Samuel_3,function_words,1 Kings,6,4.602465253766967,13.709312781095893
KJV,1 Samuel_3,pos3,2 Kings,3,2.3843892529627118,7.479090548870157
KJV,1 Samuel_3,word3,Psalms,5,4.194392933198097,12.63143891953601
KJV,1 Samuel_30,char3,1 Samuel,5,3.672071195682988,11.607685118488636
KJV,1 Samuel_30,char4,Psalms,4,2.812489609432859,9.923622919933857
KJV,1 Samuel_30,function_words,1 Kings,4,2.7737686170683906,7.881684854646822
KJV,1 Samuel_30,pos3,Hosea,2,1.5357805939268285,6.810579520941396
KJV,1 Samuel_30,word3,Psalms,5,4.063087333614598,12.237920669760308
KJV,1 Samuel_31,char3,1 Samuel,8,5.49573066631453,18.554384825796614
KJV,1 Samuel_31,char4,Psalms,5,3.608261803176561,10.94950955122395
KJV,1 Samuel_31,function_words,2 Samuel,4,3.39115540019311,11.278104111526504
KJV,1 Samuel_31,pos3,1 Kings,4,2.9703139881311604,9.829229159404422
KJV,1 Samuel_31,word3,Psalms,5,4.1601570241713715,12.529584978738947
KJV,1 Samuel_4,char3,1 Samuel,5,4.015099858026799,13.795976883872342
KJV,1 Samuel_4,char4,Psalms,5,3.560327372690754,10.796822636135847
KJV,1 Samuel_4,function_words,2 Kings,6,4.140665343522017,13.305474582038881
KJV,1 Samuel_4,pos3,Jeremiah,3,2.5893707675150335,7.768909220421091
KJV,1 Samuel_4,word3,Psalms,5,4.158336505875586,12.523459531283113
KJV,1 Samuel_5,char3,1 Samuel,5,3.6625706403252742,12.457506145374142
KJV,1 Samuel_5,char4,Psalms,5,3.6858293398246857,11.182177650603244
KJV,1 Samuel_5,function_words,2 Kings,6,4.308363871102623,13.002293789861994
KJV,1 Samuel_5,pos3,1 Samuel,4,3.159468151843855,12.075984140099496
KJV,1 Samuel_5,word3,Psalms,5,4.275947534827655,12.876603998206942
KJV,1 Samuel_6,char3,2 Kings,3,2.297585150147797,7.771430153320158
KJV,1 Samuel_6,char4,1 Samuel,5,3.1327430624711097,9.451516900922645
KJV,1 Samuel_6,function_words,2 Kings,6,4.576402569308678,18.33770983235711
KJV,1 Samuel_6,pos3,2 Samuel,3,2.4479759924655378,7.7301245759677455
KJV,1 Samuel_6,word3,Psalms,5,4.221708338662588,12.714330758729027
KJV,1 Samuel_7,char3,1 Samuel,7,5.034433481144206,17.388575239590857
KJV,1 Samuel_7,char4,Psalms,5,3.6411689416504758,11.046502680697962
KJV,1 Samuel_7,function_words,1 Samuel,4,3.5074022915621716,13.660466047305095
KJV,1 Samuel_7,pos3,1 Samuel,6,4.634951141533226,13.865364258297712
KJV,1 Samuel_7,word3,Psalms,5,4.2170601888325,12.699330374818599
KJV,1 Samuel_8,char3,1 Kings,2,1.3834061852567143,6.104170209000797
KJV,1 Samuel_8,char4,Psalms,5,3.624735428046498,10.985420454738872
KJV,1 Samuel_8,function_words,2 Samuel,2,1.8421950811885979,7.375984221887782
KJV,1 Samuel_8,pos3,1 Samuel,3,2.319730404098188,10.759282799563909
KJV,1 Samuel_8,word3,Psalms,5,4.115138995892542,12.393479273086625
KJV,1 Samuel_9,char3,1 Samuel,3,2.389891237090615,11.075528990368221
KJV,1 Samuel_9,char4,Psalms,4,2.827795681527272,8.596386038776618
KJV,1 Samuel_9,function_words,2 Kings,5,3.5250930899494213,13.185545165959958
KJV,1 Samuel_9,pos3,1 Kings,5,4.023114096077076,11.191993862929902
KJV,1 Samuel_9,word3,Psalms,5,4.0615870669813345,12.233366143065092
KJV,2 Kings_1,char3,2 Kings,6,4.029506636760036,13.486685421710456
KJV,2 Kings_1,char4,Psalms,4,2.8704610068954945,10.123071628295857
KJV,2 Kings_1,function_words,2 Kings,7,5.088619859351431,16.693952640241793
KJV,2 Kings_1,pos3,1 Kings,3,2.620956990444117,8.785328829061326
KJV,2 Kings_1,word3,Psalms,5,4.062143706893392,12.235383218295686
KJV,2 Kings_10,char3,1 Kings,5,3.5749559225600653,12.560818290658046
KJV,2 Kings_10,char4,1 Kings,4,2.7254937890974116,8.160330196668024
KJV,2 Kings_10,function_words,2 Kings,4,2.855835961209004,10.24195247378594
KJV,2 Kings_10,pos3,Isaiah_1_35,3,2.5870494265964723,12.025939967614367
KJV,2 Kings_10,word3,Psalms,5,3.933629005200139,11.849770628927624
KJV,2 Kings_11,char3,2 Kings,7,5.266326764662256,15.017965052633496
KJV,2 Kings_11,char4,Psalms,5,3.6688420523471454,11.126757245303379
KJV,2 Kings_11,function_words,2 Kings,4,2.7503184510670486,10.540064220863524
KJV,2 Kings_11,pos3,Isaiah_1_35,2,1.844272520712749,9.221362603563746
KJV,2 Kings_11,word3,Psalms,6,4.540758230241201,13.228282897322257
KJV,2 Kings_12,char3,2 Kings,9,6.651451906510803,21.28492263345255
KJV,2 Kings_12,char4,2 Kings,6,4.084526139207368,13.006163347679266
KJV,2 Kings_12,function_words,2 Kings,9,6.857863671911077,20.640129403044398
KJV,2 Kings_12,pos3,2 Kings,4,3.0332390100055595,12.796013177906104
KJV,2 Kings_12,word3,Psalms,6,4.709223753820611,15.478985548241617
KJV,2 Kings_13,char3,2 Kings,6,4.441468429574627,14.351329849324706
KJV,2 Kings_13,char4,2 Kings,5,3.5384457168308265,10.7122740590974
KJV,2 Kings_13,function_words,2 Kings,8,6.170188136436056,16.746218459835934
KJV,2 Kings_13,pos3,Isaiah_1_35,3,2.261295660611332,8.84854767505799
KJV,2 Kings_13,word3,Psalms,4,3.1584082510821454,9.523044439910722
KJV,2 Kings_14,char3,2 Kings,5,3.6004085404973702,13.300214093167835
KJV,2 Kings_14,char4,2 Kings,4,2.941307728787634,11.825777349935795
KJV,2 Kings_14,function_words,2 Kings,7,5.503677006826437,18.85041976105715
KJV,2 Kings_14,pos3,1 Kings,5,4.022978856874091,12.405338354646489
KJV,2 Kings_14,word3,Psalms,4,3.1219846718295514,8.631224520059334
KJV,2 Kings_15,char3,2 Kings,6,4.398669409315622,14.489841734004475
KJV,2 Kings_15,char4,2 Kings,5,3.59644144723901,10.306923205468026
KJV,2 Kings_15,function_words,2 Kings,6,4.92456694964763,12.890201383283934
KJV,2 Kings_15,pos3,Jeremiah,6,4.769893622856088,14.325987058178065
KJV,2 Kings_15,word3,2 Kings,5,3.5423815979886184,14.150857587008721
KJV,2 Kings_16,char3,2 Kings,7,5.034825569346874,15.738535122219574
KJV,2 Kings_16,char4,2 Kings,5,3.222180525875804,10.402955609867503
KJV,2 Kings_16,function_words,2 Kings,7,5.397170083690534,17.656305237190697
KJV,2 Kings_16,pos3,2 Kings,6,4.899861009279871,17.765989033670582
KJV,2 Kings_16,word3,Psalms,5,4.032821332623373,12.147186023250242
KJV,2 Kings_17,char3,Jeremiah,5,3.844500524262944,9.226363128926105
KJV,2 Kings_17,char4,Psalms,3,2.152200808705211,7.951897061385583
KJV,2 Kings_17,function_words,2 Kings,6,4.261421692230649,15.181918569167978
KJV,2 Kings_17,pos3,1 Kings,5,4.214167887298509,14.496496609096228
KJV,2 Kings_17,word3,Psalms,5,3.945657327985455,11.885579167485353
KJV,2 Kings_18,char3,Isaiah_36_39,4,3.2817867566131245,14.854252021492927
KJV,2 Kings_18,char4,Isaiah_36_39,4,3.1434198449109623,12.869795950560118
KJV,2 Kings_18,function_words,2 Kings,4,3.2369475262777043,9.394037478552388
KJV,2 Kings_18,pos3,2 Kings,6,5.061046315143863,13.408424097905096
KJV,2 Kings_18,word3,Isaiah_36_39,3,2.030117589834446,8.739403502085194
KJV,2 Kings_19,char3,Isaiah_36_39,3,2.8290522861761453,10.60252150347642
KJV,2 Kings_19,char4,Isaiah_36_39,2,1.9406333325927623,9.703166662963811
KJV,2 Kings_19,function_words,Isaiah_36_39,2,1.9115207288437155,9.557603644218577
KJV,2 Kings_19,pos3,2 Kings,4,3.3300821633958892,10.621756446395574
KJV,2 Kings_19,word3,Isaiah_36_39,3,2.2718372077967777,9.837471099702325
KJV,2 Kings_2,char3,2 Kings,6,4.032173612657399,12.467180554286758
KJV,2 Kings_2,char4,Psalms,4,2.8443024689761156,10.032514641650565
KJV,2 Kings_2,function_words,1 Kings,5,3.8206495054870406,10.98202809323273
KJV,2 Kings_2,pos3,1 Kings,6,4.654650038479434,12.452320023084189
KJV,2 Kings_2,word3,Psalms,5,4.036801892796046,12.156224752441078
KJV,2 Kings_20,char3,Isaiah_36_39,6,4.6773867045531645,15.915623821022367
KJV,2 Kings_20,char4,Isaiah_36_39,5,3.758029961015162,13.812114514919966
KJV,2 Kings_20,function_words,1 Samuel,3,2.8715856715582353,10.530343832321364
KJV,2 Kings_20,pos3,1 Kings,4,3.387194595442021,10.669635100449359
KJV,2 Kings_20,word3,Psalms,5,4.137353272754017,12.460624560953944
KJV,2 Kings_21,char3,2 Kings,6,4.404177115393315,13.07183327057682
KJV,2 Kings_21,char4,2 Kings,5,3.482621355824893,9.930606462879734
KJV,2 Kings_21,function_words,2 Kings,5,3.664178756037113,12.005208870519683
KJV,2 Kings_21,pos3,2 Kings,6,4.546525962055812,16.106046873721223
KJV,2 Kings_21,word3,Psalms,5,3.9619711088886915,11.93452833160259
KJV,2 Kings_22,char3,Jeremiah,5,3.5944139520156106,10.536311779424919
KJV,2 Kings_22,char4,2 Kings,4,2.8010552586827755,9.822000656370857
KJV,2 Kings_22,function_words,2 Kings,4,3.510066327874261,12.481723923119628
KJV,2 Kings_22,pos3,2 Kings,4,3.373121493667635,9.246212030679638
KJV,2 Kings_22,word3,Psalms,6,4.450623242498459,12.961900033610405
KJV,2 Kings_23,char3,2 Kings,6,4.802682093028046,16.265435253330754
KJV,2 Kings_23,char4,2 Kings,7,4.960215373958252,12.167406453630848
KJV,2 Kings_23,function_words,2 Kings,6,4.96807044385888,16.72452536062842
KJV,2 Kings_23,pos3,Ezekiel,3,2.1920397413376103,6.635317455634487
KJV,2 Kings_23,word3,Psalms,5,3.9709653938584193,11.961462381193547
KJV,2 Kings_24,char3,2 Kings,5,3.7354569064972862,12.67447701019387
KJV,2 Kings_24,char4,2 Kings,5,3.3965208761375285,8.805528173575622
KJV,2 Kings_24,function_words,2 Kings,8,6.478880982531841,18.850831723591003
KJV,2 Kings_24,pos3,2 Kings,5,3.7971044217225116,14.272608471385444
KJV,2 Kings_24,word3,Psalms,5,3.9188206573584794,11.804778925536862
KJV,2 Kings_25,char3,Jeremiah,6,4.692923837536174,17.321435414092864
KJV,2 Kings_25,char4,Jeremiah,5,3.9247369949802122,14.616637200872976
KJV,2 Kings_25,function_words,2 Kings,7,5.610672409512096,14.67656513628334
KJV,2 Kings_25,pos3,2 Kings,4,3.135565172879958,10.732564717019464
KJV,2 Kings_25,word3,Jeremiah,5,3.1216593363120513,12.760087640772952
KJV,2 Kings_3,char3,1 Kings,5,3.66626442136806,15.021144765441328
KJV,2 Kings_3,char4,1 Kings,3,2.2092561264601804,8.915501089215772
KJV,2 Kings_3,function_words,2 Kings,4,3.0763040922990457,9.241829226844633
KJV,2 Kings_3,pos3,2 Kings,3,2.5292501418204028,11.727199847992956
KJV,2 Kings_3,word3,Psalms,5,4.047342875449455,12.190493640300321
KJV,2 Kings_4,char3,2 Kings,3,2.397915450130259,11.108925239253292
KJV,2 Kings_4,char4,2 Kings,4,2.705993147787139,9.507836988098147
KJV,2 Kings_4,function_words,1 Kings,5,3.5354110234806675,11.057994378522462
KJV,2 Kings_4,pos3,2 Kings,7,5.683688361941699,20.902806779086692
KJV,2 Kings_4,word3,Psalms,5,3.993101635497744,12.028418812718067
KJV,2 Kings_5,char3,2 Kings,6,4.42481171176528,14.271678813486123
KJV,2 Kings_5,char4,2 Kings,5,3.330910365466257,9.53580600308417
KJV,2 Kings_5,function_words,2 Kings,3,2.512219633404293,10.654969195268288
KJV,2 Kings_5,pos3,2 Kings,6,4.736159880212562,14.58987183340277
KJV,2 Kings_5,word3,Psalms,5,3.976206171989642,11.976707704293602
KJV,2 Kings_6,char3,2 Kings,7,5.429454089892338,14.527554117725675
KJV,2 Kings_6,char4,2 Kings,5,3.4492936539266865,8.331543008124397
KJV,2 Kings_6,function_words,1 Kings,4,3.440418346412407,11.838133854810094
KJV,2 Kings_6,pos3,2 Kings,6,4.707736502779245,15.209977169926814
KJV,2 Kings_6,word3,Psalms,5,3.9885723432340496,12.01433179809387
KJV,2 Kings_7,char3,2 Kings,4,2.9648959664959924,9.832161317019697
KJV,2 Kings_7,char4,Psalms,5,3.5404931012166174,10.740844649574136
KJV,2 Kings_7,function_words,1 Samuel,5,4.353013216134043,13.092515372615251
KJV,2 Kings_7,pos3,2 Kings,6,4.762978757293172,15.475706074376554
KJV,2 Kings_7,word3,Psalms,5,3.9744806029385304,11.971891822471946
KJV,2 Kings_8,char3,2 Kings,7,5.206546298132351,12.175135206643926
KJV,2 Kings_8,char4,1 Kings,4,2.6579968428294958,8.703539707261362
KJV,2 Kings_8,function_words,1 Kings,4,3.09911490409755,12.239452033949654
KJV,2 Kings_8,pos3,2 Kings,7,5.326772567295526,17.708530581675817
KJV,2 Kings_8,word3,Psalms,5,3.962006348874005,11.934619124962785
KJV,2 Kings_9,char3,2 Kings,6,4.372123879445814,12.891420800999178
KJV,2 Kings_9,char4,1 Kings,3,2.0312663149917984,8.10449204353188
KJV,2 Kings_9,function_words,2 Kings,4,3.1073008321585127,7.616964591300944
KJV,2 Kings_9,pos3,1 Kings,2,1.805093353525153,6.319131055262907
KJV,2 Kings_9,word3,Psalms,5,3.991213493343923,12.022283732802835
KJV,2 Samuel_1,char3,1 Samuel,5,3.4219998881829174,12.296632576243095
KJV,2 Samuel_1,char4,Psalms,5,3.5186451901937295,10.675853777550278
KJV,2 Samuel_1,function_words,1 Kings,6,4.34159164564805,13.532694641864003
KJV,2 Samuel_1,pos3,1 Kings,4,3.4157241011400448,10.298926442322715
KJV,2 Samuel_1,word3,Psalms,5,4.114963705314041,12.39339482687586
KJV,2 Samuel_10,char3,1 Kings,3,2.015381303740025,8.648250939678512
KJV,2 Samuel_10,char4,Psalms,5,3.5867354165043523,10.874677545060726
KJV,2 Samuel_10,function_words,1 Samuel,3,2.4392603833425825,8.341966254643957
KJV,2 Samuel_10,pos3,1 Samuel,3,2.4280795668404265,8.234456160925108
KJV,2 Samuel_10,word3,Psalms,5,4.117588565862115,12.401879603811182
KJV,2 Samuel_11,char3,2 Samuel,4,3.087314611963217,10.128688325882027
KJV,2 Samuel_11,char4,Psalms,4,2.795804651402368,8.499557190994823
KJV,2 Samuel_11,function_words,1 Kings,4,2.9296864800239697,7.327371127015359
KJV,2 Samuel_11,pos3,2 Samuel,2,1.8044698278292959,6.325417637240934
KJV,2 Samuel_11,word3,Psalms,5,4.0487676542527895,12.195215268004699
KJV,2 Samuel_12,char3,1 Kings,4,2.932014646026186,9.746085957100293
KJV,2 Samuel_12,char4,Psalms,5,3.579441391753768,10.852733122507962
KJV,2 Samuel_12,function_words,1 Kings,5,3.584417455496628,12.804824950450843
KJV,2 Samuel_12,pos3,2 Samuel,3,2.641895580208278,7.954507940896185
KJV,2 Samuel_12,word3,Psalms,5,4.048086110292457,12.192844170231709
KJV,2 Samuel_13,char3,2 Samuel,4,3.0953191094802897,10.736192682309104
KJV,2 Samuel_13,char4,Psalms,5,3.4334383661561825,10.416767587897066
KJV,2 Samuel_13,function_words,1 Samuel,4,3.3215696198332862,10.475520026965826
KJV,2 Samuel_13,pos3,2 Kings,6,4.639262649851491,14.251295723018112
KJV,2 Samuel_13,word3,Psalms,5,4.024717363756226,12.123598752008741
KJV,2 Samuel_14,char3,2 Samuel,3,2.3672651687956603,9.218926773885892
KJV,2 Samuel_14,char4,Psalms,5,3.515395153340752,10.65703694225061
KJV,2 Samuel_14,function_words,1 Kings,3,2.0150518958866686,9.072345191856957
KJV,2 Samuel_14,pos3,2 Kings,5,4.246312441132448,11.2680414692713
KJV,2 Samuel_14,word3,Psalms,5,4.051563668033046,12.203515981840575
KJV,2 Samuel_15,char3,2 Samuel,6,4.680179940476307,16.40484558124131
KJV,2 Samuel_15,char4,2 Samuel,4,2.8032710588376135,9.849279764016506
KJV,2 Samuel_15,function_words,2 Samuel,4,3.045643867792048,9.427442116208306
KJV,2 Samuel_15,pos3,Psalms,4,3.2976649818185306,12.576022581630948
KJV,2 Samuel_15,word3,Psalms,5,4.091134122782407,12.322087565050426
KJV,2 Samuel_16,char3,2 Samuel,6,4.326441267480118,15.080633733283452
KJV,2 Samuel_16,char4,Psalms,5,3.4883379076805405,10.580473015818658
KJV,2 Samuel_16,function_words,2 Samuel,5,3.972084511231158,12.814735689294094
KJV,2 Samuel_16,pos3,2 Kings,4,3.105349745355256,9.072111755978142
KJV,2 Samuel_16,word3,Psalms,5,4.091766421125797,12.324413169602225
KJV,2 Samuel_17,char3,2 Samuel,6,4.614986666625593,15.0860363945729
KJV,2 Samuel_17,char4,Psalms,4,2.760180792199392,9.734148040149693
KJV,2 Samuel_17,function_words,2 Samuel,3,2.464977104906541,10.820589841841597
KJV,2 Samuel_17,pos3,2 Kings,6,4.822304991387757,14.479395067677132
KJV,2 Samuel_17,word3,Psalms,5,4.105702336762051,12.36605245271823
KJV,2 Samuel_18,char3,2 Samuel,6,4.64900871534058,12.913686759434116
KJV,2 Samuel_18,char4,Psalms,5,3.478389653694907,10.554882780152194
KJV,2 Samuel_18,function_words,1 Samuel,4,3.4230808291032813,10.724545028568425
KJV,2 Samuel_18,pos3,2 Kings,3,2.396791186167885,6.954040989817519
KJV,2 Samuel_18,word3,Psalms,5,4.051017407292411,12.200580995096304
KJV,2 Samuel_19,char3,2 Samuel,3,2.6422626431796012,10.589747845565414
KJV,2 Samuel_19,char4,2 Samuel,3,2.1739133933023207,8.745793119758535
KJV,2 Samuel_19,function_words,2 Samuel,4,2.9866869403823118,11.429150283072556
KJV,2 Samuel_19,pos3,2 Kings,5,4.023551115746591,12.987319690599577
KJV,2 Samuel_19,word3,Psalms,5,3.976483334175141,11.978228559640273
KJV,2 Samuel_2,char3,2 Samuel,5,3.760096358255872,12.2899145818315
KJV,2 Samuel_2,char4,2 Samuel,4,2.5606763758084488,8.492559285069179
KJV,2 Samuel_2,function_words,2 Samuel,5,3.5082169783134747,12.140770758476114
