corpus_id,doc_id,feature_set,neighbor_section,top5_count,similarity_sum,weighted_similarity_sum
KJV,2 Samuel_2,pos3,1 Kings,3,2.588775575365073,6.912703983101394
KJV,2 Samuel_2,word3,Psalms,5,3.9755836035510725,11.975807729137117
KJV,2 Samuel_20,char3,2 Kings,4,2.8233893396692236,9.90544022104134
KJV,2 Samuel_20,char4,Psalms,5,3.435548640526747,10.419554507689494
KJV,2 Samuel_20,function_words,2 Kings,4,3.05625488086462,11.67449086657205
KJV,2 Samuel_20,pos3,1 Samuel,4,2.8328026497515175,8.796196429791166
KJV,2 Samuel_20,word3,Psalms,5,4.053269422765158,12.208322170551638
KJV,2 Samuel_21,char3,1 Samuel,5,3.482088285353572,12.538618775249553
KJV,2 Samuel_21,char4,Psalms,5,3.5315732382655574,10.71542893425013
KJV,2 Samuel_21,function_words,2 Kings,6,4.075746128690562,13.160911923846902
KJV,2 Samuel_21,pos3,2 Kings,5,4.230523339871874,12.457503229514165
KJV,2 Samuel_21,word3,Psalms,5,4.068377071799553,12.253581229055014
KJV,2 Samuel_22,char3,Psalms,5,3.831485172949303,14.25237897147685
KJV,2 Samuel_22,char4,Psalms,7,5.238889253239724,17.968427154250598
KJV,2 Samuel_22,function_words,Psalms,5,4.132097386336818,14.592293254319568
KJV,2 Samuel_22,pos3,Jeremiah,3,2.0034057137257566,6.295967914820209
KJV,2 Samuel_22,word3,Psalms,7,5.206719691515849,17.070445615083944
KJV,2 Samuel_23,char3,2 Samuel,3,2.229820816173573,7.365800401416258
KJV,2 Samuel_23,char4,Psalms,5,3.3990980142694758,10.315144813517316
KJV,2 Samuel_23,function_words,Jeremiah,4,3.0198635007726002,11.101038895941342
KJV,2 Samuel_23,pos3,2 Samuel,4,3.239184023304422,8.978589953778373
KJV,2 Samuel_23,word3,Psalms,5,4.196031865740166,12.635823719858784
KJV,2 Samuel_24,char3,1 Kings,5,3.741480123195106,13.579869501233958
KJV,2 Samuel_24,char4,Psalms,4,2.8879491447364627,10.184568090092526
KJV,2 Samuel_24,function_words,2 Kings,3,2.4920823276010835,8.605663962969547
KJV,2 Samuel_24,pos3,1 Kings,3,2.5466262835859625,6.862159734471642
KJV,2 Samuel_24,word3,Psalms,5,4.0636863582219265,12.239509088322135
KJV,2 Samuel_3,char3,2 Samuel,3,2.0548791876392176,8.55669968961835
KJV,2 Samuel_3,char4,Psalms,4,2.7552054495753797,8.376529582118465
KJV,2 Samuel_3,function_words,1 Samuel,3,2.05558506877883,8.65661125461913
KJV,2 Samuel_3,pos3,1 Samuel,6,4.421965400392616,13.386453894156391
KJV,2 Samuel_3,word3,Psalms,5,4.027660072450021,12.13177757840175
KJV,2 Samuel_4,char3,2 Samuel,4,2.7252330991475557,8.21883534958975
KJV,2 Samuel_4,char4,Psalms,5,3.4940322461831856,10.604379752722053
KJV,2 Samuel_4,function_words,1 Samuel,3,2.455918480693228,10.36224704591641
KJV,2 Samuel_4,pos3,1 Kings,4,3.3042444426830304,9.653396278711135
KJV,2 Samuel_4,word3,Psalms,5,4.124961688348431,12.420383175109816
KJV,2 Samuel_5,char3,1 Samuel,6,4.2678438377019035,16.008336705117525
KJV,2 Samuel_5,char4,Psalms,5,3.5736356897336665,10.84159403967627
KJV,2 Samuel_5,function_words,2 Samuel,3,2.468211223868621,8.916214034402685
KJV,2 Samuel_5,pos3,2 Kings,3,2.0437372345274376,8.449931849521633
KJV,2 Samuel_5,word3,Psalms,5,4.004262528035815,12.060439286540808
KJV,2 Samuel_6,char3,1 Kings,2,1.4431224558389906,7.215612279194953
KJV,2 Samuel_6,char4,Psalms,5,3.5767548907964675,10.848193762693302
KJV,2 Samuel_6,function_words,2 Kings,5,3.6776320480484315,15.139585406982334
KJV,2 Samuel_6,pos3,1 Samuel,3,2.4192396790710013,7.637305442956091
KJV,2 Samuel_6,word3,Psalms,6,4.621236029471673,13.105437922105242
KJV,2 Samuel_7,char3,Jeremiah,4,2.875978472322122,7.839241114173955
KJV,2 Samuel_7,char4,Psalms,4,2.930766352975734,8.898963834782972
KJV,2 Samuel_7,function_words,Jeremiah,5,3.314466966433619,7.557655329071223
KJV,2 Samuel_7,pos3,1 Kings,4,2.739327304209766,7.291531591871157
KJV,2 Samuel_7,word3,Psalms,5,4.144835665099234,12.482801728165057
KJV,2 Samuel_8,char3,2 Samuel,5,3.3339736570718577,10.592394798623594
KJV,2 Samuel_8,char4,Psalms,5,3.4259414537606068,10.397048210682833
KJV,2 Samuel_8,function_words,2 Kings,7,4.8401408134645445,13.760920829438769
KJV,2 Samuel_8,pos3,2 Samuel,2,1.7548935075283487,7.897412677979196
KJV,2 Samuel_8,word3,Psalms,5,4.204981750346137,12.663167589580326
KJV,2 Samuel_9,char3,2 Samuel,4,2.6393830897299546,11.889318785799823
KJV,2 Samuel_9,char4,Psalms,5,3.613434367862385,10.962931855368407
KJV,2 Samuel_9,function_words,1 Kings,4,2.821306593104643,9.88577302943316
KJV,2 Samuel_9,pos3,1 Kings,3,2.324925019119069,9.010559332159986
KJV,2 Samuel_9,word3,Psalms,5,4.227816724226204,12.732091074491183
KJV,Amos_1,char3,Jeremiah,6,4.284194394734627,11.288767084035891
KJV,Amos_1,char4,Psalms,4,2.9129174478761573,8.854330629565668
KJV,Amos_1,function_words,Amos,3,2.1316351773303785,9.52498756319409
KJV,Amos_1,pos3,Amos,2,1.5559987350318376,6.097235237250629
KJV,Amos_1,word3,Psalms,5,4.266159696088642,12.84759299449076
KJV,Amos_2,char3,Jeremiah,8,5.735396471267184,16.65717986428441
KJV,Amos_2,char4,Psalms,4,2.928802007619589,8.89042787531425
KJV,Amos_2,function_words,Amos,3,2.1065623784435106,9.99129052937552
KJV,Amos_2,pos3,Jeremiah,4,3.3445444974228637,11.421157261451164
KJV,Amos_2,word3,Psalms,5,4.31652669369197,12.99864351849786
KJV,Amos_3,char3,Jeremiah,6,4.2828316333752134,14.061576009426727
KJV,Amos_3,char4,Psalms,5,3.6235885612902887,10.989013508874061
KJV,Amos_3,function_words,Isaiah_1_35,5,3.429858238849797,13.237103500766402
KJV,Amos_3,pos3,Jeremiah,3,2.634958809202267,8.7905562677337
KJV,Amos_3,word3,Psalms,5,4.2695885747482505,12.855771662241859
KJV,Amos_4,char3,Ezekiel,3,2.091752962210594,8.367994421444637
KJV,Amos_4,char4,Psalms,5,3.5047717805111054,10.629906800316858
KJV,Amos_4,function_words,Jeremiah,4,2.788370394632879,10.742130345588091
KJV,Amos_4,pos3,Jeremiah,3,2.386672260017941,4.776901508173537
KJV,Amos_4,word3,Psalms,5,4.35543523298635,13.114946600771619
KJV,Amos_5,char3,Jeremiah,4,2.892941064315794,10.7301998885902
KJV,Amos_5,char4,Psalms,4,2.8023639176572632,9.203758369222248
KJV,Amos_5,function_words,Jeremiah,5,3.982870236917499,9.904940794826725
KJV,Amos_5,pos3,Jeremiah,7,5.727895086339266,18.50066727276911
KJV,Amos_5,word3,Psalms,5,4.290018660053782,12.918878087360072
KJV,Amos_6,char3,Jeremiah,5,3.4008324683701785,9.922098927956979
KJV,Amos_6,char4,Psalms,5,3.624346487595793,10.989424240462617
KJV,Amos_6,function_words,Jeremiah,4,3.817110910254697,10.51122619308468
KJV,Amos_6,pos3,Jeremiah,6,4.755110983107319,12.793235544717273
KJV,Amos_6,word3,Psalms,5,4.286400449647247,12.906492078785861
KJV,Amos_7,char3,Jeremiah,6,4.415282945313253,14.97297971481125
KJV,Amos_7,char4,Psalms,5,3.5980854926291235,10.918759320401806
KJV,Amos_7,function_words,Jeremiah,6,5.207332557756443,15.640442253761229
KJV,Amos_7,pos3,1 Kings,3,2.5139202623763364,9.233435540804535
KJV,Amos_7,word3,Psalms,5,4.207118070502278,12.67046811773167
KJV,Amos_8,char3,Jeremiah,5,3.3807384058162233,9.615320210635353
KJV,Amos_8,char4,Psalms,5,3.6048153434424686,10.924724552373268
KJV,Amos_8,function_words,Jeremiah,3,2.875180659298655,8.627011378500429
KJV,Amos_8,pos3,Ezekiel,3,2.140098904740635,8.322790979073428
KJV,Amos_8,word3,Psalms,5,4.242305056834344,12.77556154161176
KJV,Amos_9,char3,Ezekiel,3,2.3957112921317436,8.720827371323265
KJV,Amos_9,char4,Psalms,5,3.7065422220507918,11.237462623350261
KJV,Amos_9,function_words,Ezekiel,4,3.207981439671952,11.941063513640897
KJV,Amos_9,pos3,Jeremiah,6,4.893546801604568,17.653221109503914
KJV,Amos_9,word3,Psalms,5,4.203947769612253,12.660337991626085
KJV,Ezekiel_1,char3,Ezekiel,5,3.4855674521600637,11.414260270155546
KJV,Ezekiel_1,char4,Psalms,6,3.91062966869081,9.871606756195678
KJV,Ezekiel_1,function_words,Ezekiel,2,1.459675121937484,6.808168505256104
KJV,Ezekiel_1,pos3,Ezekiel,5,3.968808264498688,16.53110590206627
KJV,Ezekiel_1,word3,Psalms,5,4.244197123408053,12.781041383880515
KJV,Ezekiel_10,char3,Ezekiel,6,4.048537835942604,13.362605539070358
KJV,Ezekiel_10,char4,Ezekiel,3,1.9807012005014284,8.378021176903452
KJV,Ezekiel_10,function_words,Ezekiel,4,2.7947023217808837,9.586681770878968
KJV,Ezekiel_10,pos3,Jeremiah,4,2.6911093070510708,8.288281681540962
KJV,Ezekiel_10,word3,Psalms,5,4.142136850826115,12.475385579070693
KJV,Ezekiel_11,char3,Ezekiel,6,4.555548246583733,17.038571121344617
KJV,Ezekiel_11,char4,Ezekiel,7,4.998900322324551,14.306196381165961
KJV,Ezekiel_11,function_words,Jeremiah,8,6.547837696750774,20.941617945664433
KJV,Ezekiel_11,pos3,Psalms,4,3.0820337716254578,11.015478349365688
KJV,Ezekiel_11,word3,Psalms,5,4.136347695127087,12.457194282503195
KJV,Ezekiel_12,char3,Jeremiah,5,3.920208937384183,11.560342892914141
KJV,Ezekiel_12,char4,Ezekiel,6,4.252450684950112,9.222697990426832
KJV,Ezekiel_12,function_words,Ezekiel,5,3.377740862950385,12.342653776317288
KJV,Ezekiel_12,pos3,Ezekiel,6,4.070969655455852,14.971023494316944
KJV,Ezekiel_12,word3,Psalms,5,4.207937357288736,12.672455493416559
KJV,Ezekiel_13,char3,Ezekiel,6,4.353033304127253,11.372610407405816
KJV,Ezekiel_13,char4,Psalms,4,2.8904702549628563,8.783277032618932
KJV,Ezekiel_13,function_words,Ezekiel,6,4.817278468265326,12.052176763353721
KJV,Ezekiel_13,pos3,Ezekiel,8,6.3668610902142,19.219992334928666
KJV,Ezekiel_13,word3,Psalms,5,4.210383014466629,12.679093451128438
KJV,Ezekiel_14,char3,Ezekiel,5,3.5517196871923478,12.42072598642176
KJV,Ezekiel_14,char4,Ezekiel,5,3.4266441992328573,8.257179613234499
KJV,Ezekiel_14,function_words,Ezekiel,7,4.548671087807641,10.953624696583978
KJV,Ezekiel_14,pos3,Jeremiah,6,4.851112657697986,14.191888283899447
KJV,Ezekiel_14,word3,Psalms,5,4.13199442708168,12.445051128898836
KJV,Ezekiel_15,char3,Ezekiel,5,3.198605179808589,13.554622617812832
KJV,Ezekiel_15,char4,Psalms,5,3.7004276232251954,11.229820849620387
KJV,Ezekiel_15,function_words,Ezekiel,8,4.794025180556134,13.96393192939048
KJV,Ezekiel_15,pos3,Ezekiel,8,5.834940403868167,17.567032272011517
KJV,Ezekiel_15,word3,Psalms,5,4.311584579315033,12.983704372817268
KJV,Ezekiel_16,char3,Jeremiah,5,3.5390976780999712,9.700571391634156
KJV,Ezekiel_16,char4,Ezekiel,4,2.766286005782645,9.637971921823748
KJV,Ezekiel_16,function_words,Ezekiel,5,3.634693600059352,8.981599125223683
KJV,Ezekiel_16,pos3,Ezekiel,5,3.7785193824684096,13.400206652387354
KJV,Ezekiel_16,word3,Psalms,5,4.154775388533882,12.513047362118389
KJV,Ezekiel_17,char3,Jeremiah,5,3.6703853824236106,10.795062809646074
KJV,Ezekiel_17,char4,Psalms,4,2.809541945122923,8.539998035920368
KJV,Ezekiel_17,function_words,Isaiah_1_35,5,4.152044505179061,10.160039817285721
KJV,Ezekiel_17,pos3,Ezekiel,7,5.178719447046003,16.476822257270722
KJV,Ezekiel_17,word3,Psalms,5,4.126179307223642,12.42755464003684
KJV,Ezekiel_18,char3,Ezekiel,3,2.02076271319895,8.9789833138822015
KJV,Ezekiel_18,char4,Psalms,4,2.8909298764288787,8.77896324270883
KJV,Ezekiel_18,function_words,Isaiah_40_55,2,1.2879493272183842,5.591007082435068
KJV,Ezekiel_18,pos3,Ezekiel,10,7.715022261360341,23.26593861390505
KJV,Ezekiel_18,word3,Psalms,5,4.285985709060965,12.90576888199536
KJV,Ezekiel_19,char3,Ezekiel,4,2.363951647297328,9.460601788681833
KJV,Ezekiel_19,char4,Psalms,8,4.898182643124942,15.749780552134881
KJV,Ezekiel_19,function_words,2 Kings,4,2.6719727565456255,6.76998349308518
KJV,Ezekiel_19,pos3,Ezekiel,6,4.626905080438258,15.951131779344358
KJV,Ezekiel_19,word3,Psalms,6,4.394927870456036,13.359412670850418
KJV,Ezekiel_2,char3,Ezekiel,5,3.541511968104878,13.324483171518187
KJV,Ezekiel_2,char4,Psalms,5,3.711868727033021,11.253939244444231
KJV,Ezekiel_2,function_words,Ezekiel,2,1.2939692648626702,6.469846324313351
KJV,Ezekiel_2,pos3,Ezekiel,5,3.730994091097852,14.0365767313244
KJV,Ezekiel_2,word3,Psalms,5,4.180346048978043,12.590152053158965
KJV,Ezekiel_20,char3,Ezekiel,6,4.519238885645336,14.559747964137374
KJV,Ezekiel_20,char4,Ezekiel,7,4.999258377964894,14.341586384669545
KJV,Ezekiel_20,function_words,Ezekiel,5,3.4183787338354503,10.80178618318607
KJV,Ezekiel_20,pos3,Isaiah_1_35,3,2.343635513118249,8.34951877529851
KJV,Ezekiel_20,word3,Psalms,5,4.023503474071481,12.118678189331
KJV,Ezekiel_21,char3,Jeremiah,5,3.8926718776774365,13.239301780349557
KJV,Ezekiel_21,char4,Ezekiel,4,2.743877499075185,8.287375200310631
KJV,Ezekiel_21,function_words,Ezekiel,4,3.0285550436220467,11.197326004735917
KJV,Ezekiel_21,pos3,Ezekiel,9,6.893807880464881,21.727490523519098
KJV,Ezekiel_21,word3,Psalms,5,4.19477536164795,12.633332315358409
KJV,Ezekiel_22,char3,Ezekiel,6,4.383295306345837,14.662283499621303
KJV,Ezekiel_22,char4,Ezekiel,7,4.6904429661410285,12.69873059698961
KJV,Ezekiel_22,function_words,Ezekiel,4,2.7871688053961496,7.074670617898689
KJV,Ezekiel_22,pos3,Ezekiel,9,7.16967318303503,22.50301384176231
KJV,Ezekiel_22,word3,Psalms,5,4.28638760288616,12.907576321153096
KJV,Ezekiel_23,char3,Jeremiah,7,5.213752552365073,15.667983474910292
KJV,Ezekiel_23,char4,Ezekiel,5,3.333329984527847,10.726690252100632
KJV,Ezekiel_23,function_words,Hosea,3,2.2501438177521074,8.141820773860132
KJV,Ezekiel_23,pos3,Ezekiel,8,6.015848618711247,19.82067879290236
KJV,Ezekiel_23,word3,Psalms,5,4.12013300599374,12.408970239463205
KJV,Ezekiel_24,char3,Jeremiah,4,3.207704950079425,10.507129790800567
KJV,Ezekiel_24,char4,Psalms,4,2.872997000011006,8.724291086885895
KJV,Ezekiel_24,function_words,Ezekiel,5,3.918485648561178,13.347787465881845
KJV,Ezekiel_24,pos3,Ezekiel,7,5.377021600267014,18.019144321633274
KJV,Ezekiel_24,word3,Psalms,5,4.148552999191556,12.493647065882397
KJV,Ezekiel_25,char3,Ezekiel,7,5.029762633120178,16.62649598013551
KJV,Ezekiel_25,char4,Ezekiel,5,3.4299190285098895,9.68045091597763
KJV,Ezekiel_25,function_words,Ezekiel,7,5.113706126240206,15.633625391129284
KJV,Ezekiel_25,pos3,Ezekiel,3,2.1598637323095735,6.95659270627165
KJV,Ezekiel_25,word3,Psalms,5,4.163972324110504,12.540570368693261
KJV,Ezekiel_26,char3,Jeremiah,4,2.977123279019358,6.572283628253238
KJV,Ezekiel_26,char4,Psalms,2,1.511330973404442,6.803777058636909
KJV,Ezekiel_26,function_words,Ezekiel,4,2.75930832191258,8.054593567132052
KJV,Ezekiel_26,pos3,Ezekiel,5,3.6614417291320382,12.851862114776097
KJV,Ezekiel_26,word3,Psalms,5,4.140102370406565,12.468855021725274
KJV,Ezekiel_27,char3,Ezekiel,5,3.547982694991386,13.199064297123302
KJV,Ezekiel_27,char4,Ezekiel,6,3.688704761348625,11.57838231198445
KJV,Ezekiel_27,function_words,Ezekiel,6,3.8029333212534002,10.968984953947027
KJV,Ezekiel_27,pos3,Ezekiel,7,5.25766718391586,14.352997253517215
KJV,Ezekiel_27,word3,Psalms,5,4.2300197002181985,12.738569267629689
KJV,Ezekiel_28,char3,Ezekiel,8,5.978083235550851,17.12195983971018
KJV,Ezekiel_28,char4,Ezekiel,7,4.907792389352643,13.33429949857855
KJV,Ezekiel_28,function_words,Ezekiel,8,5.703620211193322,19.109907562668646
KJV,Ezekiel_28,pos3,Ezekiel,8,6.305612305318688,19.024545335630574
KJV,Ezekiel_28,word3,Psalms,5,4.166776899295547,12.549064064749127
KJV,Ezekiel_29,char3,Ezekiel,6,4.28624685738623,15.078878560390446
KJV,Ezekiel_29,char4,Ezekiel,6,4.328631568932457,11.6163556969081
KJV,Ezekiel_29,function_words,Ezekiel,7,4.896425879120624,17.756667508139387
KJV,Ezekiel_29,pos3,Ezekiel,10,7.309613675300559,21.97829928101562
KJV,Ezekiel_29,word3,Psalms,5,4.140369444237447,12.469952953524363
KJV,Ezekiel_3,char3,Ezekiel,4,2.737697827155658,10.663150945244933
KJV,Ezekiel_3,char4,Ezekiel,5,3.3879440871244535,10.814665630289346
KJV,Ezekiel_3,function_words,Jeremiah,3,2.3830880717138925,6.099420314567516
KJV,Ezekiel_3,pos3,Ezekiel,9,7.3176649624447885,23.45194380831891
KJV,Ezekiel_3,word3,Psalms,5,4.139779545702619,12.468068563243445
KJV,Ezekiel_30,char3,Ezekiel,6,4.2103624964419035,11.925528274818083
KJV,Ezekiel_30,char4,Ezekiel,5,3.6261824899409723,10.922802481734072
KJV,Ezekiel_30,function_words,Ezekiel,3,2.257111766104193,8.380620801547746
KJV,Ezekiel_30,pos3,Ezekiel,10,8.062706657025764,24.32329518936647
KJV,Ezekiel_30,word3,Psalms,5,4.164975463169671,12.543979720961202
KJV,Ezekiel_31,char3,Ezekiel,5,3.21789395849943,12.594844504727163
KJV,Ezekiel_31,char4,Psalms,4,2.9198326860730313,8.869463960945968
KJV,Ezekiel_31,function_words,Jeremiah,4,3.31144227185422,7.639440359741814
KJV,Ezekiel_31,pos3,Ezekiel,8,6.152071154679126,20.10975028237
KJV,Ezekiel_31,word3,Psalms,5,4.270824645159446,12.860994049669326
KJV,Ezekiel_32,char3,Ezekiel,6,4.161770695641914,15.485463030508214
KJV,Ezekiel_32,char4,Ezekiel,6,4.188491393991551,10.43195865263984
KJV,Ezekiel_32,function_words,Ezekiel,5,3.208475487362646,8.807819516283425
KJV,Ezekiel_32,pos3,Ezekiel,8,5.966550395152813,19.69527599039806
KJV,Ezekiel_32,word3,Psalms,5,4.247902025296355,12.792218880166358
KJV,Ezekiel_33,char3,Ezekiel,6,4.52612875472124,16.064810772286318
KJV,Ezekiel_33,char4,Ezekiel,6,4.220106440460139,12.531708316428313
KJV,Ezekiel_33,function_words,Isaiah_40_55,2,1.4865903582761066,5.9463614331044266
KJV,Ezekiel_33,pos3,Ezekiel,10,8.025009036583537,24.211578269710003
KJV,Ezekiel_33,word3,Psalms,5,4.145014759036407,12.48360104808967
KJV,Ezekiel_34,char3,Ezekiel,6,4.7129361604530144,13.334568036224002
KJV,Ezekiel_34,char4,Ezekiel,4,2.7598829268002643,10.341395389417174
KJV,Ezekiel_34,function_words,Ezekiel,5,3.8920250315123326,13.721643296258442
KJV,Ezekiel_34,pos3,Ezekiel,8,5.965107401639811,17.914918236942352
KJV,Ezekiel_34,word3,Psalms,5,4.140636703791972,12.470272069901297
KJV,Ezekiel_35,char3,Ezekiel,9,6.323724686068585,19.900770617731506
KJV,Ezekiel_35,char4,Ezekiel,6,3.8896101512060053,11.81408784211456
KJV,Ezekiel_35,function_words,Ezekiel,6,3.7291517363218896,13.22110400462983
KJV,Ezekiel_35,pos3,1 Kings,4,3.067140998501431,10.754556625960328
KJV,Ezekiel_35,word3,Psalms,5,4.213861672631535,12.69009040188784
KJV,Ezekiel_36,char3,Ezekiel,8,6.110630464538525,20.536033628072875
KJV,Ezekiel_36,char4,Ezekiel,7,5.0829317197262265,13.152093327910638
KJV,Ezekiel_36,function_words,Jeremiah,5,3.993506567496542,14.668488810001918
KJV,Ezekiel_36,pos3,1 Kings,4,3.1937306350620633,12.533104010308465
KJV,Ezekiel_36,word3,Psalms,5,4.114703465944319,12.392859680752542
KJV,Ezekiel_37,char3,Ezekiel,7,5.404318596583289,16.321808115550855
KJV,Ezekiel_37,char4,Ezekiel,6,4.313160727384249,11.595412536842687
KJV,Ezekiel_37,function_words,Ezekiel,6,3.966269216884558,14.83377571550613
KJV,Ezekiel_37,pos3,Ezekiel,6,4.670562173216556,17.577525066420044
KJV,Ezekiel_37,word3,Psalms,5,4.08263161724019,12.296153414103127
KJV,Ezekiel_38,char3,Ezekiel,6,4.128080499629709,14.526225599759314
KJV,Ezekiel_38,char4,Ezekiel,7,4.889650497809133,11.96354996253654
KJV,Ezekiel_38,function_words,Ezekiel,4,2.1163255972083475,5.316923724143342
KJV,Ezekiel_38,pos3,Ezekiel,7,5.274492756175565,15.277853364108074
KJV,Ezekiel_38,word3,Psalms,5,4.182717057981004,12.596559629893424
KJV,Ezekiel_39,char3,Jeremiah,3,2.423896735520004,8.795993577513377
KJV,Ezekiel_39,char4,Ezekiel,6,4.388976801252566,10.294632632192624
KJV,Ezekiel_39,function_words,Jeremiah,4,3.461128724341717,10.78085293893046
KJV,Ezekiel_39,pos3,Ezekiel,8,6.34194947017083,16.798936534258917
KJV,Ezekiel_39,word3,Psalms,5,4.178035498367239,12.581102669054854
KJV,Ezekiel_4,char3,Ezekiel,6,4.017734457838148,11.044296916683349
KJV,Ezekiel_4,char4,Psalms,4,2.8652614697432197,10.093018791221656
KJV,Ezekiel_4,function_words,Ezekiel,3,1.741089126534432,7.029528578485625
KJV,Ezekiel_4,pos3,Ezekiel,10,7.920168097470149,23.82124724282049
KJV,Ezekiel_4,word3,Psalms,5,4.184621944335939,12.602788851076438
KJV,Ezekiel_40,char3,Ezekiel,7,5.1852625905765946,17.398260914999117
KJV,Ezekiel_40,char4,Ezekiel,6,4.2612963363443095,13.79067983982131
KJV,Ezekiel_40,function_words,1 Kings,4,2.9030281115563503,7.848435017324295
KJV,Ezekiel_40,pos3,Ezekiel,6,4.599834358659398,16.632847170651473
KJV,Ezekiel_40,word3,Psalms,5,4.02017776859702,12.109647212015895
KJV,Ezekiel_41,char3,Ezekiel,6,4.525747042002037,14.334271517239321
KJV,Ezekiel_41,char4,Ezekiel,5,3.502049409624667,11.714891675163566
KJV,Ezekiel_41,function_words,1 Kings,4,2.9968963552070584,10.139472094599743
KJV,Ezekiel_41,pos3,Ezekiel,7,5.434550009446895,14.112492424857479
KJV,Ezekiel_41,word3,Psalms,5,4.1754512212684105,12.575467570030066
KJV,Ezekiel_42,char3,Ezekiel,7,5.013200230055849,18.20231854558194
KJV,Ezekiel_42,char4,Ezekiel,6,3.7285765376469424,10.86696742610447
KJV,Ezekiel_42,function_words,Ezekiel,5,3.6516046811323766,12.60762347566441
KJV,Ezekiel_42,pos3,Ezekiel,4,2.8297923440387147,8.789291238459155
KJV,Ezekiel_42,word3,Psalms,5,4.104605863363891,12.362473316612382
KJV,Ezekiel_43,char3,Ezekiel,7,5.3654213382383436,17.87501100685469
KJV,Ezekiel_43,char4,Ezekiel,5,3.394464181264519,10.298868300395947
KJV,Ezekiel_43,function_words,Ezekiel,5,3.3426588471974816,10.54145920050551
KJV,Ezekiel_43,pos3,Ezekiel,3,1.9451871233386762,9.221959699745108
KJV,Ezekiel_43,word3,Psalms,5,4.156153663204595,12.516936650367834
KJV,Ezekiel_44,char3,Ezekiel,5,3.881315042376331,13.163608278871747
KJV,Ezekiel_44,char4,Psalms,4,2.9116014773375953,10.267549261077342
KJV,Ezekiel_44,function_words,Isaiah_1_35,2,1.8694748672784112,6.547668470124
KJV,Ezekiel_44,pos3,Ezekiel,7,5.501691841952799,15.973751209213711
KJV,Ezekiel_44,word3,Psalms,5,4.124886258652538,12.423289303706293
KJV,Ezekiel_45,char3,Ezekiel,8,5.896852056922112,19.95024121481141
KJV,Ezekiel_45,char4,Ezekiel,7,4.88606663383263,14.023066570903007
KJV,Ezekiel_45,function_words,Ezekiel,6,4.681813839532767,16.77139620995044
KJV,Ezekiel_45,pos3,Ezekiel,7,5.559640535586466,18.16869337428381
KJV,Ezekiel_45,word3,Psalms,5,4.134223363462994,12.45131099220155
KJV,Ezekiel_46,char3,Ezekiel,8,5.792208644836849,19.059080721904827
KJV,Ezekiel_46,char4,Ezekiel,4,2.759309085464327,10.40220130268798
KJV,Ezekiel_46,function_words,Ezekiel,5,3.565954517735011,12.330993905408365
KJV,Ezekiel_46,pos3,Isaiah_1_35,4,2.9191266206404234,10.530052934341464
KJV,Ezekiel_46,word3,Psalms,6,4.42587307328794,13.326262824652938
KJV,Ezekiel_47,char3,Ezekiel,4,2.6237313459515605,8.729282094402842
KJV,Ezekiel_47,char4,Psalms,4,2.9392225951450235,8.928864620969252
KJV,Ezekiel_47,function_words,Ezekiel,4,3.334858563162422,13.838895419739043
KJV,Ezekiel_47,pos3,Ezekiel,5,3.423388402737058,11.850658764507022
KJV,Ezekiel_47,word3,Psalms,5,4.17537811390042,12.574826086215742
KJV,Ezekiel_48,char3,Ezekiel,7,4.835059033775318,18.244105225331296
KJV,Ezekiel_48,char4,Ezekiel,6,3.75091014063525,11.921680658970654
KJV,Ezekiel_48,function_words,Ezekiel,4,3.1253609628988186,13.502278003291792
KJV,Ezekiel_48,pos3,1 Kings,3,2.6750216749761955,8.037670804642314
KJV,Ezekiel_48,word3,Psalms,5,4.2711200803963525,12.861237531056926
KJV,Ezekiel_5,char3,Ezekiel,9,6.674509622167433,20.663377689228597
KJV,Ezekiel_5,char4,Psalms,4,2.966807059380433,10.450754019404588
KJV,Ezekiel_5,function_words,Ezekiel,8,5.568800365563739,17.82252704658562
KJV,Ezekiel_5,pos3,Ezekiel,10,7.884370801695693,23.710268874851103
KJV,Ezekiel_5,word3,Psalms,5,4.18972867409948,12.618109040367061
KJV,Ezekiel_6,char3,Ezekiel,9,6.388007609702217,20.967312409194037
KJV,Ezekiel_6,char4,Ezekiel,6,4.071324130225202,11.567938733181863
KJV,Ezekiel_6,function_words,Ezekiel,7,4.647124912388698,15.444083710123323
KJV,Ezekiel_6,pos3,Ezekiel,10,7.469475255215328,22.532140461262465
KJV,Ezekiel_6,word3,Psalms,5,4.092416111975475,12.32569834958278
KJV,Ezekiel_7,char3,Jeremiah,5,3.339387304327527,11.24987515851318
KJV,Ezekiel_7,char4,Psalms,4,2.948825613663249,9.670700547696017
KJV,Ezekiel_7,function_words,Jeremiah,3,2.5041132726292656,9.089187930859326
KJV,Ezekiel_7,pos3,Ezekiel,6,4.2777932300547,13.023616888190688
KJV,Ezekiel_7,word3,Psalms,5,4.21662155623878,12.698314682372697
KJV,Ezekiel_8,char3,Ezekiel,4,2.883096852079168,9.564501404946064
KJV,Ezekiel_8,char4,Psalms,5,3.6301147045132547,11.009962156683496
KJV,Ezekiel_8,function_words,Jeremiah,5,3.415920678187167,10.795680082828621
KJV,Ezekiel_8,pos3,Ezekiel,6,4.366257399292274,14.074729202885997
KJV,Ezekiel_8,word3,Psalms,5,4.131940138018121,12.44464297584453
KJV,Ezekiel_9,char3,Jeremiah,3,1.9732281454374139,7.654248845174904
